Run,im,Tempo_UTC,Somma_Pixel_Esterni,fondo_per_pixel
1,68,2025-01-20T21:50:56.570,581964.7586615501,0.09250080723151367
1,69,2025-01-20T21:51:16.948,595708.745049971,0.09468535503545936
1,70,2025-01-20T21:51:37.117,606772.1980310897,0.09644384352860287
1,71,2025-01-20T21:51:57.508,571379.0408676453,0.09081825270138508
1,72,2025-01-20T21:52:17.689,566498.2939958499,0.09004247887863318
1,73,2025-01-20T21:52:38.375,569486.0184573871,0.09051736489254429
1,74,2025-01-20T21:52:58.657,612796.6801665036,0.09740140917563497
1,75,2025-01-20T21:53:18.943,564929.0967536513,0.08979306169408977
1,76,2025-01-20T21:53:39.026,558278.3318404605,0.08873595108039546
1,77,2025-01-20T21:53:59.499,591161.9199653632,0.09396265665139568
1,78,2025-01-20T21:54:19.787,1171882.5623255277,0.18626571692236704
1,79,2025-01-20T21:54:40.192,132317.543149809,0.021031307085324764
1,80,2025-01-20T21:55:00.060,129390.17722762776,0.020566014802873574
1,81,2025-01-20T21:55:20.523,130503.72629487506,0.020743008660455555
1,82,2025-01-20T21:55:40.582,132932.17797445174,0.02112900065969654
1,83,2025-01-20T21:56:00.944,130797.97428700032,0.020789778119246215
1,84,2025-01-20T21:56:21.810,127993.83209772063,0.020344071721668345
1,85,2025-01-20T21:56:41.984,128761.03096829487,0.020466014698075435
1,86,2025-01-20T21:57:01.765,133664.5835851641,0.021245413396384576
1,87,2025-01-20T21:57:22.122,132392.6984380904,0.021043252696687446
1,88,2025-01-20T21:57:42.480,128697.08740773857,0.020455851142841746
1,89,2025-01-20T21:58:02.638,130028.99329819017,0.02066755188277406
1,90,2025-01-20T21:58:22.897,129642.14070985644,0.020606063319819203
1,91,2025-01-20T21:58:43.759,132167.96273841977,0.021007531919228196
1,92,2025-01-20T21:59:03.630,131529.31732644318,0.020906021964779406
1,93,2025-01-20T21:59:24.429,131100.84219198974,0.02083791767628824
1,94,2025-01-20T21:59:44.289,127999.02646419854,0.020344897343985004
1,95,2025-01-20T22:00:04.464,129921.30302287484,0.02065043497449157
1,96,2025-01-20T22:00:24.636,131531.04918718612,0.020906297236631094
1,97,2025-01-20T22:00:45.600,128753.77641778892,0.020464861618326332
1,98,2025-01-20T22:01:05.578,129990.36084792859,0.02066141142017501
1,99,2025-01-20T22:01:35.872,129872.81588157041,0.02064272815093524
1,100,2025-01-20T22:01:56.540,131444.6668402237,0.0208925671323496
1,101,2025-01-20T22:02:16.723,134514.65676900814,0.0213805288901342
1,102,2025-01-20T22:02:36.899,132287.06185944856,0.02102646221470015
1,103,2025-01-20T22:02:57.900,133620.6014941594,0.021238422631289073
1,104,2025-01-20T22:03:17.778,130343.99361427782,0.02071761983462617
1,105,2025-01-20T22:03:38.140,132549.4004594253,0.021068159812200116
1,106,2025-01-20T22:03:58.404,127301.00898618484,0.02023395045378762
1,107,2025-01-20T22:04:18.688,133594.8547536309,0.021234330297093536
1,108,2025-01-20T22:04:38.956,130509.90824892405,0.020743991255589178
1,109,2025-01-20T22:04:59.425,131747.02768147222,0.020940626093780557
1,110,2025-01-20T22:05:19.899,126756.66372260406,0.020147429104265223
1,111,2025-01-20T22:05:40.160,129486.57717465855,0.020581337161804603
1,112,2025-01-20T22:06:00.528,130937.13809761594,0.020811897611239107
1,113,2025-01-20T22:06:20.712,130947.13874709443,0.02081348717166494
1,114,2025-01-20T22:08:33.227,1638744.6860477317,0.26047145303849084
1,115,2025-01-20T22:08:53.327,1636034.1410462477,0.2600406235132611
2,1,2025-01-20T22:08:33.227,1638744.6860477317,0.26047145303849084
2,2,2025-01-20T22:08:53.327,1636034.1410462477,0.2600406235132611
2,3,2025-01-20T22:09:13.729,1661015.4004622088,0.26401128776267513
2,4,2025-01-20T22:09:33.930,1699029.456430026,0.2700534592358313
2,5,2025-01-20T22:09:54.329,1735013.8941031406,0.2757730315690264
2,6,2025-01-20T22:10:14.529,1682503.6959287836,0.26742676034431195
2,7,2025-01-20T22:10:35.132,1705559.3979288235,0.27109136548500434
2,8,2025-01-20T22:10:55.151,1693318.7204222637,0.2691457621927681
2,9,2025-01-20T22:11:15.546,1661244.7069962146,0.264047735054686
2,10,2025-01-20T22:11:35.749,1673256.4651273063,0.2659569525921037
2,11,2025-01-20T22:11:56.152,1663758.8981352204,0.26444735497398697
2,12,2025-01-20T22:12:16.342,1654540.860125004,0.26298218729098705
2,13,2025-01-20T22:12:36.944,198821.97576722884,0.03160190197105866
2,14,2025-01-20T22:12:57.704,770053.6021382862,0.12239672376923341
2,15,2025-01-20T22:13:17.379,545277.923135357,0.08666959176625522
2,16,2025-01-20T22:13:37.749,1128255.2722097507,0.1793313459093969
2,17,2025-01-20T22:13:58.139,1128932.4854275314,0.17943898605148498
2,18,2025-01-20T22:14:18.327,1591985.6459753755,0.2530393037756881
2,19,2025-01-20T22:14:38.715,1578300.573626172,0.2508641201060886
2,20,2025-01-20T22:14:59.010,552028.3742923969,0.08774254708169252
2,21,2025-01-20T22:15:19.180,556129.5897098185,0.08839441771663323
2,22,2025-01-20T22:15:39.660,301070.9772510307,0.047853943069939724
2,23,2025-01-20T22:15:59.818,294229.64781082387,0.04676654304040652
2,24,2025-01-20T22:16:20.185,300843.4032466492,0.04781777115609633
2,25,2025-01-20T22:16:40.746,160409.05460373714,0.025496332582431978
2,26,2025-01-20T22:17:01.001,163679.99421502702,0.02601623443206581
2,27,2025-01-20T22:17:21.268,161031.23406788497,0.02559522534495751
2,28,2025-01-20T22:17:41.636,164297.35790588934,0.026114361748042
2,29,2025-01-20T22:18:02.018,161508.1781984206,0.025671033572899595
2,30,2025-01-20T22:18:22.184,161425.59849232857,0.02565790788210687
2,31,2025-01-20T22:18:42.750,160308.52120853082,0.025480353229607077
2,32,2025-01-20T22:19:03.020,551431.9756832059,0.08764775207570487
2,33,2025-01-20T22:19:23.196,562961.0799329946,0.08948025384473715
2,34,2025-01-20T22:19:43.587,533811.0086207351,0.08484697478941841
2,35,2025-01-20T22:20:03.974,559094.7411337497,0.08886571584284302
2,36,2025-01-20T22:20:24.169,515931.8630179328,0.082005161129305
2,37,2025-01-20T22:20:44.747,745451.4532574953,0.11848631751656458
2,38,2025-01-20T22:21:05.042,767376.3578085636,0.12197118724323332
2,39,2025-01-20T22:21:25.139,758988.4805603243,0.12063797005976429
2,40,2025-01-20T22:21:45.440,547977.2795047929,0.08709864290631499
2,41,2025-01-20T22:22:05.822,515819.5837550844,0.08198731482109775
2,42,2025-01-20T22:22:26.000,504688.0409384196,0.08021800374005947
2,43,2025-01-20T22:22:46.577,514476.94995304366,0.08177390892554023
2,44,2025-01-20T22:23:06.871,515535.95475906716,0.0819422332062828
2,45,2025-01-20T22:23:26.955,509220.97150575154,0.08093849365007902
2,46,2025-01-20T22:23:47.819,530869.7585621569,0.08437947568291933
2,47,2025-01-20T22:24:07.590,748714.3832394956,0.11900494626990883
2,48,2025-01-20T22:24:27.876,162414.44214045678,0.02581508034713376
2,49,2025-01-20T22:24:48.438,161308.91458544414,0.0256393614745846
2,50,2025-01-20T22:25:08.800,157711.929573417,0.025067636104173188
2,51,2025-01-20T22:25:28.970,160943.75078834602,0.025581320252155624
2,52,2025-01-20T22:25:49.650,219106.2385644626,0.03482599871388477
2,53,2025-01-20T22:26:09.514,222577.92701015619,0.035377808731421816
2,54,2025-01-20T22:26:29.785,524362.9755615807,0.08334525037790629
2,55,2025-01-20T22:26:50.153,519296.0013922952,0.08253987652338268
2,56,2025-01-20T22:27:10.451,524884.4947266713,0.08342814361678302
2,57,2025-01-20T22:27:30.841,533999.9828262397,0.08487701143046056
2,58,2025-01-20T22:27:51.123,535296.977199416,0.08508316313416418
2,59,2025-01-20T22:28:11.296,240959.8757392392,0.038299540796158986
2,60,2025-01-20T22:28:31.664,245960.70712720937,0.03909440153872321
2,61,2025-01-20T22:28:52.135,235194.44765123338,0.037383150681055924
2,62,2025-01-20T22:29:12.413,247016.4801966667,0.03926221214877235
2,63,2025-01-20T22:29:32.710,245418.25155471324,0.03900818054750971
2,64,2025-01-20T22:29:52.876,239170.64751435895,0.038015150628782746
2,65,2025-01-20T22:30:13.150,236888.29626134387,0.03765238066694639
2,66,2025-01-20T22:30:33.516,234950.82262543912,0.03734442752606695
2,67,2025-01-20T22:30:54.096,247895.41193926494,0.03940191458690404
2,68,2025-01-20T22:31:14.479,233650.7346811736,0.03713778411248105
2,69,2025-01-20T22:31:34.163,238312.96345912933,0.037878825419605466
2,70,2025-01-20T22:31:54.624,1110779.8287989346,0.17655369898461254
2,71,2025-01-20T22:32:14.918,750849.581548566,0.11934432690120791
2,72,2025-01-20T22:32:35.209,791730.864873424,0.12584223188931531
2,73,2025-01-20T22:32:55.611,780404.5544915369,0.12404196333750676
2,74,2025-01-20T22:33:16.016,773381.0668184301,0.12292561003660044
2,75,2025-01-20T22:33:36.317,785447.6011672554,0.12484353401935186
2,76,2025-01-20T22:33:56.405,792931.1573404579,0.12603301323897964
2,77,2025-01-20T22:34:16.680,761379.3703050553,0.1210179917502491
2,78,2025-01-20T22:34:36.957,782904.2889745809,0.12443928543322579
2,79,2025-01-20T22:34:57.431,774485.5535688866,0.12310116347772067
2,80,2025-01-20T22:35:17.705,781747.8306945266,0.12425547133994526
2,81,2025-01-20T22:35:38.512,768096.3666834054,0.12208562957182016
2,82,2025-01-20T22:35:58.190,762586.3965928373,0.1212098434118966
2,83,2025-01-20T22:36:18.478,781913.1786153201,0.12428175268416725
2,84,2025-01-20T22:36:38.968,759503.5261705681,0.12071983435480882
2,85,2025-01-20T22:36:59.456,775619.0838425976,0.12328133326253853
2,86,2025-01-20T22:37:19.743,514230.2320517039,0.08173469417122267
2,87,2025-01-20T22:37:40.119,1103885.9708195913,0.17545794976863724
2,88,2025-01-20T22:38:00.321,1133365.1422268613,0.18014353787531237
2,89,2025-01-20T22:38:20.525,1129608.5909363623,0.17954645012797707
2,90,2025-01-20T22:38:40.911,1146258.8013138392,0.18219292979460383
2,91,2025-01-20T22:39:01.322,1139586.2227402534,0.1811323519929653
2,92,2025-01-20T22:39:21.226,1136493.16600407,0.1806407238648844
2,93,2025-01-20T22:39:42.068,1138349.1832050688,0.18093572985411782
2,94,2025-01-20T22:40:01.653,1118091.226325301,0.17771581432426783
2,95,2025-01-20T22:40:21.839,1128898.1399016709,0.17943352697716886
2,96,2025-01-20T22:40:42.221,1123496.7217760207,0.1785749946874016
2,97,2025-01-20T22:41:02.810,1166511.4650838787,0.1854120040073202
2,98,2025-01-20T22:41:23.190,1135784.4714344621,0.18052807989668246
2,99,2025-01-20T22:41:43.479,1165695.9785156653,0.18528238590807364
2,100,2025-01-20T22:42:03.668,1154602.2586456407,0.1835190866224989
2,101,2025-01-20T22:42:23.861,1127139.4938925046,0.17915399772207016
2,102,2025-01-20T22:42:44.074,1128232.057889232,0.17932765609252166
2,103,2025-01-20T22:43:04.476,1107178.9825923385,0.17598135989385263
2,104,2025-01-20T22:43:24.786,1165641.9945244205,0.18527380538374907
2,105,2025-01-20T22:43:45.192,1139358.2729568656,0.1810961203506574
2,106,2025-01-20T22:44:05.390,1152417.8280691823,0.1831718807330421
2,107,2025-01-20T22:44:25.578,1115899.922854234,0.17736751601763312
2,108,2025-01-20T22:44:45.965,1133262.8843565148,0.18012728442454573
2,109,2025-01-20T22:45:06.450,1122997.8517668305,0.17849570143490323
2,110,2025-01-20T22:45:26.836,1112747.5653327797,0.17686646228357625
2,111,2025-01-20T22:45:47.134,1135955.6556718608,0.18055528889844588
2,112,2025-01-20T22:46:07.331,1137202.5617758252,0.18075347928616606
2,113,2025-01-20T22:46:27.534,1114131.6132805122,0.17708645078031415
2,114,2025-01-20T22:46:47.938,1125807.7010626057,0.17894231495262874
3,1,2025-01-20T23:11:00.557,923446.3001921915,0.14677783651227816
3,2,2025-01-20T23:11:20.764,912545.615588663,0.14504521935600648
3,3,2025-01-20T23:11:41.046,158565.90827081708,0.0252033723625846
3,4,2025-01-20T23:12:01.404,156569.71542879168,0.024886086055245667
3,5,2025-01-20T23:12:21.666,519371.07607850316,0.08255180932339082
3,6,2025-01-20T23:12:42.044,522932.30993524607,0.08311785220070618
3,7,2025-01-20T23:13:02.820,517232.1430919424,0.08221183508109131
3,8,2025-01-20T23:13:23.298,553218.5518781539,0.08793172071427566
3,9,2025-01-20T23:13:43.085,518471.9342390017,0.0824088945768677
3,10,2025-01-20T23:14:03.361,529832.1626278718,0.0842145542506968
3,11,2025-01-20T23:14:23.740,541655.7750359701,0.08609386683082106
3,12,2025-01-20T23:14:43.931,526075.6256893739,0.08361746878455066
3,13,2025-01-20T23:15:04.619,548936.2025222183,0.0872510596151699
3,14,2025-01-20T23:15:24.700,522614.064513322,0.08306726845317237
3,15,2025-01-20T23:15:44.970,525139.7060978591,0.0834687083717758
3,16,2025-01-20T23:16:05.346,531588.2989640937,0.08449368460402389
3,17,2025-01-20T23:16:25.622,533166.9538960312,0.08474460504786671
3,18,2025-01-20T23:16:46.003,547785.4640413203,0.08706815465948109
3,19,2025-01-20T23:17:06.375,516820.9345415496,0.08214647524222526
3,20,2025-01-20T23:17:26.754,536337.6331373102,0.08524857094086172
3,21,2025-01-20T23:17:46.922,523656.3013411911,0.08323292753556429
3,22,2025-01-20T23:18:07.691,544191.3197328668,0.0864968808067428
3,23,2025-01-20T23:18:27.464,537628.4869783259,0.08545374663326356
3,24,2025-01-20T23:18:47.732,527171.5600919699,0.08379166286658762
3,25,2025-01-20T23:19:08.300,558179.2216264063,0.08872019793612262
3,26,2025-01-20T23:19:28.186,546141.5178416426,0.08680685644811671
3,27,2025-01-20T23:19:48.361,533408.1790180576,0.0847829467484248
3,28,2025-01-20T23:20:08.637,542964.4355442431,0.08630187281676024
3,29,2025-01-20T23:20:29.016,531053.9973648662,0.08440875965195754
3,30,2025-01-20T23:20:49.215,362438.5753250791,0.05760806009373333
3,31,2025-01-20T23:21:09.798,355350.18246925727,0.05648139039186752
3,32,2025-01-20T23:21:30.168,349040.7725265787,0.05547853668953239
3,33,2025-01-20T23:21:50.451,348966.19101048115,0.05546668227680225
3,34,2025-01-20T23:22:10.731,344044.7389678327,0.054684438541385764
3,35,2025-01-20T23:22:30.900,354940.4836086144,0.05641627051172486
3,36,2025-01-20T23:22:51.372,346967.4775817996,0.055148995333003936
3,37,2025-01-20T23:23:11.946,360661.6619481164,0.05732562731871865
3,38,2025-01-20T23:23:32.716,346462.1135721537,0.055068669886931376
3,39,2025-01-20T23:23:52.484,356003.9241986779,0.056585299841352764
3,40,2025-01-20T23:24:12.758,338601.567796823,0.05381926978378661
3,41,2025-01-20T23:24:33.024,355782.24791787926,0.05655006534542707
3,42,2025-01-20T23:24:53.220,356704.0201458733,0.05669657709532949
3,43,2025-01-20T23:25:13.797,354972.9949956838,0.056421438057531324
3,44,2025-01-20T23:25:33.970,346106.14512845996,0.0550120902265644
3,45,2025-01-20T23:25:54.458,341490.1377701489,0.05427839561623716
3,46,2025-01-20T23:26:14.641,347434.059752487,0.05522315657178355
3,47,2025-01-20T23:26:34.828,352627.00238329574,0.05604855257404578
3,48,2025-01-20T23:26:55.210,351694.48557935224,0.05590033301978942
3,49,2025-01-20T23:27:15.695,340020.0107100974,0.054044725213066316
3,50,2025-01-20T23:27:35.982,346364.1396195251,0.05505309734654826
3,51,2025-01-20T23:27:56.343,346671.5826084731,0.0551019640936014
3,52,2025-01-20T23:28:16.716,339920.48743955436,0.05402890641523271
3,53,2025-01-20T23:28:36.786,333456.10925055336,0.053001421173501546
3,54,2025-01-20T23:28:56.956,346461.1108338356,0.05506851050596803
3,55,2025-01-20T23:29:17.530,340987.1332318126,0.054198445198029306
3,56,2025-01-20T23:29:37.898,344336.76275808486,0.05473085447280961
3,57,2025-01-20T23:29:58.265,347324.40376259334,0.05520572722158326
3,58,2025-01-20T23:30:18.445,344601.15914385946,0.05477287914655359
3,59,2025-01-20T23:30:38.619,354391.737927844,0.056329049734726584
3,60,2025-01-20T23:30:58.999,356315.5894249813,0.05663483769495985
3,61,2025-01-20T23:31:19.478,346018.42048346513,0.0549981467697565
3,62,2025-01-20T23:31:39.856,335260.8419191439,0.05328827570583724
3,63,2025-01-20T23:32:00.033,346449.29086798866,0.055066631772993195
3,64,2025-01-20T23:32:20.408,353921.90970688936,0.05625437255015204
3,65,2025-01-20T23:32:40.579,335839.75943937356,0.05338029216756401
3,66,2025-01-20T23:33:00.753,345357.14462882245,0.05489303980331778
3,67,2025-01-20T23:33:21.424,345183.4172722216,0.05486542658364321
3,68,2025-01-20T23:33:41.189,492180.3891240326,0.07822996602440399
3,69,2025-01-20T23:34:01.579,486389.12833715096,0.07730946991239404
3,70,2025-01-20T23:34:21.869,487714.43480030965,0.07752012170160766
3,71,2025-01-20T23:34:41.954,1569617.7075042063,0.24948401570386988
3,72,2025-01-20T23:35:02.366,1508294.221554151,0.23973691011335865
3,73,2025-01-20T23:35:22.775,1548570.9486701814,0.24613872347993557
3,74,2025-01-20T23:35:43.586,591931.2977730605,0.09408494596053131
3,75,2025-01-20T23:36:03.358,323728.9570690147,0.051455331972283476
3,76,2025-01-20T23:36:23.716,333810.04631217674,0.053057677954383965
3,77,2025-01-20T23:36:43.897,335709.9177982446,0.05335965439450655
3,78,2025-01-20T23:37:04.077,345141.16816004156,0.0548587112681137
3,79,2025-01-20T23:37:24.563,333172.8916749474,0.052956404952199845
3,80,2025-01-20T23:37:44.942,337202.94336594944,0.053596964417449544
3,81,2025-01-20T23:38:05.210,335029.6118295413,0.05325152267289818
3,82,2025-01-20T23:38:25.588,325114.148829746,0.05167550227320131
3,83,2025-01-20T23:38:45.857,323509.38892453467,0.051420432555601546
3,84,2025-01-20T23:39:06.038,331413.2398905623,0.05267671583343543
3,85,2025-01-20T23:39:26.519,326811.07095535117,0.05194522078122316
3,86,2025-01-20T23:39:46.889,334352.3734000994,0.0531438785235245
3,87,2025-01-20T23:40:07.063,331089.0083186345,0.05262518061298283
3,88,2025-01-20T23:40:27.442,323853.039200038,0.05147505429586379
3,89,2025-01-20T23:40:47.716,324400.03734849615,0.0515619973100815
3,90,2025-01-20T23:41:08.090,325648.1088182544,0.05176037292770614
3,91,2025-01-20T23:41:28.372,331253.4297716913,0.052651314699123916
3,92,2025-01-20T23:41:48.544,322295.3183937769,0.051227461241686645
3,93,2025-01-20T23:42:09.014,324445.3010560468,0.051569191782640904
3,94,2025-01-20T23:42:29.732,327582.9002166043,0.052067899738407815
3,95,2025-01-20T23:42:49.603,320957.1567041634,0.05101476616925611
3,96,2025-01-20T23:43:09.975,326942.36106510187,0.051966088782167734
3,97,2025-01-20T23:43:30.456,318622.509459541,0.050643683983411944
3,98,2025-01-20T23:43:50.225,322868.0123942831,0.05131848850159376
3,99,2025-01-20T23:44:10.404,322150.00200493954,0.05120436382372213
3,100,2025-01-20T23:44:30.786,333359.7369561867,0.052986103209843115
3,101,2025-01-20T23:44:51.065,1074009.094301643,0.17070914813703583
3,102,2025-01-20T23:45:11.467,1082797.061099049,0.17210595784172197
3,103,2025-01-20T23:45:31.766,1054179.0593989938,0.1675572489736865
3,104,2025-01-20T23:45:51.664,1069798.7948266664,0.17003993905809187
3,105,2025-01-20T23:46:11.964,1036633.7276067031,0.1647684935898309
3,106,2025-01-20T23:46:32.362,1058613.1716064038,0.16826203212839824
3,107,2025-01-20T23:46:52.556,1093454.2477948447,0.17379987204787647
3,108,2025-01-20T23:47:12.957,1048693.0805958337,0.16668527612619938
3,109,2025-01-20T23:47:33.251,1059100.4840125802,0.16833948834937099
3,110,2025-01-20T23:47:54.248,1049466.2239683166,0.1668081639557388
3,111,2025-01-20T23:48:13.938,1051550.01631068,0.1671393738286781
3,112,2025-01-20T23:48:34.322,1060009.2906221815,0.1684839392697305
3,113,2025-01-20T23:48:54.505,1045389.9110096412,0.16616025146001834
3,114,2025-01-20T23:49:14.994,1059393.6228375416,0.16838608151078885
3,115,2025-01-20T23:49:35.377,1043565.1634553928,0.16587021564728305
3,116,2025-01-20T23:49:55.668,1036601.3370488816,0.16476334524931616
3,117,2025-01-20T23:50:15.954,1060974.5148717293,0.16863735753245818
3,118,2025-01-20T23:50:36.338,1080370.5861129982,0.17172028002945555
3,119,2025-01-20T23:50:56.935,1059508.298670998,0.16840430874363552
