label,occorrenze,media_flusso_fisso_max_run_CORRETTO_Correzione_Additiva_dell_Apertura_DECORRELAZIONE_STELLE_GLOBALE
RA_286.22DEC19.14,34,1227.9986311275588
RA_286.23DEC19.27,33,718.7778866396974
RA_286.28DEC23.08,20,193.0647530077597
RA_286.29DEC23.43,18,175.14208178133475
RA_286.35DEC22.79,20,132.6065090370174
RA_286.37DEC20.02,29,155.88982002091714
RA_286.44DEC19.08,32,103.11382230199104
RA_286.46DEC20.36,25,77.26680431215964
RA_286.48DEC19.11,28,80.35591988078404
RA_286.52DEC20.35,24,79.54190766708871
RA_286.53DEC21.93,21,89.25796022556005
RA_286.55DEC19.72,29,126.86725444676615
RA_286.57DEC20.65,25,258.0225847653397
RA_286.60DEC21.16,23,238.6525398818769
RA_286.60DEC21.39,23,151.7284045744248
RA_286.60DEC22.73,18,212.1993437661856
RA_286.63DEC20.97,23,83.61604768496501
RA_286.64DEC22.89,17,605.151164957907
RA_286.69DEC19.31,29,129.82117016045052
RA_286.71DEC23.82,13,435.1246947760186
RA_286.72DEC22.17,19,722.3150892259663
RA_286.72DEC22.39,18,231.0448947660117
