Tempo_trascorso_minuti,Flusso_netto
0.0,1.0
0.33746666666679914,0.0
0.6826333333334489,1.0
1.0087666666666806,0.0
1.3447000000000564,0.0
1.6855000000000508,0.0
2.0246333333334476,1.0
2.3656166666667566,0.0
2.7030500000000224,3.5416558197619112
3.038866666666671,0.0
3.376350000000077,0.7203613762145559
3.714033333333404,3.0
4.051666666666751,2.1935184850545615
4.392733333333414,0.0
4.728450000000102,0.0
5.064183333333396,0.6680395225493871
5.399866666666711,0.0
5.738983333333341,8.013889346919203
6.078183333333325,1.7587037693415797
6.417483333333429,3.0
6.753350000000058,2.070972984014995
7.0908666666666775,12.094445840542482
7.426900000000014,3.926289875874789
7.764533333333361,1.3394225603709244
8.103800000000092,2.0
8.444666666666674,0.626529226534734
8.782216666666667,2.804278338054063
9.1196666666667,0.0
9.453833333333357,1.5868333983057898
9.793100000000088,0.0
10.132233333333325,2.553759129808979
10.471383333333328,1.0
10.810566666666706,1.182699675950568
11.146450000000101,1.9596175399474454
11.482083333333435,1.0991315600097649
11.821216666666672,8.80340325956431
12.16401666666668,13.253404727007013
12.494983333333316,7.868319832497299
12.832966666666685,5.01689227210475
13.16931666666667,4.790218509178815
13.50388333333333,4.696127057128897
13.845133333333468,11.466050872177973
14.18150000000006,20.4354337635409
14.514200000000042,13.879451285814202
14.848766666666702,8.363633269658283
15.188383333333455,7.00282167491182
15.52473333333344,1.0
15.860583333333462,1.0
16.20720000000002,4.0
16.533016666666764,2.2212915604603882
16.868916666666767,0.0
17.206400000000013,2.0
17.542316666666782,6.332283019562098
17.890250000000076,5.331600475510097
18.21808333333344,2.085776598638231
18.555983333333455,0.0
18.896866666666643,0.0
19.232666666666685,3.0845589081771276
19.568533333333473,0.0
19.90786666666679,0.0
20.24358333333332,0.0
20.57938333333336,0.0
20.916983333333334,3.0
21.257800000000096,2.6396979327652192
21.593616666666744,0.630156725775811
21.934433333333345,0.5256948914961235
22.26861666666677,0.0
22.60603333333343,0.0
22.945166666666665,0.08002511120338793
23.284300000000062,0.0
23.620000000000143,0.0
23.960816666666744,0.0
24.29660000000002,1.0
24.63235000000008,2.0
24.971433333333337,2.566802867545613
25.310550000000127,1.0
25.64645000000013,0.0
25.985549999999993,0.0
26.32468333333339,1.187834979142024
26.670650000000045,0.0
26.996433333333414,1.0
27.3388833333334,1.0
27.67473333333342,0.0
28.013816666666678,0.0
28.349583333333346,0.0
28.68863333333339,1.1800312050383108
29.02443333333343,1.0
29.36185000000009,0.0
29.700933333333346,2.0
30.040016666666762,0.0
30.37760000000013,1.0360799548951964
30.71500000000002,1.0
31.050833333333436,2.0
31.386650000000085,2.0
31.72910000000007,0.0
32.06820000000009,0.9122004016027874
32.40398333333337,0.0
32.7397666666668,0.0
33.07888333333344,0.0
33.41475000000006,0.0
33.753800000000105,0.0
34.0930166666667,0.0
34.4321666666667,0.0
34.767916666666764,0.0
35.10371666666664,0.08791933250074642
35.44110000000009,2.0
35.78356666666668,1.0
36.12115000000004,0.0
36.46028333333344,1.0
36.79621666666666,0.6253640818510391
37.13720000000013,0.0
37.474683333333374,1.0
37.81545,2.0
38.15458333333339,0.9812016449079759
38.49033333333345,3.9999637564156245
38.826366666666786,2.88459951573628
40.489250000000006,5.0
40.825083333333424,0.7701015298275947
41.16430000000001,0.0
41.49853333333341,1.0
41.841100000000125,7.61549934174613
42.17881666666667,20.55256870422405
42.51525000000001,4.904836844574636
42.862900000000025,2.1142758913387727
43.19041666666674,0.0
43.52620000000002,3.1545167872504742
43.8637333333334,3.0
44.19798333333341,0.8210791692556317
44.535466666666665,1.0
44.87470000000002,2.0
45.20903333333338,4.0
45.54658333333337,1.0
45.88420000000012,8.350855555513888
46.22543333333333,2.0154517593664587
46.564766666666806,4.0
46.90645,8.083789190011856
47.24239999999998,3.3375640241241102
47.57833333333336,6.806928243472701
47.916050000000055,2.5699470943239167
48.25701666666676,3.141683643775461
48.59475000000007,1.7805157864980163
48.93250000000015,9.0
49.2685000000001,2.6823190021462073
49.606266666666784,3.5856494731089863
49.94389999999997,3.461580030387868
50.28328333333343,8.349350260976372
