# Header FITS:
# Numero di falsi positivi esclusi sicuramente: 0
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T21:47:32.999
# DATE-END: 2025-01-20T21:47:33.069
# TSTART: 1737409652998.61
# TSTOP: 1737409653998.61
# DATE: 2025-01-20T21:47:36
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1710420947322
# DEC: 22.0150277265949
# EQUINOX: 2000.0
# CRVAL1: 84.1710420947322
# CRVAL2: 22.0150277265949
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.000913589943464426
# CD1_2: 0.00158129468518338
# CD2_1: -0.00158077638487694
# CD2_2: -0.000913752108652762
# A_ORDER: 2
# A_0_2: -2.90899152857294e-07
# A_1_1: -7.20021459706955e-09
# A_2_0: -1.43610525327681e-07
# B_ORDER: 2
# B_0_2: 1.24076558784439e-07
# B_1_1: -1.5653065915158e-07
# B_2_0: 2.31815984780483e-07
# AP_ORDER: 2
# AP_0_0: 3.29289866840554e-07
# AP_0_1: -1.55297159162178e-07
# AP_0_2: 2.90898642609483e-07
# AP_1_0: 1.23475960500456e-07
# AP_1_1: 7.20066907756537e-09
# AP_2_0: 1.43610201081311e-07
# BP_ORDER: 2
# BP_0_0: -1.18747315308217e-06
# BP_0_1: 1.34924703353691e-07
# BP_0_2: -1.24076026841033e-07
# BP_1_0: -2.2484122622083e-07
# BP_1_1: 1.56530808182711e-07
# BP_2_0: -2.31814101114803e-07
# NOME_FILE: 20250120_214732.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
# NOME_FILE: run_1_stelle_trovate_e_catalogate_immagine_058.csv
#
label,xcentroid,ycentroid,RA_centroid,DEC_centroid,area,max_value,saturazione,ripetizioni_run_1,kron_flux,kron_manuale_seg,media_kron_manuale_seg,std_kron_manuale_seg,kron_manuale_aper,media_kron_manuale_aper,std_kron_manuale_aper,somma_apertura_ultimo_pixel,media_somma_apertura_ultimo_pixel,std_somma_apertura_ultimo_pixel,raggio_kron_aper,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag,flusso_fisso_max_run,media_flusso_fisso_max_run,std_flusso_fisso_max_run,raggio_fisso_max_run
1,46.33984848894068,22.67868663773449,83.92787815047977,25.27794289282568,3.0,8.0,NO,19,83.29254549190156,81.60622319808338,97.19,2.66,81.60622319808338,97.19,2.66,9.456847780033227,41.30,4.67,3.5,NO,,INT_582,,,,81.61,97.19,2.66,3.5
2,2139.5256919519943,44.41369932555892,81.90953823871367,21.93711655220088,215.0,254.0,SI,92,7349.657023758077,7034.581304648274,7343.89,13.67,7104.997583804368,7460.33,15.92,7427.232872711511,7810.47,18.48,7.465157177066971,SI (Rank 1),I/239/hip_main,25539.0,81.9086880855,21.9369652733,4.88,7120.38,7552.23,16.41,7.54
3,1601.1302067563647,48.150791796148425,82.43487073358455,22.790886713232933,8.0,17.0,NO,107,95.74907462126316,95.77579635719904,79.82,1.07,95.77579635719904,79.82,1.07,58.00153183245011,37.68,1.27,3.5,NO,,INT_2,,,,95.78,79.82,1.07,3.5
4,186.9611440140403,57.90318164518688,83.84792445995677,25.024018854055967,38.0,34.0,NO,75,408.20183419941407,383.9359228272329,385.38,2.95,383.9359228272329,389.65,3.15,353.2309003405485,362.42,2.81,4.403540854857664,NO,,INT_26,,,,383.94,389.65,3.15,4.4
5,2635.6607382677494,60.00352988033569,81.46408161748309,21.132541963419552,27.0,28.0,NO,87,283.8058894520337,269.479667865192,220.67,8.31,271.0616554520868,221.59,8.37,243.4589591148391,194.42,9.75,4.006691169456147,NO,,INT_577,,,,271.06,221.59,8.37,4.01
6,1317.8825310211598,81.869873726378,82.76890371322658,23.210900941083946,34.0,36.0,NO,11,336.2801408915316,309.13829749801954,299.58,6.04,319.7461012340041,320.15,7.01,305.9649775269322,305.02,6.68,5.474181249276242,NO,,INT_12,,,,319.75,320.15,7.01,5.47
7,1263.525573002145,89.52400160711643,82.83530061753096,23.29035907526529,4.0,13.0,NO,55,60.58506846202914,64.35748348151814,71.70,1.00,64.35748348151814,71.70,1.00,16.704494753853265,27.28,1.19,3.5,NO,,INT_16,,,,64.36,71.70,1.00,3.5
8,1479.7007976265943,108.94401604167128,82.65773704863118,22.92946163158316,7.0,16.0,NO,115,81.21822956239697,81.9954886428671,84.54,0.87,81.9954886428671,84.54,0.87,46.64396264618459,48.28,1.14,3.5,NO,,INT_15,,,,82.0,84.54,0.87,3.5
9,2111.341861276004,109.63969306205168,82.04843016615654,21.92388521085467,13.0,18.0,NO,114,127.78142537318342,123.4086685362759,121.66,1.07,123.4086685362759,121.66,1.07,92.33698033217762,94.49,1.19,3.5,NO,,INT_5,,,,123.41,121.66,1.07,3.5
10,2942.413209961287,128.48253265409983,81.29159490056612,20.58290378229696,89.0,92.0,NO,103,1696.357208439748,1629.4583896044146,1668.65,7.07,1643.282211611941,1692.11,7.91,1644.510030242902,1719.69,9.63,6.093355392721692,SI (Rank 1),I/239/hip_main,25337.0,81.2932321018,20.5837266364,6.75,1657.91,1719.88,8.07,6.38
11,3045.004851758308,124.5057778092905,81.18854066866689,20.42288740571832,4.0,10.0,NO,51,91.0849703221602,87.57786942281395,94.02,2.50,87.57786942281395,94.02,2.50,25.27124735961389,43.10,2.76,3.5,NO,,INT_489,,,,87.58,94.02,2.50,3.5
12,207.34644101467163,131.66342735433363,83.95602576996372,24.92479009986978,6.0,10.0,NO,72,95.55808780063444,91.67622591732923,97.99,1.29,91.67622591732923,97.99,1.29,45.03771283799696,47.69,1.68,3.5,NO,,INT_40,,,,91.68,97.99,1.29,3.5
13,2110.393936153579,133.6481529716381,82.09050934934766,21.90397777491587,13.0,20.0,NO,115,130.1257943321693,127.02252950672693,142.19,1.41,127.02252950672693,142.19,1.41,97.62791321991176,117.45,1.37,3.5,NO,,INT_9,,,,127.02,142.19,1.41,3.5
14,1486.4970695462966,134.92818421951222,82.69591995873385,22.89533172112817,6.0,14.0,NO,115,79.86662898213392,79.88356858037201,92.01,0.84,79.88356858037201,92.01,0.84,41.72720650615561,59.50,0.93,3.5,NO,,INT_19,,,,79.88,92.01,0.84,3.5
