# Header FITS:
# Numero di falsi positivi esclusi sicuramente: 0
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T21:56:00.944
# DATE-END: 2025-01-20T21:56:01.013
# TSTART: 1737410160944.05
# TSTOP: 1737410161944.05
# DATE: 2025-01-20T21:56:03
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1705938515766
# DEC: 22.0159757759769
# EQUINOX: 2000.0
# CRVAL1: 84.1705938515766
# CRVAL2: 22.0159757759769
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.00101449768181598
# CD1_2: 0.00151847916852494
# CD2_1: -0.00151828910452315
# CD2_2: -0.00101462271180024
# A_ORDER: 2
# A_0_2: 2.05529736371066e-08
# A_1_1: 1.92036645419467e-07
# A_2_0: -2.57651514515538e-07
# B_ORDER: 2
# B_0_2: -1.56784046310844e-08
# B_1_1: -2.88836154851e-07
# B_2_0: 3.76075233649617e-07
# AP_ORDER: 2
# AP_0_0: 1.13816321724395e-06
# AP_0_1: -1.54490551328218e-07
# AP_0_2: -2.05534574487352e-08
# AP_1_0: 3.1047092469838e-07
# AP_1_1: -1.92033733894917e-07
# AP_2_0: 2.57648448905421e-07
# BP_ORDER: 2
# BP_0_0: -1.61837212028596e-06
# BP_0_1: 2.379220392921e-07
# BP_0_2: 1.56792359365503e-08
# BP_1_0: -4.61547574598647e-07
# BP_1_1: 2.88831845028923e-07
# BP_2_0: -3.76070833413567e-07
# NOME_FILE: 20250120_215600.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
# NOME_FILE: run_1_stelle_trovate_e_catalogate_immagine_083.csv
#
label,xcentroid,ycentroid,RA_centroid,DEC_centroid,area,max_value,saturazione,ripetizioni_run_1,kron_flux,kron_manuale_seg,media_kron_manuale_seg,std_kron_manuale_seg,kron_manuale_aper,media_kron_manuale_aper,std_kron_manuale_aper,somma_apertura_ultimo_pixel,media_somma_apertura_ultimo_pixel,std_somma_apertura_ultimo_pixel,raggio_kron_aper,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag
1,268.1377438545848,47.85812117936601,83.95612937837521,24.924920507850103,8.0,11.0,NO,72,89.43965193708391,87.20717220376741,97.99,1.29,87.20717220376741,97.99,1.29,41.2649690878065,47.69,1.68,3.5,NO,,INT_40,,,
2,1664.5342047350632,54.52274356288242,82.43379897933286,22.79121070137825,4.0,13.0,NO,107,63.135915278102,64.88248319283808,79.82,1.07,64.88248319283808,79.82,1.07,16.20394915008327,37.68,1.27,3.5,NO,,INT_2,,,
3,107.1141336082562,59.88637953816148,84.15642443076156,25.156707068927243,8.0,13.0,NO,51,104.4618269672825,102.65320183362188,110.79,2.30,102.65320183362188,110.82,2.30,49.43123323131125,67.47,2.82,3.5,NO,,INT_585,,,
4,1380.6503647280974,70.09474269808629,82.76726203742408,23.20948126345878,22.0,33.0,NO,145,218.49833418950516,208.23132554656084,206.35,3.95,208.23132554656084,208.12,4.07,194.26015707658863,183.07,5.29,3.5,NO,,INT_450,,,
5,1375.5200879618412,69.50036017859259,82.7718538050636,23.217908835002756,4.0,11.0,NO,22,66.77121967301403,73.00990599963217,86.50,2.03,73.00990599963217,86.50,2.03,14.842197162041334,33.89,2.27,3.5,NO,,INT_654,,,
6,2202.055131777752,86.12356006324885,81.909358379421,21.937021657058203,198.0,254.0,SI,92,7263.505006734038,6955.69605632503,7343.89,13.67,7002.652378446152,7460.33,15.92,7276.018553648492,7810.47,18.48,7.186120473575343,SI (Rank 1),I/239/hip_main,25539.0,81.9086880855,21.9369652733,4.88
7,2891.9714452299136,84.99674928986835,81.17823171774442,20.88024834468721,17.0,17.0,NO,63,148.41213103452486,143.6753518680887,117.56,5.37,143.6753518680887,118.18,5.45,103.5740005868021,84.32,5.90,3.5,NO,,INT_620,,,
8,1539.5001640236842,107.47869340018538,82.65686932287703,22.92951688237371,4.0,15.0,NO,115,72.08948400261627,73.58566565672236,84.54,0.87,73.58566565672236,84.54,0.87,17.401980830489702,48.28,1.14,3.5,NO,,INT_15,,,
9,338.14792170373363,116.2994236789973,83.99254136395892,24.749656962904385,28.0,27.0,NO,103,271.13513740087507,261.81664663242555,267.35,1.88,262.7914237220638,268.49,1.95,245.3163891153647,246.70,1.69,3.8963156641410346,NO,,INT_50,,,
10,2696.0013861643124,133.84336421924468,81.46438839873979,21.13268771906317,24.0,25.0,NO,87,263.69254263607667,253.82033937458164,220.67,8.31,254.43576260848508,221.59,8.37,236.81548854212832,194.42,9.75,3.761817875366793,NO,,INT_577,,,
