# Header FITS:
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T21:48:54.514
# DATE-END: 2025-01-20T21:48:55.577
# TSTART: 1737409734513.75
# TSTOP: 1737409735513.75
# DATE: 2025-01-20T21:48:57
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1704842258256
# DEC: 22.0146906857671
# EQUINOX: 2000.0
# CRVAL1: 84.1704842258256
# CRVAL2: 22.014690685767
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.000928403801813059
# CD1_2: 0.00157243023062074
# CD2_1: -0.00157242222867416
# CD2_2: -0.000928625545666317
# A_ORDER: 2
# A_0_2: 2.54491735562527e-08
# A_1_1: 1.50030094792158e-07
# A_2_0: -2.31758424929462e-07
# B_ORDER: 2
# B_0_2: -5.93446300710431e-08
# B_1_1: -3.13335066106084e-07
# B_2_0: 3.42844559050978e-07
# AP_ORDER: 2
# AP_0_0: 1.7807914674132e-06
# AP_0_1: -1.10390064637945e-07
# AP_0_2: -2.54492223394736e-08
# AP_1_0: 2.31364423854787e-07
# AP_1_1: -1.50027003772809e-07
# AP_2_0: 2.31754340770852e-07
# BP_ORDER: 2
# BP_0_0: -2.92907999727513e-06
# BP_0_1: 1.92416082865333e-07
# BP_0_2: 5.93446869219804e-08
# BP_1_0: -3.8696910763979e-07
# BP_1_1: 3.13329667166024e-07
# BP_2_0: -3.42837771736397e-07
# PERCORSO_FILE: /home/astro/ASTRI/Lorenzo/pmc_photometry/run_vecchie/20250120_run1/20250120_214854.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
#
label,xcentroid,ycentroid,area,max_value,saturazione,kron_flux,kron_fluxerr,kron_manuale_seg,kron_manuale_aper,raggio_kron_aper,somma_apertura_ultimo_pixel,flusso_fisso_max_run,raggio_fisso_max_run,RA_centroid,DEC_centroid,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag
1,55.16087881982753,8.713569781666743,7.0,11.0,NO,103.77213655408052,,92.46584097936773,92.46584097936773,3.5,45.3365470075012,92.47,3.50,83.92746980512204,25.278727996648897,SI (Rank 1),II/389/ps1_dr2,1.383308392727714e+17,83.92729821,25.27568992,14.7473
2,2837.041480276163,10.463038340959578,14.0,14.0,NO,152.30619509198036,,144.18548539461173,146.4392103442935,3.631185134628232,116.97543492805302,149.26,3.87,81.1778825875176,20.88045714819434,SI (Rank 1),II/389/ps1_dr2,1.330508118010871e+17,81.17980065,20.88039458,9.0389
3,195.91739068888955,45.45788774442885,35.0,34.0,NO,404.4633312985687,,359.7811056046423,368.6748574690772,4.55334489763411,346.1650684714047,379.77,4.80,83.84739051779773,25.02386295617544,SI (Rank 1),II/389/ps1_dr2,1.3802083848352717e+17,83.84880778,25.02214349,8.2281
3,195.91739068888955,45.45788774442885,35.0,34.0,NO,404.4633312985687,,359.7811056046423,368.6748574690772,4.55334489763411,346.1650684714047,379.77,4.80,83.84739051779773,25.02386295617544,SI (Rank 2),II/389/ps1_dr2,1.3802083848850698e+17,83.84900329,25.02181974,13.2372
3,195.91739068888955,45.45788774442885,35.0,34.0,NO,404.4633312985687,,359.7811056046423,368.6748574690772,4.55334489763411,346.1650684714047,379.77,4.80,83.84739051779773,25.02386295617544,SI (Rank 3),II/389/ps1_dr2,1.3802083848053794e+17,83.84801099,25.02272612,13.6394
4,2148.183400457318,50.11769009121328,205.0,254.0,SI,7289.414021441175,,6985.300104796884,7041.863188560999,7.32973918127236,7333.773543158966,7088.77,7.54,81.90943356638769,21.93723030833865,SI (Rank 1),I/239/hip_main,25539.0,81.9086880855,21.9369652733,4.88
4,2148.183400457318,50.11769009121328,205.0,254.0,SI,7289.414021441175,,6985.300104796884,7041.863188560999,7.32973918127236,7333.773543158966,7087.50,7.53,81.90943356638769,21.93723030833865,SI (Rank 2),II/389/ps1_dr2,1.3432081907275656e+17,81.90725358,21.93831501,12.5648
4,2148.183400457318,50.11769009121328,205.0,254.0,SI,7289.414021441175,,6985.300104796884,7041.863188560999,7.32973918127236,7333.773543158966,7088.77,7.54,81.90943356638769,21.93723030833865,SI (Rank 3),II/389/ps1_dr2,1.3432081910418306e+17,81.91036189,21.93565615,12.5649
4,2148.183400457318,50.11769009121328,205.0,254.0,SI,7289.414021441175,,6985.300104796884,7041.863188560999,7.32973918127236,7333.773543158966,7088.77,7.54,81.90943356638769,21.93723030833865,SI (Rank 4),II/389/ps1_dr2,1.3432081910177331e+17,81.91011058,21.93567743,12.6813
5,1610.0115385830848,48.97691382537203,7.0,16.0,NO,74.73666390703835,,76.13658711080343,76.13658711080343,3.5,52.70741059780419,76.14,3.50,82.43451979966747,22.790559766623144,SI (Rank 1),II/389/ps1_dr2,1.3534082434927872e+17,82.43507272,22.79022534,11.494
5,1610.0115385830848,48.97691382537203,7.0,16.0,NO,74.73666390703835,,76.13658711080343,76.13658711080343,3.5,52.70741059780419,76.14,3.50,82.43451979966747,22.790559766623144,SI (Rank 2),II/389/ps1_dr2,1.3535082434454275e+17,82.43446892261,22.7935206519,14.6767
6,763.341532539579,58.7003495544112,3.0,11.0,NO,60.659927167603655,,63.46919851606369,63.46919851606369,3.5,18.119830185519877,63.47,3.50,83.29494511291523,24.11892364478346,SI (Rank 1),II/389/ps1_dr2,1.3694083297410194e+17,83.29737638,24.11790281,9.1736
6,763.341532539579,58.7003495544112,3.0,11.0,NO,60.659927167603655,,63.46919851606369,63.46919851606369,3.5,18.119830185519877,63.47,3.50,83.29494511291523,24.11892364478346,SI (Rank 2),II/389/ps1_dr2,1.3694083297173246e+17,83.29712759,24.11818564,10.439
6,763.341532539579,58.7003495544112,3.0,11.0,NO,60.659927167603655,,63.46919851606369,63.46919851606369,3.5,18.119830185519877,63.47,3.50,83.29494511291523,24.11892364478346,SI (Rank 3),II/389/ps1_dr2,1.3694083296811197e+17,83.29673821,24.11777686,12.651
6,763.341532539579,58.7003495544112,3.0,11.0,NO,60.659927167603655,,63.46919851606369,63.46919851606369,3.5,18.119830185519877,63.47,3.50,83.29494511291523,24.11892364478346,SI (Rank 4),II/389/ps1_dr2,1.3694083297626291e+17,83.29762401,24.11858287,14.3214
7,2644.1844836512337,70.1703716483967,27.0,29.0,NO,277.86527515985455,,267.70812465554127,268.4699104679152,3.9181373419190506,244.71804150713788,273.22,4.27,81.46405135968696,21.132720305044145,SI (Rank 1),II/389/ps1_dr2,1.3335081465459968e+17,81.46532846,21.13243254,8.779
7,2644.1844836512337,70.1703716483967,27.0,29.0,NO,277.86527515985455,,267.70812465554127,268.4699104679152,3.9181373419190506,244.71804150713788,273.22,4.27,81.46405135968696,21.132720305044145,SI (Rank 2),II/389/ps1_dr2,1.3335081466134982e+17,81.46601453,21.13263068,13.9154
8,1174.4927993937715,74.47778401350799,4.0,11.0,NO,55.47234415950501,,57.15781024755501,57.15781024755501,3.5,15.049643733927732,57.16,3.50,82.91016130849343,23.45580042708897,SI (Rank 1),II/389/ps1_dr2,1.3614082911750792e+17,82.91175838,23.45633206,11.1612
8,1174.4927993937715,74.47778401350799,4.0,11.0,NO,55.47234415950501,,57.15781024755501,57.15781024755501,3.5,15.049643733927732,57.16,3.50,82.91016130849343,23.45580042708897,SI (Rank 2),II/389/ps1_dr2,1.3614082912171747e+17,82.91210471,23.45575179,14.0967
9,1271.9964720363346,87.5035348601817,6.0,14.0,NO,62.02262509208166,,67.42908647419623,67.42908647419623,3.5,37.06435678485047,67.43,3.50,82.83546540978061,23.28988568125432,SI (Rank 1),II/389/ps1_dr2,1.3594082837131824e+17,82.83692098,23.28961251,10.3864
9,1271.9964720363346,87.5035348601817,6.0,14.0,NO,62.02262509208166,,67.42908647419623,67.42908647419623,3.5,37.06435678485047,67.43,3.50,82.83546540978061,23.28988568125432,SI (Rank 2),II/389/ps1_dr2,1.3594082836799837e+17,82.83694578,23.28982598,10.454
9,1271.9964720363346,87.5035348601817,6.0,14.0,NO,62.02262509208166,,67.42908647419623,67.42908647419623,3.5,37.06435678485047,67.43,3.50,82.83546540978061,23.28988568125432,SI (Rank 3),II/389/ps1_dr2,1.3594082837515794e+17,82.83727832,23.28955551,13.6118
9,1271.9964720363346,87.5035348601817,6.0,14.0,NO,62.02262509208166,,67.42908647419623,67.42908647419623,3.5,37.06435678485047,67.43,3.50,82.83546540978061,23.28988568125432,SI (Rank 4),II/389/ps1_dr2,1.3594082836435709e+17,82.83642413,23.28877319,14.5584
