# Header FITS:
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T22:05:19.899
# DATE-END: 2025-01-20T22:05:20.962
# TSTART: 1737410719899.39
# TSTOP: 1737410720899.4
# DATE: 2025-01-20T22:05:22
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1723417721352
# DEC: 22.0177372450596
# EQUINOX: 2000.0
# CRVAL1: 84.1723417721352
# CRVAL2: 22.0177372450596
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.00115785001935807
# CD1_2: 0.00141198160403587
# CD2_1: -0.00141187497787989
# CD2_2: -0.00115814582154733
# A_ORDER: 2
# A_0_2: 6.61871579651156e-08
# A_1_1: -1.60129695001108e-07
# A_2_0: -1.54605595073763e-08
# B_ORDER: 2
# B_0_2: -3.45829936912742e-07
# B_1_1: -9.97552576947164e-08
# B_2_0: 1.72850018256531e-07
# AP_ORDER: 2
# AP_0_0: -6.61106605330068e-08
# AP_0_1: 1.26449734774026e-09
# AP_0_2: -6.61864588310548e-08
# AP_1_0: -1.65752707215817e-08
# AP_1_1: 1.60128580446995e-07
# AP_2_0: 1.54606277629703e-08
# BP_ORDER: 2
# BP_0_0: 2.15669516201444e-07
# BP_0_1: 1.77678354933671e-08
# BP_0_2: 3.45825354761048e-07
# BP_1_0: 1.86396909462135e-08
# BP_1_1: 9.97549939280332e-08
# BP_2_0: -1.72848835529526e-07
# PERCORSO_FILE: /home/astro/ASTRI/Lorenzo/pmc_photometry/run_vecchie/20250120_run1/20250120_220519.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
#
label,xcentroid,ycentroid,area,max_value,saturazione,kron_flux,kron_fluxerr,kron_manuale_seg,kron_manuale_aper,raggio_kron_aper,somma_apertura_ultimo_pixel,flusso_fisso_max_run,raggio_fisso_max_run,RA_centroid,DEC_centroid,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag
1,1862.022438784924,19.99675476553796,9.0,15.0,NO,92.63818775337744,,93.48173981502362,93.48173981502362,3.5,56.34955129647763,93.48,3.50,82.22696385351581,22.70473989384305,SI (Rank 1),II/389/ps1_dr2,1.3524082228187526e+17,82.22791899,22.7039881,10.0417
1,1862.022438784924,19.99675476553796,9.0,15.0,NO,92.63818775337744,,93.48173981502362,93.48173981502362,3.5,56.34955129647763,93.48,3.50,82.22696385351581,22.70473989384305,SI (Rank 2),II/389/ps1_dr2,1.352408222787655e+17,82.22771586,22.70441788,10.166
2,2087.665695913827,22.678994599572107,3.0,12.0,NO,69.70081546048806,,70.3970462068337,70.3970462068337,3.5,14.624696904415488,70.40,3.50,81.95333658323021,22.37959700044079,SI (Rank 1),II/389/ps1_dr2,1.3485081954663526e+17,81.95480202,22.3788523,10.425
2,2087.665695913827,22.678994599572107,3.0,12.0,NO,69.70081546048806,,70.3970462068337,70.3970462068337,3.5,14.624696904415488,70.40,3.50,81.95333658323021,22.37959700044079,SI (Rank 2),II/389/ps1_dr2,1.3485081954976546e+17,81.95458728,22.3791788,11.5954
3,2494.1402836975662,33.3972790622354,28.0,35.0,NO,323.88181022799586,,315.04237188891454,315.2781804188501,3.6936205320731754,295.8353860807357,319.31,3.94,81.47295905090094,21.786251472761084,SI (Rank 1),II/389/ps1_dr2,1.3414081474729373e+17,81.47453392,21.78590769,9.333
4,558.2185773610561,39.37621588071016,17.0,19.0,NO,167.96333309815205,,167.58815927149786,167.58815927149786,3.5,151.2477689194321,167.70,3.56,83.8889924622617,24.53329716982939,SI (Rank 1),II/389/ps1_dr2,1.3743083890257946e+17,83.8902643,24.53237552,9.3141
4,558.2185773610561,39.37621588071016,17.0,19.0,NO,167.96333309815205,,167.58815927149786,167.58815927149786,3.5,151.2477689194321,167.70,3.56,83.8889924622617,24.53329716982939,SI (Rank 2),II/389/ps1_dr2,1.374308389004292e+17,83.89010184,24.53223344,9.35
4,558.2185773610561,39.37621588071016,17.0,19.0,NO,167.96333309815205,,167.58815927149786,167.58815927149786,3.5,151.2477689194321,167.70,3.56,83.8889924622617,24.53329716982939,SI (Rank 3),II/389/ps1_dr2,1.3743083889324898e+17,83.88940505,24.53194589,10.7568
4,558.2185773610561,39.37621588071016,17.0,19.0,NO,167.96333309815205,,167.58815927149786,167.58815927149786,3.5,151.2477689194321,167.70,3.56,83.8889924622617,24.53329716982939,SI (Rank 4),II/389/ps1_dr2,1.374308388943096e+17,83.88955931,24.53242947,13.786
5,235.8918289352323,49.15694467758901,8.0,13.0,NO,97.64137090067084,,97.00588919373084,97.00588919373084,3.5,51.95598063008932,97.01,3.50,84.31469570412898,24.976204821994752,SI (Rank 1),II/389/ps1_dr2,1.379608431618591e+17,84.31619386,24.97365066,9.8265
5,235.8918289352323,49.15694467758901,8.0,13.0,NO,97.64137090067084,,97.00588919373084,97.00588919373084,3.5,51.95598063008932,97.01,3.50,84.31469570412898,24.976204821994752,SI (Rank 2),II/389/ps1_dr2,1.3796084315843933e+17,84.3160401,24.97396035,10.147
