# Header FITS:
# Numero di falsi positivi esclusi sicuramente: 0
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T21:32:18.893
# DATE-END: 2025-01-20T21:32:19.955
# TSTART: 1737408738893.27
# TSTOP: 1737408739893.27
# DATE: 2025-01-20T21:32:22
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1712193471225
# DEC: 22.0144657571005
# EQUINOX: 2000.0
# CRVAL1: 84.1712193471225
# CRVAL2: 22.0144657571005
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.000785160420341729
# CD1_2: 0.00164937465323402
# CD2_1: -0.00164878605198672
# CD2_2: -0.000784624648349542
# A_ORDER: 2
# A_0_2: -5.04215938425279e-07
# A_1_1: 4.14441411764254e-07
# A_2_0: -1.71388542418947e-07
# B_ORDER: 2
# B_0_2: 4.77741216639127e-07
# B_1_1: -4.67410441329049e-07
# B_2_0: 3.83890501771781e-07
# AP_ORDER: 2
# AP_0_0: -1.16868933686121e-06
# AP_0_1: -1.11757907352182e-06
# AP_0_2: 5.04220905306761e-07
# AP_1_0: 6.99049014823215e-07
# AP_1_1: -4.14443007080699e-07
# AP_2_0: 1.7138886160692e-07
# BP_ORDER: 2
# BP_0_0: 2.80101774663422e-07
# BP_0_1: 1.27630454876392e-06
# BP_0_2: -4.7774404289766e-07
# BP_1_0: -9.25546193920999e-07
# BP_1_1: 4.67412375736749e-07
# BP_2_0: -3.83889991882589e-07
# NOME_FILE: 20250120_213218.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
# NOME_FILE: run_1_stelle_trovate_e_catalogate_immagine_013.csv
#
label,xcentroid,ycentroid,RA_centroid,DEC_centroid,area,max_value,saturazione,ripetizioni_run_1,kron_flux,kron_manuale_seg,media_kron_manuale_seg,std_kron_manuale_seg,kron_manuale_aper,media_kron_manuale_aper,std_kron_manuale_aper,somma_apertura_ultimo_pixel,media_somma_apertura_ultimo_pixel,std_somma_apertura_ultimo_pixel,raggio_kron_aper,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag
1,2866.643074886134,18.592996682129744,81.29236348104955,20.58304563780052,84.0,93.0,NO,103,1665.4030801432518,1601.8055598905942,1668.65,7.07,1611.867398936973,1692.11,7.91,1602.3269187288977,1719.69,9.63,5.900620233838904,SI (Rank 1),I/239/hip_main,25337.0,81.2932321018,20.5837266364,6.75
2,881.7224136545397,34.9962374900452,82.95229809391182,23.860368115302915,7.0,14.0,NO,37,83.93532935065704,84.03856830557524,99.24,1.53,84.03856830557524,99.24,1.53,41.857669379544,63.41,1.85,3.5,NO,,INT_1,,,
3,409.4056903302743,48.6655921301484,83.37788382461697,24.629759476845702,79.0,117.0,NO,39,1570.3931606328697,1499.9141374889311,1398.52,10.78,1511.5955247356665,1408.79,10.87,1528.095635860481,1405.75,11.92,5.456428461546182,SI (Rank 1),I/239/hip_main,26062.0,83.3781644015,24.6288114583,6.97
4,1523.4879867246282,45.4943935892304,82.43447783908566,22.79018513615926,4.0,12.0,NO,107,66.4505378172112,69.39974131911399,79.82,1.07,69.39974131911399,79.82,1.07,15.898584867442928,37.68,1.27,3.5,NO,,INT_2,,,
5,736.82300322298,57.186304816937614,83.11487302049127,24.08271149552778,6.0,13.0,NO,22,74.7879749881754,74.9790989114225,87.39,1.65,74.9790989114225,87.39,1.65,33.38014484723347,35.92,2.01,3.5,NO,,INT_7,,,
6,564.8264048765885,59.55345924810203,83.26515574976037,24.364895366639143,25.0,31.0,NO,49,264.8396350415444,257.44902301062086,276.23,2.39,259.7367104818455,276.96,2.39,247.97094260858464,254.03,2.00,3.617951157075956,NO,,INT_8,,,
7,2036.440050357715,66.26256281879151,82.04895460170142,21.924105470088563,14.0,16.0,NO,114,126.10404387211688,124.37777589773184,121.66,1.07,124.37777589773184,121.66,1.07,97.92615353545476,94.49,1.19,3.5,NO,,INT_5,,,
8,2472.7220209657503,71.31473964644228,81.70279730970984,21.196656351243742,13.0,18.0,NO,104,131.52257056591927,129.02338488398095,142.50,1.19,129.02338488398095,142.50,1.19,93.39008046528537,115.21,1.21,3.5,NO,,INT_4,,,
9,2297.583761500481,77.62766840152571,81.85611721009379,21.482365098575,30.0,35.0,NO,93,330.57247531380284,316.8903097085874,313.52,1.79,316.8903097085874,314.85,1.86,296.38683778243404,297.13,1.75,3.7767921549003103,NO,,INT_6,,,
10,217.32128511567248,78.77056255367019,83.5970954151168,24.92306250401292,14.0,17.0,NO,36,140.85819816398575,131.89154031455476,139.93,2.89,131.89154031455476,140.64,3.08,101.76014680876368,103.62,3.11,3.5,NO,,INT_10,,,
