# Header FITS:
# Numero di falsi positivi esclusi sicuramente: 0
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T21:35:21.588
# DATE-END: 2025-01-20T21:35:22.650
# TSTART: 1737408921588.42
# TSTOP: 1737408922588.42
# DATE: 2025-01-20T21:35:24
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1722614769928
# DEC: 22.016559671424
# EQUINOX: 2000.0
# CRVAL1: 84.1722614769928
# CRVAL2: 22.016559671424
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.000806088004702014
# CD1_2: 0.00163872748241264
# CD2_1: -0.00163831572867158
# CD2_2: -0.000806140729086257
# A_ORDER: 2
# A_0_2: -3.13456682837948e-09
# A_1_1: 2.33140968489778e-07
# A_2_0: -1.85486894522469e-07
# B_ORDER: 2
# B_0_2: 1.10032391933287e-07
# B_1_1: -2.40960113570705e-07
# B_2_0: 3.68839604767312e-07
# AP_ORDER: 2
# AP_0_0: 1.93437619152211e-06
# AP_0_1: -1.57009902821013e-07
# AP_0_2: 3.13346584757854e-09
# AP_1_0: 2.61211704069506e-07
# AP_1_1: -2.33138011530973e-07
# AP_2_0: 1.85483264185886e-07
# BP_ORDER: 2
# BP_0_0: -2.49556642201535e-06
# BP_0_1: 3.11673457770751e-07
# BP_0_2: -1.100308670154e-07
# BP_1_0: -3.87314826179827e-07
# BP_1_1: 2.40954338330074e-07
# BP_2_0: -3.68834749553152e-07
# NOME_FILE: 20250120_213521.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
# NOME_FILE: run_1_stelle_trovate_e_catalogate_immagine_022.csv
#
label,xcentroid,ycentroid,RA_centroid,DEC_centroid,area,max_value,saturazione,ripetizioni_run_1,kron_flux,kron_manuale_seg,media_kron_manuale_seg,std_kron_manuale_seg,kron_manuale_aper,media_kron_manuale_aper,std_kron_manuale_aper,somma_apertura_ultimo_pixel,media_somma_apertura_ultimo_pixel,std_somma_apertura_ultimo_pixel,raggio_kron_aper,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag,flusso_fisso_max_run,media_flusso_fisso_max_run,std_flusso_fisso_max_run,raggio_fisso_max_run
1,2982.77714316613,25.12266505053924,81.1885644477637,20.423014557711017,8.0,11.0,NO,51,119.82499545162943,109.87565447463624,94.02,2.50,109.87565447463624,94.02,2.50,66.2080688403347,43.10,2.76,3.5,NO,,INT_489,,,,109.88,94.02,2.50,3.5
2,895.974365162659,26.967690265128656,82.95211514602991,23.85955826280536,9.0,13.0,NO,37,99.39112423747906,99.11498852161002,99.24,1.53,99.11498852161002,99.24,1.53,55.06612356214837,63.41,1.85,3.5,NO,,INT_1,,,,99.11,99.24,1.53,3.5
3,423.18592647733055,34.2999617912234,83.37765150880381,24.629686419648525,79.0,115.0,NO,39,1555.2298940086594,1489.868481576707,1398.52,10.78,1495.6311130587796,1408.79,10.87,1490.5580818435265,1405.75,11.92,5.425092345053214,SI (Rank 1),I/239/hip_main,26062.0,83.3781644015,24.6288114583,6.97,1515.21,1424.16,11.29,5.76
4,2880.646405440048,36.07836019901739,81.29178200142896,20.58295402567316,90.0,98.0,NO,103,1682.8033885376144,1627.4939431279963,1668.65,7.07,1641.512568516656,1692.11,7.91,1637.746651879295,1719.69,9.63,6.241968047523251,SI (Rank 1),I/239/hip_main,25337.0,81.2932321018,20.5837266364,6.75,1648.44,1719.88,8.07,6.38
5,578.4851748185788,47.3655661511051,83.26519634507706,24.364642473565883,27.0,30.0,NO,49,279.2901656558801,264.10537148905854,276.23,2.39,265.18445437432564,276.96,2.39,241.529585498855,254.03,2.00,3.849999741661682,NO,,INT_8,,,,265.18,276.96,2.39,3.85
6,1537.0105256669872,45.49873735388943,82.43421157380415,22.79050180153878,6.0,15.0,NO,107,72.56758354010151,72.7750393405806,79.82,1.07,72.7750393405806,79.82,1.07,37.74386859725641,37.68,1.27,3.5,NO,,INT_2,,,,72.78,79.82,1.07,3.5
7,750.4024684588578,47.20915727198188,83.1149508659494,24.082626236122124,5.0,11.0,NO,22,82.52564445253645,84.08515004965321,87.39,1.65,84.08515004965321,87.39,1.65,35.13658615252838,35.92,2.01,3.5,NO,,INT_7,,,,84.09,87.39,1.65,3.5
8,230.6912822908235,62.09149761692495,83.59725664811488,24.922932533199504,12.0,15.0,NO,33,143.78814849772266,130.0037394153909,104.87,4.33,130.0037394153909,104.87,4.33,84.84160047847033,59.89,5.02,3.5,NO,,INT_440,,,,130.0,104.87,4.33,3.5
9,94.98546048458708,65.49105084593566,83.72336845587365,25.142318273516445,12.0,11.0,NO,34,131.8009535903769,115.23405319851362,104.93,1.47,115.23405319851362,104.93,1.47,77.42021383811557,57.37,2.51,3.5,NO,,INT_11,,,,115.23,104.93,1.47,3.5
10,1939.676843131469,67.30934180296042,82.13142732506272,22.11008761499696,3.0,13.0,NO,16,61.43427952237721,63.97912630367311,73.34,1.70,63.97912630367311,73.34,1.70,16.967861437989185,25.14,1.86,3.5,NO,,INT_3,,,,63.98,73.33,1.70,3.5
11,2050.0253626406657,72.66707613114168,82.04791931937011,21.924036306664146,11.0,18.0,NO,114,118.36896438211234,113.0502777196462,121.66,1.07,113.0502777196462,121.66,1.07,87.29488718378624,94.49,1.19,3.5,NO,,INT_5,,,,113.05,121.66,1.07,3.5
12,263.707208841872,82.30680906973424,83.60467558241129,24.852766286276363,27.0,24.0,NO,57,283.1342697953407,253.7952130963004,239.64,3.10,255.74528879779464,241.55,3.18,213.6663684320476,204.52,2.57,4.043724013323354,NO,,INT_13,,,,255.75,241.55,3.18,4.04
13,2486.241465857948,83.63323415704113,81.70215504261695,21.19635699350913,17.0,19.0,NO,104,158.98742934070725,152.09633242827306,142.50,1.19,152.09633242827306,142.50,1.19,130.65988236578585,115.21,1.21,3.5,NO,,INT_4,,,,152.1,142.50,1.19,3.5
14,2310.73893188428,87.64154767548149,81.8556960756854,21.48257578670489,30.0,33.0,NO,93,316.23610080041954,292.5458733090717,313.52,1.79,292.5458733090717,314.85,1.86,277.6810280322251,297.13,1.75,3.688310862795498,NO,,INT_6,,,,292.55,314.85,1.86,3.69
15,2050.594564884771,97.29449442538062,82.0911633027903,21.903812084161054,15.0,19.0,NO,115,143.39294144612433,139.5746755574966,142.19,1.41,139.5746755574966,142.19,1.41,122.43908302595466,117.45,1.37,3.5,NO,,INT_9,,,,139.57,142.19,1.41,3.5
16,1104.350493891532,103.70237241075344,82.90957100354683,23.456429119334743,3.0,10.0,NO,1,60.91714640405485,67.13903487269451,67.14,NaN,67.13903487269451,67.14,NaN,16.819906217421355,16.82,NaN,3.5,NO,,INT_641,,,,67.14,67.14,NaN,3.5
17,1203.0,109.98844501738265,82.83575917084534,23.28927433013516,3.0,13.0,NO,55,62.649027413340654,67.97862388427552,71.70,1.00,67.97862388427552,71.70,1.00,25.79749249795968,27.28,1.19,3.5,NO,,INT_16,,,,67.98,71.70,1.00,3.5
18,1896.508699361908,112.506355048679,82.24825566684997,22.14576768651209,4.0,14.0,NO,166,75.6658044376653,76.62761683118536,89.35,1.03,76.62761683118536,89.35,1.03,13.363540471835272,49.03,1.30,3.5,NO,,INT_435,,,,76.63,89.35,1.03,3.5
19,1419.9535044997035,113.99423429310608,82.65657487611803,22.92924395289212,9.0,19.0,NO,115,102.5493198113604,93.27671906597196,84.54,0.87,93.27671906597196,84.54,0.87,55.44221540585655,48.28,1.14,3.5,NO,,INT_15,,,,93.28,84.54,0.87,3.5
20,1520.48875690634,132.49948344252584,82.60359394487989,22.749210584266283,4.0,10.0,NO,1,55.46720010231645,57.68453805762905,57.68,NaN,57.68453805762905,57.68,NaN,13.29161270248059,13.29,NaN,3.5,NO,,INT_642,,,,57.68,57.68,NaN,3.5
21,1428.1516709968212,140.05343766714026,82.69609401255767,22.895198003795382,8.0,12.0,NO,115,96.93635226932815,93.77000488161264,92.01,0.84,93.77000488161264,92.01,0.84,53.87732320606147,59.50,0.93,3.5,NO,,INT_19,,,,93.77,92.01,0.84,3.5
22,1923.7301595226456,147.90936803068558,82.28814554224157,22.073129611095897,12.0,20.0,NO,89,138.49511199231668,133.255212214218,125.94,1.45,133.255212214218,125.94,1.45,99.40298375488204,87.32,1.41,3.5,NO,,INT_18,,,,133.26,125.94,1.45,3.5
23,126.82369033549304,149.61700586509735,83.84738699018467,25.023046686813984,35.0,30.0,NO,75,367.2980854686113,350.2016587559913,385.38,2.95,355.2358020352003,389.65,3.15,339.0263635547982,362.42,2.81,4.4653253107664455,NO,,INT_26,,,,355.24,389.65,3.15,4.47
24,2302.0838182154166,151.62339772786288,81.97619991783668,21.44681746603526,24.0,31.0,NO,114,225.4910306033668,217.37741826735143,199.33,1.25,217.37741826735143,199.50,1.27,202.0929228579327,181.62,1.27,3.5,NO,,INT_17,,,,217.38,199.50,1.27,3.5
25,1632.400547497152,164.15376536527046,82.56449352697386,22.540065903651588,97.0,113.0,NO,115,1565.7211239291078,1424.0987732720907,1493.85,5.77,1449.9069406694923,1517.37,6.09,1425.7331563988855,1486.86,5.59,6.322530607576008,NO,,INT_23,,,,1449.91,1517.37,6.09,6.32
26,2308.930937879049,168.3493032768792,82.00006057223668,21.42244258567766,11.0,19.0,NO,81,105.3963563396013,104.74643441199356,99.80,1.39,104.74643441199356,99.80,1.39,76.56381912576636,67.95,1.64,3.5,NO,,INT_465,,,,104.75,99.81,1.39,3.5
