# Header FITS:
# Numero di falsi positivi esclusi sicuramente: 0
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T21:54:19.787
# DATE-END: 2025-01-20T21:54:20.846
# TSTART: 1737410059787.09
# TSTOP: 1737410060787.09
# DATE: 2025-01-20T21:54:24
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1709294954435
# DEC: 22.0164133517619
# EQUINOX: 2000.0
# CRVAL1: 84.1709294954434
# CRVAL2: 22.0164133517619
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.000992365435663485
# CD1_2: 0.00153293495677599
# CD2_1: -0.00153283950410616
# CD2_2: -0.000992517548400312
# A_ORDER: 2
# A_0_2: 2.35884559247367e-08
# A_1_1: 1.56554236037944e-07
# A_2_0: -2.68462368005358e-07
# B_ORDER: 2
# B_0_2: -7.81536874655724e-08
# B_1_1: -2.72897141036192e-07
# B_2_0: 3.22101402108043e-07
# AP_ORDER: 2
# AP_0_0: 3.03972070566279e-07
# AP_0_1: -1.27869526899861e-07
# AP_0_2: -2.35885673717365e-08
# AP_1_0: 2.86315264652761e-07
# AP_1_1: -1.5655159860213e-07
# AP_2_0: 2.68460476788161e-07
# BP_ORDER: 2
# BP_0_0: -3.89783679880888e-07
# BP_0_1: 1.68782138669363e-07
# BP_0_2: 7.81534351420145e-08
# BP_1_0: -3.77068143762289e-07
# BP_1_1: 2.72893177555958e-07
# BP_2_0: -3.22098757904431e-07
# NOME_FILE: 20250120_215419.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
# NOME_FILE: run_1_stelle_trovate_e_catalogate_immagine_078.csv
#
label,xcentroid,ycentroid,RA_centroid,DEC_centroid,area,max_value,saturazione,ripetizioni_run_1,kron_flux,kron_manuale_seg,media_kron_manuale_seg,std_kron_manuale_seg,kron_manuale_aper,media_kron_manuale_aper,std_kron_manuale_aper,somma_apertura_ultimo_pixel,media_somma_apertura_ultimo_pixel,std_somma_apertura_ultimo_pixel,raggio_kron_aper,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag
1,804.5024927529578,28.488763905560138,83.29561906352978,24.118627218038892,4.0,10.0,NO,31,92.58957847054216,87.15522054799965,73.04,1.53,87.15522054799965,73.04,1.53,11.740685004576104,20.09,1.66,3.5,NO,,INT_20,,,
2,2158.6063143532538,40.18167312613824,81.88006672677574,22.018856902680703,5.0,12.0,NO,19,84.35875012789619,80.98125224860269,162.20,16.52,80.98125224860269,162.20,16.52,31.093916656392505,123.80,19.08,3.5,NO,,INT_616,,,
3,1019.6004380925896,45.80647535984068,83.09362587978295,23.77084802496832,5.0,11.0,NO,1,81.63915917796518,81.19670737117872,228.67,13.22,81.19670737117872,230.05,13.37,37.21572591024205,210.81,15.34,3.5,NO,,INT_886,,,
4,1650.8477801247732,53.14723181672007,82.43440762278394,22.790757545133616,6.0,19.0,NO,107,78.77140877963815,81.31320554094442,79.82,1.07,81.31320554094442,79.82,1.07,40.13766130927162,37.68,1.27,3.5,NO,,INT_2,,,
5,1214.5126179468002,60.50934471988232,82.90987471869319,23.456377683130267,4.0,10.0,NO,9,77.61300871584429,76.50317619651373,73.72,3.34,76.50317619651373,73.72,3.34,13.08899866635075,23.25,4.62,3.5,NO,,INT_538,,,
6,2878.5585922960554,65.11644171688026,81.1774983159595,20.880644498185465,19.0,15.0,NO,63,202.68614601063211,177.64136760515171,117.56,5.37,179.8812371744999,118.18,5.45,147.93762915333747,84.32,5.90,3.769713129816721,NO,,INT_620,,,
7,254.5596482891986,66.49077173137312,83.95626925913774,24.924783882170747,14.0,11.0,NO,72,173.58709216159338,130.36935099835028,97.99,1.29,130.36935099835028,97.99,1.29,88.38966109907865,47.69,1.68,3.5,NO,,INT_40,,,
8,2188.7296528260194,76.45488993670651,81.90911656473014,21.937128773375587,211.0,254.0,SI,92,7232.783205570424,6899.420926855542,7343.89,13.67,6948.471306786121,7460.33,15.92,7240.643762018355,7810.47,18.48,7.374104866522327,SI (Rank 1),I/239/hip_main,25539.0,81.9086880855,21.9369652733,4.88
9,1311.5051241874703,77.99804012822803,82.83583871225397,23.28984889444833,6.0,11.0,NO,55,78.65166339093126,78.7289706940007,71.70,1.00,78.7289706940007,71.70,1.00,31.255405403618937,27.28,1.19,3.5,NO,,INT_16,,,
10,93.47695837802974,80.63948227050598,84.15646009883423,25.157202378912267,13.0,13.0,NO,51,158.01325777615372,131.8299788196795,110.79,2.30,131.8299788196795,110.82,2.30,94.2517794128046,67.47,2.82,3.5,NO,,INT_585,,,
