# Header FITS:
# Numero di falsi positivi esclusi sicuramente: 0
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T21:31:38.168
# DATE-END: 2025-01-20T21:31:39.228
# TSTART: 1737408698167.99
# TSTOP: 1737408699167.99
# DATE: 2025-01-20T21:31:41
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1717009339859
# DEC: 22.0149325722788
# EQUINOX: 2000.0
# CRVAL1: 84.1717009339859
# CRVAL2: 22.0149325722788
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.000780532332736851
# CD1_2: 0.00165147893191335
# CD2_1: -0.00165090165694254
# CD2_2: -0.000780201861986188
# A_ORDER: 2
# A_0_2: -3.75630263582754e-07
# A_1_1: 3.5558001791572e-07
# A_2_0: -1.93337821459534e-07
# B_ORDER: 2
# B_0_2: 5.01960203544936e-07
# B_1_1: -4.40267561114622e-07
# B_2_0: 3.51532643384966e-07
# AP_ORDER: 2
# AP_0_0: -2.00038557984783e-07
# AP_0_1: -8.61477090029636e-07
# AP_0_2: 3.75632601923365e-07
# AP_1_0: 5.87640734415721e-07
# AP_1_1: -3.55580561316593e-07
# AP_2_0: 1.93337468284725e-07
# BP_ORDER: 2
# BP_0_0: 6.48890479126862e-08
# BP_0_1: 1.17930658383753e-06
# BP_0_2: -5.01962804422979e-07
# BP_1_0: -8.35663878825246e-07
# BP_1_1: 4.402681739849e-07
# BP_2_0: -3.51531977077723e-07
# NOME_FILE: 20250120_213138.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
# NOME_FILE: run_1_stelle_trovate_e_catalogate_immagine_011.csv
#
label,xcentroid,ycentroid,RA_centroid,DEC_centroid,area,max_value,saturazione,ripetizioni_run_1,kron_flux,kron_manuale_seg,media_kron_manuale_seg,std_kron_manuale_seg,kron_manuale_aper,media_kron_manuale_aper,std_kron_manuale_aper,somma_apertura_ultimo_pixel,media_somma_apertura_ultimo_pixel,std_somma_apertura_ultimo_pixel,raggio_kron_aper,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag
1,2864.079724739398,14.869382670668642,81.29248146289697,20.583172430050137,84.0,98.0,NO,103,1638.8917156097027,1586.782326799036,1668.65,7.07,1592.9117650457902,1692.11,7.91,1588.4845706245883,1719.69,9.63,5.890550335543171,SI (Rank 1),I/239/hip_main,25337.0,81.2932321018,20.5837266364,6.75
2,879.671159766599,36.96362510370023,82.95249307970096,23.859549983743666,7.0,14.0,NO,37,95.36001118253408,95.5633966971064,99.24,1.53,95.5633966971064,99.24,1.53,48.60121785811016,63.41,1.85,3.5,NO,,INT_1,,,
3,1520.985881326778,45.29899855384371,82.43437498976292,22.79041363156972,7.0,17.0,NO,107,85.63115215554534,86.16024325708095,79.82,1.07,86.16024325708095,79.82,1.07,46.64319764072995,37.68,1.27,3.5,NO,,INT_2,,,
4,407.0576859606165,51.71236635792678,83.37792848303246,24.629740844674156,74.0,105.0,NO,39,1520.62609096786,1453.1064617065422,1398.52,10.78,1464.408591294305,1408.79,10.87,1473.8198735024314,1405.75,11.92,5.3474740060522565,SI (Rank 1),I/239/hip_main,26062.0,83.3781644015,24.6288114583,6.97
5,734.4829633948783,59.48094656437616,83.11522461143586,24.08255261905245,4.0,12.0,NO,27,70.9342996859722,71.739888756121,89.38,4.12,71.739888756121,90.81,5.44,15.262109907106456,35.98,3.80,3.5,NO,,INT_464,,,
6,562.4162745482515,62.250843479981,83.26543275695964,24.364944231511444,26.0,33.0,NO,49,264.657417898183,252.06566192018383,276.23,2.39,252.06566192018389,276.96,2.39,226.51906353620905,254.03,2.00,3.7136257042280887,NO,,INT_8,,,
7,2034.0746902359556,64.64710450068915,82.04876689940868,21.92421056898139,11.0,19.0,NO,114,126.44040416474007,124.41342251100544,121.66,1.07,124.41342251100544,121.66,1.07,91.79202469250018,94.49,1.19,3.5,NO,,INT_5,,,
8,2470.50335181832,68.52917832875147,81.70253782761559,21.196542489390115,14.0,18.0,NO,104,128.85442336144916,128.88711327915286,142.50,1.19,128.88711327915286,142.50,1.19,109.70075680129108,115.21,1.21,3.5,NO,,INT_4,,,
9,2295.2277028497847,75.3925521329514,81.85611504747772,21.482446788639677,29.0,39.0,NO,93,323.3083966376591,309.3078776856813,313.52,1.79,309.3078776856813,314.85,1.86,291.1826132155836,297.13,1.75,3.615760246145921,NO,,INT_6,,,
10,214.8469598024759,82.36621434488363,83.59733657183656,24.923418244967145,13.0,15.0,NO,36,139.92119068561283,127.00264133971412,139.93,2.89,127.00264133971412,140.64,3.08,101.05922169238934,103.62,3.11,3.5,NO,,INT_10,,,
11,78.94131633269534,88.14867437707467,83.72411504423371,25.143076664358688,8.0,14.0,NO,34,104.52946626593533,98.38201465110907,104.93,1.47,98.38201465110907,104.93,1.47,49.4175244224627,57.37,2.51,3.5,NO,,INT_11,,,
12,2035.3481817168936,89.0356725158306,82.09130301173155,21.9036177831978,17.0,22.0,NO,115,154.76225067463722,152.45942602932286,142.19,1.41,152.45942602932286,142.19,1.41,133.39946850345908,117.45,1.37,3.5,NO,,INT_9,,,
13,248.3634407099344,102.15489771056768,83.60475232984979,24.852856619178123,24.0,27.0,NO,57,245.45568657294632,222.75637706703552,239.64,3.10,223.2064484246464,241.55,3.18,191.53782334622045,204.52,2.57,3.696370816274547,NO,,INT_13,,,
14,1241.9989573816324,102.13094869864318,82.7676290854977,23.20962008175035,22.0,30.0,NO,145,224.16203204029853,216.5607682261273,206.35,3.95,216.5607682261273,208.12,4.07,199.4405233590888,183.07,5.29,3.5,NO,,INT_450,,,
15,1237.4751170879867,102.46547410190593,82.77199387139413,23.21686051265012,4.0,15.0,NO,145,59.61984831063841,87.55884645233911,206.35,3.95,87.55884645233911,208.12,4.07,15.91934427075831,183.07,5.29,3.5,NO,,INT_450,,,
16,1881.6622791502616,106.67445181189083,82.24825250029357,22.145327914861216,3.0,12.0,NO,166,59.35357073107365,61.08817238107201,89.35,1.03,61.08817238107201,89.35,1.03,14.8399975687136,49.03,1.30,3.5,NO,,INT_435,,,
17,1404.694733687825,115.96431056503612,82.65749716466489,22.929408469628736,7.0,18.0,NO,115,86.55912471712773,87.46632420191304,84.54,0.87,87.46632420191304,84.54,0.87,47.70255359020202,48.28,1.14,3.5,NO,,INT_15,,,
18,2287.361994715819,139.3858447789738,81.97646839624495,21.447102212224017,20.0,25.0,NO,114,200.26442932210688,196.10889509500876,199.33,1.25,196.10889509500876,199.50,1.27,178.3509463196365,181.62,1.27,3.5,NO,,INT_17,,,
19,1413.5228745471627,141.46651034286495,82.69603210244341,22.895306803030635,12.0,18.0,NO,115,100.31298324377502,100.34375109585002,92.01,0.84,100.34375109585002,92.01,0.84,69.63246183105508,59.50,0.93,3.5,NO,,INT_19,,,
20,1909.1958884229289,141.7145935008925,82.28840703928333,22.073018056499,12.0,17.0,NO,89,137.99346507266614,130.92707792852858,125.94,1.45,130.92707792852858,125.94,1.45,94.12866832492908,87.32,1.41,3.5,NO,,INT_18,,,
21,2030.3282669436069,144.32365922341882,82.19414395739594,21.870014650261272,3.0,10.0,NO,87,57.513314143566326,59.62808008373041,341.48,20.63,59.62808008373041,348.16,21.26,14.698091919137587,305.48,20.32,3.5,NO,,INT_523,,,
22,2294.670514373812,155.9664956715207,82.00007513554318,21.42241458980819,7.0,14.0,NO,81,88.92915070108312,87.75763117325451,99.80,1.39,87.75763117325451,99.80,1.39,47.66040948517964,67.95,1.64,3.5,NO,,INT_465,,,
23,1618.210367829501,162.43920279967836,82.56449494272539,22.539944492358096,90.0,110.0,NO,115,1464.891739794462,1368.0223481963253,1493.85,5.77,1391.1214912364844,1517.37,6.09,1383.2834205926997,1486.86,5.59,6.065881007907259,NO,,INT_23,,,
24,112.25628418780936,171.64232631846247,83.84770627595994,25.02359887034173,34.0,32.0,NO,75,358.2242059602313,343.72803452214146,385.38,2.95,347.4549239528297,389.65,3.15,324.0990037169314,362.42,2.81,4.530656140248348,NO,,INT_26,,,
25,2124.664017138326,173.61135951099664,82.16956050373834,21.691220859905187,15.0,24.0,NO,115,144.16521695559166,142.39536166392708,150.11,1.41,142.39536166392708,150.11,1.41,118.49474899923624,124.32,1.30,3.5,NO,,INT_24,,,
26,2266.713957632158,188.3409299634364,82.08038379314377,21.44428744498889,32.0,47.0,NO,114,359.0868373533325,334.63041656661954,327.78,1.83,334.93689392326803,328.96,1.89,323.4657950154548,315.36,1.81,3.672139863261847,NO,,INT_25,,,
27,1299.948244425896,201.00121795930815,82.89739883274899,23.03798454610204,9.0,18.0,NO,115,104.06283784330502,103.07813790580344,106.40,0.87,103.07813790580344,106.40,0.87,66.94302002499619,78.55,0.90,3.5,NO,,INT_29,,,
28,2213.379317825018,207.37781232139275,82.15759541673437,21.51836313855456,33.0,49.0,NO,115,423.3150216132035,395.1403923739903,430.06,2.07,396.62546973462975,432.32,2.21,391.8949859823764,419.24,2.17,3.700367884382493,NO,,INT_28,,,
29,1999.621530194839,229.5760913967032,82.37143634331298,21.85617136259199,11.0,16.0,NO,115,106.3048514003826,104.7714077712956,108.48,0.98,104.7714077712956,108.48,0.98,69.24802154091978,80.25,0.95,3.5,NO,,INT_32,,,
