# Header FITS:
# Numero di falsi positivi esclusi sicuramente: 0
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T21:42:28.184
# DATE-END: 2025-01-20T21:42:29.243
# TSTART: 1737409348183.55
# TSTOP: 1737409349183.55
# DATE: 2025-01-20T21:42:31
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1724418686609
# DEC: 22.0158188541436
# EQUINOX: 2000.0
# CRVAL1: 84.1724418686609
# CRVAL2: 22.0158188541436
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.000864185669201782
# CD1_2: 0.0016087868185778
# CD2_1: -0.00160860303675798
# CD2_2: -0.000864317554952626
# A_ORDER: 2
# A_0_2: -1.39056044960409e-07
# A_1_1: 8.87507278766585e-08
# A_2_0: -1.95002628000359e-07
# B_ORDER: 2
# B_0_2: 1.16174742415694e-07
# B_1_1: -2.95589429622017e-07
# B_2_0: 3.32312633685643e-07
# AP_ORDER: 2
# AP_0_0: 1.28590397473853e-06
# AP_0_1: -1.70531183056697e-07
# AP_0_2: 1.39055045226801e-07
# AP_1_0: 2.13627080296951e-07
# AP_1_1: -8.87491526068414e-08
# AP_2_0: 1.95000256077243e-07
# BP_ORDER: 2
# BP_0_0: -2.96587345118837e-06
# BP_0_1: 2.77496208113615e-07
# BP_0_2: -1.16173380234925e-07
# BP_1_0: -4.19976316025231e-07
# BP_1_1: 2.95586267086516e-07
# BP_2_0: -3.3230679221609e-07
# NOME_FILE: 20250120_214228.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
# NOME_FILE: run_1_stelle_trovate_e_catalogate_immagine_043.csv
#
label,xcentroid,ycentroid,RA_centroid,DEC_centroid,area,max_value,saturazione,ripetizioni_run_1,kron_flux,kron_manuale_seg,media_kron_manuale_seg,std_kron_manuale_seg,kron_manuale_aper,media_kron_manuale_aper,std_kron_manuale_aper,somma_apertura_ultimo_pixel,media_somma_apertura_ultimo_pixel,std_somma_apertura_ultimo_pixel,raggio_kron_aper,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag,flusso_fisso_max_run,media_flusso_fisso_max_run,std_flusso_fisso_max_run,raggio_fisso_max_run
1,613.5983349098401,13.47144578058193,83.26530763719006,24.365536169479743,27.0,28.0,NO,49,258.71896103169166,250.89994967191933,276.23,2.39,250.89994967191933,276.96,2.39,232.88563093067268,254.03,2.00,3.759515598438641,NO,,INT_8,,,,250.9,276.96,2.39,3.76
2,129.8044377559027,14.601779404397888,83.7238956369736,25.14311096059933,10.0,10.0,NO,34,119.05072783611442,111.81055120266689,104.93,1.47,111.81055120266689,104.93,1.47,64.36712538383891,57.37,2.51,3.5,NO,,INT_11,,,,111.81,104.93,1.47,3.5
3,265.4283644863565,15.66741572257455,83.59722890331281,24.92417916674006,15.0,16.0,NO,36,149.07645820911895,137.46472456549205,139.93,2.89,137.46472456549205,140.64,3.08,100.12307040911593,103.62,3.11,3.5,NO,,INT_10,,,,137.46,140.64,3.08,3.5
4,2109.4974956024853,25.42020210594562,81.90930188968507,21.93723900291452,210.0,254.0,SI,92,7406.693116229708,7082.7795060687295,7343.89,13.67,7159.470609038292,7460.33,15.92,7491.415933068991,7810.47,18.48,7.473383431933519,SI (Rank 1),I/239/hip_main,25539.0,81.9086880855,21.9369652733,4.88,7173.0,7552.23,16.41,7.54
5,785.5125376166261,19.522179347637096,83.11509196867831,24.0832197270514,4.0,13.0,NO,22,73.54618872934786,75.04679799364412,87.39,1.65,75.04679799364412,87.39,1.65,15.312100682386244,35.92,2.01,3.5,NO,,INT_7,,,,75.05,87.39,1.65,3.5
6,2605.949191871042,25.530705370096136,81.46395540347369,21.132533093106264,26.0,25.0,NO,87,285.7938281332094,260.2536190058748,220.67,8.31,263.4109514289828,221.59,8.37,246.0356594267902,194.42,9.75,4.034920095769108,NO,,INT_577,,,,263.41,221.59,8.37,4.03
7,297.9433131059835,37.169943620618064,83.60462855541569,24.85348510823965,29.0,28.0,NO,57,300.89452920454914,261.14452267300817,239.64,3.10,265.6369126588522,241.55,3.18,230.3749231180169,204.52,2.57,4.081359524026109,NO,,INT_13,,,,265.64,241.55,3.18,4.08
8,1571.8659430928535,45.880860877785096,82.43410818925884,22.790465214408524,8.0,15.0,NO,107,84.80760930606485,85.08049690639686,79.82,1.07,85.08049690639686,79.82,1.07,53.67035667378311,37.68,1.27,3.5,NO,,INT_2,,,,85.08,79.82,1.07,3.5
9,16.77412825607929,68.58663949827853,83.92739082482788,25.278324053983475,5.0,11.0,NO,19,99.25870148980816,90.24517145569624,97.19,2.66,90.24517145569624,97.19,2.66,33.36260221076082,41.30,4.67,3.5,NO,,INT_582,,,,90.25,97.19,2.66,3.5
10,3017.49178702256,77.0181775821011,81.18790411102856,20.42242863214997,10.0,10.0,NO,51,116.29044929758228,108.86817938568193,94.02,2.50,108.86817938568193,94.02,2.50,61.19043968705489,43.10,2.76,3.5,NO,,INT_489,,,,108.87,94.02,2.50,3.5
