# Header FITS:
# Numero di falsi positivi esclusi sicuramente: 0
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T21:34:00.274
# DATE-END: 2025-01-20T21:34:01.337
# TSTART: 1737408840274.43
# TSTOP: 1737408841274.43
# DATE: 2025-01-20T21:34:03
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.173112044221
# DEC: 22.0163219552072
# EQUINOX: 2000.0
# CRVAL1: 84.173112044221
# CRVAL2: 22.0163219552072
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.000796152827937621
# CD1_2: 0.00164373397929692
# CD2_1: -0.00164317785014384
# CD2_2: -0.000796535185723469
# A_ORDER: 2
# A_0_2: 2.26652565096143e-08
# A_1_1: 1.18090970469031e-07
# A_2_0: -5.77470187927724e-08
# B_ORDER: 2
# B_0_2: 5.06916558074474e-08
# B_1_1: 5.27291114371255e-08
# B_2_0: 2.44316933533324e-07
# AP_ORDER: 2
# AP_0_0: 6.0819843374175e-07
# AP_0_1: 6.8579791590167e-10
# AP_0_2: -2.26655295762469e-08
# AP_1_0: 6.02119107908685e-08
# AP_1_1: -1.18091093669823e-07
# AP_2_0: 5.77459688246239e-08
# BP_ORDER: 2
# BP_0_0: 1.88285125120776e-07
# BP_0_1: 7.23661960337563e-08
# BP_0_2: -5.06919261357099e-08
# BP_1_0: -1.3498290260504e-08
# BP_1_1: -5.27310139745829e-08
# BP_2_0: -2.44316886233067e-07
# NOME_FILE: 20250120_213400.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
# NOME_FILE: run_1_stelle_trovate_e_catalogate_immagine_018.csv
#
label,xcentroid,ycentroid,RA_centroid,DEC_centroid,area,max_value,saturazione,ripetizioni_run_1,kron_flux,kron_manuale_seg,media_kron_manuale_seg,std_kron_manuale_seg,kron_manuale_aper,media_kron_manuale_aper,std_kron_manuale_aper,somma_apertura_ultimo_pixel,media_somma_apertura_ultimo_pixel,std_somma_apertura_ultimo_pixel,raggio_kron_aper,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag
1,2977.670591093264,15.66112354843833,81.18551402936205,20.42187227201277,6.0,10.0,NO,13,112.34790467845517,94.50590026548318,97.81,3.21,94.50590026548318,97.81,3.21,38.18157523425703,44.67,5.02,3.5,NO,,INT_496,,,
2,2874.67283828628,27.8847840886654,81.29080459177536,20.5828867426795,85.0,93.0,NO,103,1591.9343223746953,1527.7370599597634,1668.65,7.07,1538.562245044626,1692.11,7.91,1540.9785170655662,1719.69,9.63,6.016717565329353,SI (Rank 1),I/239/hip_main,25337.0,81.2932321018,20.5837266364,6.75
3,889.9878338536163,30.69563930779664,82.95262989017321,23.8596577944527,7.0,16.0,NO,37,88.46782197798949,87.9761343029064,99.24,1.53,87.9761343029064,99.24,1.53,42.51636366815374,63.41,1.85,3.5,NO,,INT_1,,,
4,417.355052302198,40.7265799478625,83.37780056540821,24.62963939845672,78.0,107.0,NO,39,1622.331459931451,1554.337846641636,1398.52,10.78,1558.4260515037586,1408.79,10.87,1557.6528630559767,1405.75,11.92,5.415413837618777,SI (Rank 1),I/239/hip_main,26062.0,83.3781644015,24.6288114583,6.97
5,1531.4741948101123,45.49085673469919,82.43443450425214,22.789968640053537,4.0,14.0,NO,107,74.0063735832384,74.6523327527334,79.82,1.07,74.6523327527334,79.82,1.07,16.167224844212946,37.68,1.27,3.5,NO,,INT_2,,,
6,572.6190911806476,52.660727658618654,83.26510511527835,24.36496397059789,28.0,28.0,NO,49,281.0477721413937,268.4264812653629,276.23,2.39,270.03105387772297,276.96,2.39,255.65433036429093,254.03,2.00,3.76765439574442,NO,,INT_8,,,
7,744.6011969269194,51.7713094966981,83.11535079203892,24.082630537110862,5.0,11.0,NO,27,77.06912721422957,76.04649385948801,89.38,4.12,76.04649385948801,90.81,5.44,40.01174764321068,35.98,3.80,3.5,NO,,INT_464,,,
8,224.97851723784007,69.54071414909382,83.59714674747917,24.92302276716341,16.0,14.0,NO,36,157.67850701609643,145.07755893773967,139.93,2.89,145.07755893773967,140.64,3.08,101.49995267512632,103.62,3.11,3.5,NO,,INT_10,,,
9,2044.3463189978856,69.59623787972794,82.04809161012876,21.923937432366237,13.0,17.0,NO,114,137.46606180551623,134.19468021583043,121.66,1.07,134.19468021583043,121.66,1.07,101.21195964577244,94.49,1.19,3.5,NO,,INT_5,,,
10,89.47741045432582,74.2117320466055,83.72387137913068,25.141711584421536,10.0,10.0,NO,4,121.6001605903661,109.22116240806066,73.45,3.39,109.22116240806066,73.45,3.39,61.45152670593378,23.92,3.90,3.5,NO,,INT_592,,,
11,2480.63920812564,77.622555449456,81.70133021254945,21.19639467247352,15.0,20.0,NO,19,152.27722154502732,148.92989155512146,79.94,2.40,148.92989155512146,79.94,2.40,120.0497917452362,28.02,2.76,3.5,NO,,INT_593,,,
