# Header FITS:
# Numero di falsi positivi esclusi sicuramente: 0
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T21:49:14.694
# DATE-END: 2025-01-20T21:49:15.753
# TSTART: 1737409754693.6
# TSTOP: 1737409755693.6
# DATE: 2025-01-20T21:49:17
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1708408582513
# DEC: 22.0140592568782
# EQUINOX: 2000.0
# CRVAL1: 84.1708408582513
# CRVAL2: 22.0140592568782
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.000931856116047719
# CD1_2: 0.00157060235041816
# CD2_1: -0.0015700788678162
# CD2_2: -0.000932017309407767
# A_ORDER: 2
# A_0_2: -2.8236861939794e-07
# A_1_1: 2.54688013264047e-08
# A_2_0: -1.40763543909641e-07
# B_ORDER: 2
# B_0_2: 1.00926727357223e-07
# B_1_1: -1.68402346243867e-07
# B_2_0: 2.10221548250071e-07
# AP_ORDER: 2
# AP_0_0: 8.36936795245435e-07
# AP_0_1: -1.53114689082852e-07
# AP_0_2: 2.82367406137111e-07
# AP_1_0: 1.32409883152972e-07
# AP_1_1: -2.54675329801587e-08
# AP_2_0: 1.40762637225216e-07
# BP_ORDER: 2
# BP_0_0: -1.86575463777909e-06
# BP_0_1: 1.31991619275801e-07
# BP_0_2: -1.00925659914601e-07
# BP_1_0: -2.04655869225585e-07
# BP_1_1: 1.68401749222905e-07
# BP_2_0: -2.10218611645568e-07
# NOME_FILE: 20250120_214914.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
# NOME_FILE: run_1_stelle_trovate_e_catalogate_immagine_063.csv
#
label,xcentroid,ycentroid,RA_centroid,DEC_centroid,area,max_value,saturazione,ripetizioni_run_1,kron_flux,kron_manuale_seg,media_kron_manuale_seg,std_kron_manuale_seg,kron_manuale_aper,media_kron_manuale_aper,std_kron_manuale_aper,somma_apertura_ultimo_pixel,media_somma_apertura_ultimo_pixel,std_somma_apertura_ultimo_pixel,raggio_kron_aper,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag
1,2839.058849026937,13.558380453711791,81.17816920650837,20.880480082593078,15.0,16.0,NO,63,150.90945822664185,144.71780698004247,117.56,5.37,146.61920492851897,118.18,5.45,113.111533897391,84.32,5.90,3.6870301883437984,NO,,INT_620,,,
2,197.88532586978135,42.06418860823784,83.84739652548622,25.023844261678548,36.0,32.0,NO,75,395.6524125821535,368.343815039648,385.38,2.95,370.3456955881389,389.65,3.15,341.6682102626009,362.42,2.81,4.462365519918628,NO,,INT_26,,,
3,2150.294272050216,51.358253245503406,81.90961355889326,21.93713244081276,200.0,254.0,SI,92,7155.521542647644,6869.282521593572,7343.89,13.67,6919.827209792495,7460.33,15.92,7190.223420998382,7810.47,18.48,7.236459839451738,SI (Rank 1),I/239/hip_main,25539.0,81.9086880855,21.9369652733,4.88
4,1612.1724445194473,48.84027268511277,82.43463407762967,22.790451025028474,6.0,17.0,NO,107,71.76228425814766,73.337998515726,79.82,1.07,73.337998515726,79.82,1.07,38.117582399479545,37.68,1.27,3.5,NO,,INT_2,,,
5,2646.2430718581463,72.6331521409778,81.46400744992046,21.132595868566725,28.0,26.0,NO,87,285.6236763958672,273.43067693874485,220.67,8.31,274.5245494487639,221.59,8.37,254.88779746786392,194.42,9.75,3.939518378251604,NO,,INT_577,,,
6,1328.3375122837504,79.16906631947376,82.76868742729698,23.21089339539161,31.0,29.0,NO,11,295.51131340304465,277.24781274063474,299.58,6.04,282.9200635811379,320.15,7.01,259.25521365854974,305.02,6.68,5.375071888308211,NO,,INT_12,,,
7,1489.9796548945044,107.98089846783544,82.65715198826764,22.92934841238416,5.0,14.0,NO,115,63.86808545637113,66.45811966745391,84.54,0.87,66.45811966745391,84.54,0.87,29.25844450629316,48.28,1.14,3.5,NO,,INT_15,,,
8,217.1834593267477,116.1859790896014,83.95597422449153,24.92485936747721,6.0,10.0,NO,72,86.14796627134804,84.32223107695206,97.99,1.29,84.32223107695206,97.99,1.29,30.192937511162267,47.69,1.68,3.5,NO,,INT_40,,,
9,2121.139453823096,116.43233940166724,82.04902623308678,21.92407811292505,13.0,18.0,NO,114,129.2991930020173,128.1349704603851,121.66,1.07,128.1349704603851,121.66,1.07,101.30715655105152,94.49,1.19,3.5,NO,,INT_5,,,
10,1496.1263846102509,134.15259940322483,82.69587242559392,22.89566662034557,8.0,17.0,NO,115,80.75667759968141,82.99538136610816,92.01,0.84,82.99538136610816,92.01,0.84,55.01387359159627,59.50,0.93,3.5,NO,,INT_19,,,
