# Header FITS:
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT:   FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T21:39:25.221
# DATE-END: 2025-01-20T21:39:26.286
# TSTART: 1737409165221.06
# TSTOP: 1737409166221.06
# DATE: 2025-01-20T21:39:28
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1737086165702
# DEC: 22.0163545828913
# EQUINOX: 2000.0
# CRVAL1: 84.1737086165702
# CRVAL2: 22.0163545828913
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.000837609659282875
# CD1_2: 0.00162286763226059
# CD2_1: -0.00162234569984678
# CD2_2: -0.000837844297136507
# A_ORDER: 2
# A_0_2: -7.07687510948686e-08
# A_1_1: 8.58660495198245e-08
# A_2_0: -1.64310254373256e-07
# B_ORDER: 2
# B_0_2: 1.69751150356983e-07
# B_1_1: -6.9220351130048e-08
# B_2_0: 2.12855301591735e-07
# AP_ORDER: 2
# AP_0_0: 1.22498468583624e-07
# AP_0_1: -8.52903676904566e-08
# AP_0_2: 7.07690612017776e-08
# AP_1_0: 1.28576953146278e-07
# AP_1_1: -8.58659774645341e-08
# AP_2_0: 1.64309639620366e-07
# BP_ORDER: 2
# BP_0_0: 1.6818390321897e-07
# BP_0_1: 1.45581697001847e-07
# BP_0_2: -1.69752060142349e-07
# BP_1_0: -1.53185721978043e-07
# BP_1_1: 6.92199985556983e-08
# BP_2_0: -2.12854828249192e-07
# PERCORSO_FILE: /home/astro/ASTRI/Lorenzo/pmc_photometry/run_vecchie/20250120_run1/20250120_213925.fits
# PERCORSO_FILE: /home/astro/ASTRI/Lorenzo/pmc_photometry/run_vecchie/20250120_run1/20250120_213925.fits
#
# PARAMETRI SEGMENTAZIONE:
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
#
label,xcentroid,ycentroid,area,max_value,saturazione,kron_flux,kron_fluxerr,kron_manuale_seg,kron_manuale_aper,raggio_kron_aper,somma_apertura_ultimo_pixel,RA_centroid,DEC_centroid,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag
1,2589.9905159842274,8.03648845858504,29.0,24.0,NO,298.82180041081165,,282.519911349358,284.2466715559869,4.1216942040858235,259.2442205628874,81.46392717307279,21.13260321499691,SI (Rank 1),II/389/ps1_dr2,1.3335081465459968e+17,81.46532846,21.13243254,8.779
1,2589.9905159842274,8.03648845858504,29.0,24.0,NO,298.82180041081165,,282.519911349358,284.2466715559869,4.1216942040858235,259.2442205628874,81.46392717307279,21.13260321499691,SI (Rank 2),II/389/ps1_dr2,1.3335081466134982e+17,81.46601453,21.13263068,13.9154
2,442.7881142935298,12.395259178309493,84.0,103.0,NO,1544.5531888968076,,1465.906137583672,1480.0198340771158,5.689662413656719,1489.0422887074683,83.37797715731101,24.62987472519401,SI (Rank 3),II/389/ps1_dr2,1.3755083377035368e+17,83.37702311,24.62761004,11.3974
2,442.7881142935298,12.395259178309493,84.0,103.0,NO,1544.5531888968076,,1465.906137583672,1480.0198340771158,5.689662413656719,1489.0422887074683,83.37797715731101,24.62987472519401,SI (Rank 4),II/389/ps1_dr2,1.3755083379232416e+17,83.37903306,24.62800642,13.5827
2,442.7881142935298,12.395259178309493,84.0,103.0,NO,1544.5531888968076,,1465.906137583672,1480.0198340771158,5.689662413656719,1489.0422887074683,83.37797715731101,24.62987472519401,SI (Rank 5),II/389/ps1_dr2,1.375508337915335e+17,83.3792236,24.62755681,14.1807
2,442.7881142935298,12.395259178309493,84.0,103.0,NO,1544.5531888968076,,1465.906137583672,1480.0198340771158,5.689662413656719,1489.0422887074683,83.37797715731101,24.62987472519401,SI (Rank 6),II/389/ps1_dr2,1.3755083376786587e+17,83.37677923,24.62940479,14.9191
2,442.7881142935298,12.395259178309493,84.0,103.0,NO,1544.5531888968076,,1465.906137583672,1480.0198340771158,5.689662413656719,1489.0422887074683,83.37797715731101,24.62987472519401,SI (Rank 1),I/239/hip_main,26062.0,83.3781644015,24.6288114583,6.97
2,442.7881142935298,12.395259178309493,84.0,103.0,NO,1544.5531888968076,,1465.906137583672,1480.0198340771158,5.689662413656719,1489.0422887074683,83.37797715731101,24.62987472519401,SI (Rank 2),II/389/ps1_dr2,1.3755083378194474e+17,83.37815738,24.62879541,7.628
3,2093.587342954937,15.97998420884623,219.0,254.0,SI,7664.2557396014745,,7334.54813390149,7394.989021419666,7.48392776764533,7717.561870917339,81.90947935855564,21.937161980622903,SI (Rank 1),I/239/hip_main,25539.0,81.9086880855,21.9369652733,4.88
3,2093.587342954937,15.97998420884623,219.0,254.0,SI,7664.2557396014745,,7334.54813390149,7394.989021419666,7.48392776764533,7717.561870917339,81.90947935855564,21.937161980622903,SI (Rank 2),II/389/ps1_dr2,1.3432081907275656e+17,81.90725358,21.93831501,12.5648
