# Header FITS:
# Numero di falsi positivi esclusi sicuramente: 0
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T22:03:17.778
# DATE-END: 2025-01-20T22:03:18.837
# TSTART: 1737410597777.84
# TSTOP: 1737410598777.84
# DATE: 2025-01-20T22:03:20
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1717016047888
# DEC: 22.0175436080998
# EQUINOX: 2000.0
# CRVAL1: 84.1717016047888
# CRVAL2: 22.0175436080998
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.00112350741109857
# CD1_2: 0.00143976279256137
# CD2_1: -0.00143963561922
# CD2_2: -0.00112330398492365
# A_ORDER: 2
# A_0_2: 8.11497280608764e-08
# A_1_1: -5.62986222649197e-08
# A_2_0: -5.08881682486179e-08
# B_ORDER: 2
# B_0_2: -1.71589818284923e-07
# B_1_1: -1.57481410517522e-07
# B_2_0: 3.34691211189048e-07
# AP_ORDER: 2
# AP_0_0: -1.39467228366108e-07
# AP_0_1: 3.7758372375328e-08
# AP_0_2: -8.1148544758341e-08
# AP_1_0: -2.79622151779677e-08
# AP_1_1: 5.62968580986277e-08
# AP_2_0: 5.0888189068671e-08
# BP_ORDER: 2
# BP_0_0: -1.57698756228323e-06
# BP_0_1: -6.82659427608797e-08
# BP_0_2: 1.71586429326153e-07
# BP_1_0: -7.54800227453292e-08
# BP_1_1: 1.57482558346961e-07
# BP_2_0: -3.34686476109968e-07
# NOME_FILE: 20250120_220317.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
# NOME_FILE: run_1_stelle_trovate_e_catalogate_immagine_104.csv
#
label,xcentroid,ycentroid,RA_centroid,DEC_centroid,area,max_value,saturazione,ripetizioni_run_1,kron_flux,kron_manuale_seg,media_kron_manuale_seg,std_kron_manuale_seg,kron_manuale_aper,media_kron_manuale_aper,std_kron_manuale_aper,somma_apertura_ultimo_pixel,media_somma_apertura_ultimo_pixel,std_somma_apertura_ultimo_pixel,raggio_kron_aper,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag
1,2469.467232632223,10.427538782861513,81.47314047854815,21.786048335925862,30.0,34.0,NO,1,323.52492623640416,316.5281299320811,117.70,49.73,316.72427211572256,117.74,49.76,290.8910293461327,70.67,55.10,3.9333614640757575,NO,,INT_956,,,
2,1837.1647787065224,12.130565553701537,82.22665445310767,22.7049445040413,8.0,13.0,NO,11,82.65644846517094,83.98905328953049,106.32,4.73,83.98905328953049,106.34,4.75,52.513161966949376,73.96,5.00,3.5,NO,,INT_687,,,
3,775.6849289860295,21.68569674858781,83.52678467573406,24.23181361135806,3.0,12.0,NO,1,61.49580770467696,66.47124402364763,94.73,4.92,66.47124402364763,94.73,4.92,15.901537135521448,43.11,6.34,3.5,NO,,INT_957,,,
4,408.81253966581744,30.97476121594125,83.99277700276346,24.74970738097868,23.0,25.0,NO,17,254.1224447674585,250.84059030971088,195.12,19.18,250.84059030971088,195.90,19.34,225.07860104571995,166.52,20.95,3.680123574950687,NO,,INT_684,,,
5,2286.791752441793,33.997459629790136,81.72595755921063,22.026458171580185,10.0,17.0,NO,27,109.49016362957292,109.67155523697828,287.16,53.82,109.67155523697828,289.61,54.68,78.70974685709008,260.22,54.22,3.5,NO,,INT_683,,,
6,534.3113257671522,63.05344953152294,83.8888286319183,24.533333266829803,18.0,19.0,NO,113,162.5647407065062,159.93499798714458,177.86,1.48,159.93499798714458,178.01,1.50,136.5510250374502,152.27,1.48,3.5,NO,,INT_52,,,
7,1736.3878194622455,66.79493638659805,82.43345036064002,22.79098496992828,5.0,12.0,NO,107,67.40035286330034,69.74304780327138,79.82,1.07,69.74304780327138,79.82,1.07,44.03520947741155,37.68,1.27,3.5,NO,,INT_2,,,
8,212.02733174322168,80.82541412201195,84.31542749605075,24.97636613675851,6.0,14.0,NO,58,80.99813349688687,81.59933766356427,661.84,51.80,81.59933766356427,704.57,55.97,46.739293900765546,564.59,47.76,3.5,NO,,INT_621,,,
9,2940.875417846079,90.89430574875011,81.04630471336692,21.010016050963102,8.0,11.0,NO,24,106.44772437362768,104.9131670793338,125.70,4.15,104.9131670793338,125.93,4.19,49.9661159518895,90.90,5.40,3.5,NO,,INT_688,,,
10,677.3399688476164,95.57855816513464,83.76439301337686,24.29106634003773,87.0,158.0,NO,115,1800.5450012444835,1713.0021302434825,1748.42,5.28,1718.897138987137,1766.36,5.73,1740.9733012570628,1791.64,6.72,5.294650097589001,SI (Rank 1),I/239/hip_main,26201.0,83.7648740231,24.2907687512,6.82
