# Header FITS:
# Numero di falsi positivi esclusi sicuramente: 0
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T22:06:00.528
# DATE-END: 2025-01-20T22:06:01.587
# TSTART: 1737410760528.33
# TSTOP: 1737410761528.34
# DATE: 2025-01-20T22:06:03
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1721020195891
# DEC: 22.0172074369312
# EQUINOX: 2000.0
# CRVAL1: 84.1721020195891
# CRVAL2: 22.0172074369312
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.00116985767320656
# CD1_2: 0.0014020052991522
# CD2_1: -0.00140191048091048
# CD2_2: -0.0011701418925094
# A_ORDER: 2
# A_0_2: 6.49292520188681e-08
# A_1_1: -1.04928029666816e-07
# A_2_0: -3.40637256234682e-08
# B_ORDER: 2
# B_0_2: -3.95256058445596e-07
# B_1_1: -7.62634806783362e-08
# B_2_0: 2.07481632532933e-07
# AP_ORDER: 2
# AP_0_0: -1.74757384008295e-07
# AP_0_1: -5.14763864186875e-10
# AP_0_2: -6.49281256034418e-08
# AP_1_0: -1.49662109435348e-08
# AP_1_1: 1.04926406428761e-07
# AP_2_0: 3.40639500630204e-08
# BP_ORDER: 2
# BP_0_0: 4.04074770858169e-07
# BP_0_1: 3.7788773540042e-08
# BP_0_2: 3.9524667236607e-07
# BP_1_0: 1.44105708242227e-09
# BP_1_1: 7.62655289210629e-08
# BP_2_0: -2.07478996649731e-07
# NOME_FILE: 20250120_220600.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
# NOME_FILE: run_1_stelle_trovate_e_catalogate_immagine_112.csv
#
label,xcentroid,ycentroid,RA_centroid,DEC_centroid,area,max_value,saturazione,ripetizioni_run_1,kron_flux,kron_manuale_seg,media_kron_manuale_seg,std_kron_manuale_seg,kron_manuale_aper,media_kron_manuale_aper,std_kron_manuale_aper,somma_apertura_ultimo_pixel,media_somma_apertura_ultimo_pixel,std_somma_apertura_ultimo_pixel,raggio_kron_aper,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag
1,2717.797981413365,14.412118716380522,81.1671137743464,21.51086122670068,5.0,11.0,NO,2,84.28722262726701,86.81502791701233,108.67,31.19,86.81502791701233,108.67,31.19,34.25521453546409,69.09,38.75,3.5,NO,,INT_706,,,
2,1870.204194353972,22.814400413286947,82.22716049021437,22.70483043834375,6.0,12.0,NO,11,82.63234338220026,82.51211473766702,106.32,4.73,82.51211473766702,106.34,4.75,35.396624323683255,73.96,5.00,3.5,NO,,INT_687,,,
3,566.3599716636447,30.865119052603237,83.8887890920057,24.533332197549463,17.0,20.0,NO,113,160.03886150953394,153.27525201741386,177.86,1.48,153.27525201741386,178.01,1.50,129.53474308036795,152.27,1.48,3.5,NO,,INT_52,,,
4,244.17659837522723,38.37665060513139,84.3150005460936,24.97532495518356,5.0,9.0,NO,81,75.56086927640936,76.56391817151963,94.24,1.18,76.56391817151963,94.24,1.18,33.35663256416384,43.96,1.62,3.5,NO,,INT_76,,,
5,2502.320183943342,41.60933794315048,81.47307553146123,21.78621686111361,29.0,38.0,NO,17,323.4751890308775,312.679503968376,207.18,27.56,313.4286444645682,207.65,27.67,297.8001614383769,183.38,29.60,3.713640347047849,NO,,INT_695,,,
6,1478.3454775908688,57.69711286517242,82.77160139609045,23.2188635746508,3.0,11.0,NO,22,53.89112639017156,61.41560512150998,86.50,2.03,61.41560512150998,86.50,2.03,17.422087514068203,33.89,2.27,3.5,NO,,INT_654,,,
7,1483.4674811660966,59.20912315671955,82.76748241280818,23.209880817826235,21.0,31.0,NO,145,221.700582783762,213.13862340097612,206.35,3.95,213.13862340097612,208.12,4.07,201.06201369285472,183.07,5.29,3.5,NO,,INT_450,,,
8,2318.7639291439805,59.36968564951271,81.7264998005607,22.02662752884388,12.0,16.0,NO,27,104.34049849371291,105.20086374786692,287.16,53.82,105.20086374786692,289.61,54.68,81.54902789391757,260.22,54.22,3.5,NO,,INT_683,,,
9,708.1902829408278,67.95373973795898,83.76434998001852,24.29122630916989,89.0,154.0,NO,115,1909.5141860227768,1811.161187977672,1748.42,5.28,1825.7324305607249,1766.36,5.73,1868.8220870600048,1791.64,6.72,5.417256215849715,SI (Rank 1),I/239/hip_main,26201.0,83.7648740231,24.2907687512,6.82
10,516.7218663267334,84.98447126395864,84.03598503440206,24.539725181271987,7.0,17.0,NO,23,79.7362683906367,80.0,643.76,53.29,80.0,655.74,54.48,42.84878810325348,607.49,53.83,3.5,NO,,INT_681,,,
11,543.7696300992479,104.50277454883108,84.03135364764883,24.47906484066316,26.0,27.0,NO,115,266.25793856690177,247.58585423159343,250.32,1.77,247.58585423159343,251.13,1.86,224.3341225643308,225.54,1.62,3.6544516778803815,NO,,INT_71,,,
