# Header FITS:
# Numero di falsi positivi esclusi sicuramente: 0
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T21:50:36.198
# DATE-END: 2025-01-20T21:50:37.257
# TSTART: 1737409836197.76
# TSTOP: 1737409837197.76
# DATE: 2025-01-20T21:50:39
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1704145034883
# DEC: 22.0150906486419
# EQUINOX: 2000.0
# CRVAL1: 84.1704145034883
# CRVAL2: 22.0150906486419
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.000947037466429191
# CD1_2: 0.00156149162762002
# CD2_1: -0.00156092386658871
# CD2_2: -0.000947265429218017
# A_ORDER: 2
# A_0_2: -2.17305523126437e-07
# A_1_1: 1.83405169381012e-08
# A_2_0: -1.58942114043874e-07
# B_ORDER: 2
# B_0_2: 9.93708460505446e-08
# B_1_1: -1.57330244324804e-07
# B_2_0: 2.50791141078209e-07
# AP_ORDER: 2
# AP_0_0: 6.41910398213596e-07
# AP_0_1: -1.31496015637906e-07
# AP_0_2: 2.17304831128227e-07
# AP_1_0: 1.338626493198e-07
# AP_1_1: -1.83396845110573e-08
# AP_2_0: 1.58941210588735e-07
# BP_ORDER: 2
# BP_0_0: -1.60545709091409e-06
# BP_0_1: 1.26172736253111e-07
# BP_0_2: -9.93700981746067e-08
# BP_1_0: -2.36520738733843e-07
# BP_1_1: 1.57329806493932e-07
# BP_2_0: -2.50788446064034e-07
# NOME_FILE: 20250120_215036.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
# NOME_FILE: run_1_stelle_trovate_e_catalogate_immagine_067.csv
#
label,xcentroid,ycentroid,RA_centroid,DEC_centroid,area,max_value,saturazione,ripetizioni_run_1,kron_flux,kron_manuale_seg,media_kron_manuale_seg,std_kron_manuale_seg,kron_manuale_aper,media_kron_manuale_aper,std_kron_manuale_aper,somma_apertura_ultimo_pixel,media_somma_apertura_ultimo_pixel,std_somma_apertura_ultimo_pixel,raggio_kron_aper,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag
1,2129.309027774789,22.3245888394383,81.87988291809869,22.01832618699497,3.0,11.0,NO,19,69.30533462501896,68.74980863513123,162.20,16.52,68.74980863513123,162.20,16.52,14.206886959362835,123.80,19.08,3.5,NO,,INT_616,,,
2,2849.188263565727,26.77046942885734,81.17824819330997,20.88038118893757,18.0,17.0,NO,63,181.3529138382781,163.5783806709917,117.56,5.37,165.61681023158147,118.18,5.45,126.79683918147512,84.32,5.90,3.7276819077401626,NO,,INT_620,,,
3,207.76389052200528,29.6410163344298,83.84761112967381,25.023826284617428,37.0,28.0,NO,75,407.0943530927717,383.6736649080454,385.38,2.95,388.1891471993434,389.65,3.15,359.6127337740039,362.42,2.81,4.742579221856632,NO,,INT_26,,,
4,1621.8469791773127,49.84990321817611,82.43425576404536,22.790882155228136,6.0,17.0,NO,107,74.65928800858832,77.10108025850732,79.82,1.07,77.10108025850732,79.82,1.07,38.10187988292707,37.68,1.27,3.5,NO,,INT_2,,,
5,2160.093486708555,57.8110158957549,81.90946433750187,21.93709557683585,210.0,254.0,SI,92,7407.926934759348,7073.113181443456,7343.89,13.67,7131.916020826301,7460.33,15.92,7437.059952299316,7810.47,18.48,7.418735463956597,SI (Rank 1),I/239/hip_main,25539.0,81.9086880855,21.9369652733,4.88
6,2655.6057678339985,84.13450431154219,81.46453226191336,21.132674692983493,27.0,24.0,NO,87,277.46145797343297,269.9967180506469,220.67,8.31,270.4604706408405,221.59,8.37,252.40800551957184,194.42,9.75,4.069960930586415,NO,,INT_577,,,
7,226.3504033431213,103.88449745445172,83.95607528615798,24.92489694861257,9.0,11.0,NO,72,101.0918225014589,94.45487930227486,97.99,1.29,94.45487930227486,97.99,1.29,54.5116655070836,47.69,1.68,3.5,NO,,INT_40,,,
8,1499.0021806440293,107.99950993290122,82.65720327438311,22.92973236340032,9.0,17.0,NO,115,80.36548655276536,81.67813380824985,84.54,0.87,81.67813380824985,84.54,0.87,53.17292251519704,48.28,1.14,3.5,NO,,INT_15,,,
9,663.0204120806632,117.50028026769986,83.52684972026628,24.230523031000025,6.0,11.0,NO,62,89.8166759172935,87.0511408194041,79.13,1.09,87.0511408194041,79.13,1.09,32.730405382774954,25.21,1.23,3.5,NO,,INT_31,,,
10,2130.27036526868,122.63216604408753,82.04897702869532,21.92407975398405,15.0,16.0,NO,114,155.93350715388874,147.4955608624931,121.66,1.07,147.4955608624931,121.66,1.07,120.96752828656636,94.49,1.19,3.5,NO,,INT_5,,,
