# Header FITS:
# Numero di falsi positivi esclusi sicuramente: 0
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T21:31:17.800
# DATE-END: 2025-01-20T21:31:18.859
# TSTART: 1737408677799.66
# TSTOP: 1737408678799.66
# DATE: 2025-01-20T21:31:20
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1712295157337
# DEC: 22.0149659604276
# EQUINOX: 2000.0
# CRVAL1: 84.1712295157337
# CRVAL2: 22.0149659604276
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.000778232803776279
# CD1_2: 0.00165255979738837
# CD2_1: -0.00165197267321645
# CD2_2: -0.000778008263877237
# A_ORDER: 2
# A_0_2: -3.61442170508651e-07
# A_1_1: 3.19211168391001e-07
# A_2_0: -1.71724269632072e-07
# B_ORDER: 2
# B_0_2: 5.08855779750458e-07
# B_1_1: -3.80771315674334e-07
# B_2_0: 3.44814856199894e-07
# AP_ORDER: 2
# AP_0_0: -7.9288520111002e-07
# AP_0_1: -7.66560924018676e-07
# AP_0_2: 3.61445765331863e-07
# AP_1_0: 4.98111421455587e-07
# AP_1_1: -3.19212281339616e-07
# AP_2_0: 1.7172428411485e-07
# BP_ORDER: 2
# BP_0_0: 9.88574560523148e-07
# BP_0_1: 1.08599168103495e-06
# BP_0_2: -5.08860258948529e-07
# BP_1_0: -7.25354247144396e-07
# BP_1_1: 3.80772751023774e-07
# BP_2_0: -3.44814830012049e-07
# NOME_FILE: 20250120_213117.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
# NOME_FILE: run_1_stelle_trovate_e_catalogate_immagine_010.csv
#
label,xcentroid,ycentroid,RA_centroid,DEC_centroid,area,max_value,saturazione,ripetizioni_run_1,kron_flux,kron_manuale_seg,media_kron_manuale_seg,std_kron_manuale_seg,kron_manuale_aper,media_kron_manuale_aper,std_kron_manuale_aper,somma_apertura_ultimo_pixel,media_somma_apertura_ultimo_pixel,std_somma_apertura_ultimo_pixel,raggio_kron_aper,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag,flusso_fisso_max_run,media_flusso_fisso_max_run,std_flusso_fisso_max_run,raggio_fisso_max_run
1,2862.678829337216,13.297944753112834,81.29227282543671,20.583017125978984,80.0,90.0,NO,103,1622.7813056888922,1570.664815270655,1668.65,7.07,1583.3033858062304,1692.11,7.91,1578.1642088243264,1719.69,9.63,5.879392328817929,SI (Rank 1),I/239/hip_main,25337.0,81.2932321018,20.5837266364,6.75,1606.19,1719.88,8.07,6.38
2,878.0017939425228,37.99843472877937,82.9525707407102,23.86004752345928,9.0,15.0,NO,37,93.307360215812,93.52607892014844,99.24,1.53,93.52607892014844,99.24,1.53,54.832419805327,63.41,1.85,3.5,NO,,INT_1,,,,93.53,99.24,1.53,3.5
3,1519.5025562631586,45.95592399911442,82.43515387233741,22.790244363502,6.0,11.0,NO,107,75.91916887648259,77.66684619957495,79.82,1.07,77.66684619957495,79.82,1.07,35.088318506725976,37.68,1.27,3.5,NO,,INT_2,,,,77.67,79.82,1.07,3.5
4,405.58815873760335,53.40068572153032,83.37788928480643,24.62991817498049,79.0,108.0,NO,39,1543.8149849679098,1475.1052840718523,1398.52,10.78,1478.0670478112047,1408.79,10.87,1475.7570875781366,1405.75,11.92,5.3028643742739785,SI (Rank 1),I/239/hip_main,26062.0,83.3781644015,24.6288114583,6.97,1508.26,1424.16,11.29,5.76
5,732.9990578292598,60.97943171877613,83.11565987461107,24.082586922165333,5.0,10.0,NO,27,73.13351448719077,73.516964096914,89.38,4.12,73.516964096914,90.81,5.44,24.52396343024992,35.98,3.80,3.5,NO,,INT_464,,,,73.52,90.81,5.44,3.5
6,560.98703032251,63.722112787074416,83.26535664541723,24.36508895962352,24.0,25.0,NO,49,260.3114502567918,251.9709013430464,276.23,2.39,251.9709013430464,276.96,2.39,233.72228616668303,254.03,2.00,3.5,NO,,INT_8,,,,251.97,276.96,2.39,3.5
7,2032.67414113002,64.30223049561633,82.04890412927972,21.924159063538813,13.0,20.0,NO,114,121.25455468654688,121.48138317109375,121.66,1.07,121.48138317109375,121.66,1.07,95.20352174948124,94.49,1.19,3.5,NO,,INT_5,,,,121.48,121.66,1.07,3.5
8,2469.2976147294494,67.74484392729465,81.7027448979936,21.19603153231821,14.0,18.0,NO,104,146.13275433625125,141.8816037698632,142.50,1.19,141.8816037698632,142.50,1.19,115.55814305972194,115.21,1.21,3.5,NO,,INT_4,,,,141.88,142.50,1.19,3.5
9,2293.827307138417,74.60769909061995,81.8560836692923,21.48246751614528,28.0,35.0,NO,93,318.2206062103801,304.9098240301753,313.52,1.79,305.15936948341914,314.85,1.86,287.1544968252358,297.13,1.75,3.6532736082323822,NO,,INT_6,,,,305.16,314.85,1.86,3.65
10,213.5767449496456,84.48076111143484,83.59746103733427,24.92319846044041,14.0,15.0,NO,36,133.98823300670227,122.68288875933612,139.93,2.89,122.68288875933612,140.64,3.08,92.76064203419288,103.62,3.11,3.5,NO,,INT_10,,,,122.68,140.64,3.08,3.5
11,2033.783700791168,88.45443107246187,82.09118294407841,21.90407091961257,14.0,24.0,NO,115,132.9995896012516,131.27868477763457,142.19,1.41,131.27868477763457,142.19,1.41,106.14004888021029,117.45,1.37,3.5,NO,,INT_9,,,,131.28,142.19,1.41,3.5
12,77.55351358575673,90.03956236471225,83.7236000890713,25.143370240164284,10.0,13.0,NO,34,113.4811646052458,108.36491922154607,104.93,1.47,108.36491922154607,104.93,1.47,65.66245684535056,57.37,2.51,3.5,NO,,INT_11,,,,108.36,104.93,1.47,3.5
13,1240.830928386721,102.87551023128798,82.76770690457617,23.209280451146547,23.0,38.0,NO,145,286.60449403820525,225.34291759316565,206.35,3.95,225.34291759316565,208.12,4.07,212.1571750006173,183.07,5.29,3.5,NO,,INT_450,,,,225.34,208.12,4.07,3.5
14,247.0595069550543,104.1912654474716,83.60486585873264,24.8527633279682,21.0,27.0,NO,57,242.9886315629332,196.1812291995234,239.64,3.10,196.1812291995234,241.55,3.18,167.8632215529708,204.52,2.57,3.5,NO,,INT_13,,,,196.18,241.55,3.18,3.5
15,1186.5180612905194,115.51131087074876,82.8355618292277,23.289693655760853,4.0,12.0,NO,55,67.6859621795333,69.16950647372927,71.70,1.00,69.16950647372927,71.70,1.00,15.892424168932212,27.28,1.19,3.5,NO,,INT_16,,,,69.17,71.70,1.00,3.5
16,1403.166559955156,116.15456694248049,82.65727875560928,22.92994907917729,8.0,15.0,NO,115,91.92396242212796,90.39449825324836,84.54,0.87,90.39449825324836,84.54,0.87,56.63303149303174,48.28,1.14,3.5,NO,,INT_15,,,,90.39,84.54,0.87,3.5
17,677.6669025477705,134.32919797726996,83.29513249468006,24.11798269295479,3.0,10.0,NO,31,52.29963875038538,58.1372478013098,73.04,1.53,58.1372478013098,73.04,1.53,15.177623066474627,20.09,1.66,3.5,NO,,INT_20,,,,58.14,73.04,1.52,3.5
18,2286.1183714005506,138.841392858648,81.97679917295645,21.446834456520744,22.0,23.0,NO,114,194.98304097947693,190.0866988010627,199.33,1.25,190.0866988010627,199.50,1.27,173.74962611117928,181.62,1.27,3.5,NO,,INT_17,,,,190.09,199.50,1.27,3.5
19,1907.896763762112,141.6491717144259,82.28876224961776,22.072894904044457,11.0,17.0,NO,89,110.237082797586,109.0434188688568,125.94,1.45,109.0434188688568,125.94,1.45,78.55895307316439,87.32,1.41,3.5,NO,,INT_18,,,,109.04,125.94,1.45,3.5
20,1412.181109019065,141.82979779420077,82.69602099171999,22.895454552687266,6.0,13.0,NO,115,75.46244395840432,76.53977179857296,92.01,0.84,76.53977179857296,92.01,0.84,40.51150958712478,59.50,0.93,3.5,NO,,INT_19,,,,76.54,92.01,0.84,3.5
21,2293.1473667770533,155.31165773007723,82.0004721355253,21.42272393360841,9.0,13.0,NO,81,95.16413122132953,95.48012766970552,99.80,1.39,95.48012766970552,99.80,1.39,64.57714709585944,67.95,1.64,3.5,NO,,INT_465,,,,95.48,99.81,1.39,3.5
22,1616.8575371857537,162.48331257887529,82.56442979332765,22.540184486449863,94.0,127.0,NO,115,1524.585154090267,1412.1590864674722,1493.85,5.77,1427.9913097968797,1517.37,6.09,1417.9392691846317,1486.86,5.59,5.990117877977884,NO,,INT_23,,,,1427.99,1517.37,6.09,5.99
23,111.07872054038587,173.78733143710787,83.84764077917784,25.02350219416054,36.0,30.0,NO,75,396.94016363630703,372.91964263008265,385.38,2.95,373.7939847620691,389.65,3.15,337.85657361553586,362.42,2.81,4.519646478820041,NO,,INT_26,,,,373.79,389.65,3.15,4.52
24,2123.495421671569,173.1135220421508,82.16957785755416,21.69104762009537,15.0,19.0,NO,115,135.97320088401915,132.70306140775142,150.11,1.41,132.70306140775142,150.11,1.41,112.33255729450724,124.32,1.30,3.5,NO,,INT_24,,,,132.7,150.11,1.41,3.5
25,2265.560010533127,187.6999747849292,82.0804821310931,21.44407663862956,31.0,42.0,NO,114,341.2223668080754,324.01062081881304,327.78,1.83,326.64823091579734,328.96,1.89,319.5210905719016,315.36,1.81,3.7498208189086015,NO,,INT_25,,,,326.65,328.96,1.89,3.75
26,1298.8353274813037,201.6652321552203,82.89753485194423,23.0377759507815,9.0,21.0,NO,115,94.3874390812504,94.0127649099258,106.40,0.87,94.0127649099258,106.40,0.87,64.98101620429331,78.55,0.90,3.5,NO,,INT_29,,,,94.01,106.40,0.87,3.5
27,2212.242424194985,206.67949116193108,82.15747699902231,21.51826857123285,37.0,49.0,NO,115,451.7004691941184,429.3328884813801,430.06,2.07,430.7739245900977,432.32,2.21,414.2657196380327,419.24,2.17,3.900511986832412,NO,,INT_28,,,,430.77,432.32,2.21,3.9
28,1998.310675228924,229.29064199038623,82.37172394762314,21.85633473200041,10.0,14.0,NO,115,108.32433776960748,107.05232762547982,108.48,0.98,107.05232762547982,108.48,0.98,74.82655819693761,80.25,0.95,3.5,NO,,INT_32,,,,107.05,108.48,0.98,3.5
29,1630.9703064500502,234.1259861753461,82.68133854977658,22.462253097967665,124.0,254.0,SI,115,3072.5665923185634,2880.2046070155684,2998.77,7.12,2921.6265349155187,3046.05,7.28,3056.8148509993885,3158.40,7.40,5.96021628941548,SI (Rank 1),I/239/hip_main,25806.0,82.6806152023,22.4622546563,6.29,2969.84,3096.53,6.83,6.34
30,1069.650046383594,231.7918114039693,83.14262326236471,23.394473425393723,17.0,30.0,NO,115,171.40773030957888,169.13384765578047,183.95,1.10,169.13384765578047,183.95,1.10,148.99409125889358,163.98,1.05,3.5,NO,,INT_35,,,,169.13,183.95,1.10,3.5
31,2776.019865193351,238.9880376858021,81.76119191862566,20.557587966826866,7.0,12.0,NO,30,86.081268727482,86.98953454150748,83.92,2.34,86.98953454150748,83.92,2.34,45.001370254384696,36.22,2.98,3.5,NO,,INT_33,,,,86.99,83.92,2.34,3.5
32,137.58345379739313,245.7853379006636,83.95610274697961,24.92416766797884,5.0,9.0,NO,72,85.21518100868074,83.35328710405147,97.99,1.29,83.35328710405147,97.99,1.29,35.40354040627564,47.69,1.68,3.5,NO,,INT_40,,,,83.35,97.99,1.29,3.5
33,1678.027962610361,248.9618591860296,82.66921141055181,22.3728908018148,25.0,42.0,NO,115,305.5167204926672,291.83400666803163,295.10,1.36,291.83400666803163,295.65,1.42,273.3706682528705,278.10,1.42,3.5,NO,,INT_37,,,,291.83,295.65,1.42,3.5
34,397.15112178987954,260.17115253110336,83.76080190035583,24.48478346238696,6.0,12.0,NO,69,78.66736349505929,78.41561349786885,81.99,1.22,78.41561349786885,81.99,1.22,32.26633986956377,32.92,1.52,3.5,NO,,INT_42,,,,78.42,81.99,1.22,3.5
35,2587.5023709832044,263.49338541451897,81.95571312036834,20.852163536066755,18.0,22.0,NO,66,186.43241026376657,176.53732568990768,178.85,1.79,176.53732568990768,178.86,1.79,155.12937370231134,156.31,1.88,3.5,NO,,INT_39,,,,176.54,178.86,1.79,3.5
