# Header FITS:
# Numero di falsi positivi esclusi sicuramente: 0
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T21:53:59.499
# DATE-END: 2025-01-20T21:54:00.559
# TSTART: 1737410039499.4
# TSTOP: 1737410040499.4
# DATE: 2025-01-20T21:54:03
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1713663035355
# DEC: 22.0155693427776
# EQUINOX: 2000.0
# CRVAL1: 84.1713663035355
# CRVAL2: 22.0155693427776
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.000987772581579468
# CD1_2: 0.00153595203271203
# CD2_1: -0.0015355493470234
# CD2_2: -0.000988154026958603
# A_ORDER: 2
# A_0_2: -3.80290547962914e-07
# A_1_1: 7.32078824790829e-09
# A_2_0: -2.0557435497425e-07
# B_ORDER: 2
# B_0_2: -1.25641549893926e-07
# B_1_1: -2.32833855237408e-07
# B_2_0: 2.03833963602655e-07
# AP_ORDER: 2
# AP_0_0: 1.28312858051297e-06
# AP_0_1: -7.32600655521073e-08
# AP_0_2: 3.80284896240351e-07
# AP_1_0: 2.50193564427234e-07
# AP_1_1: -7.32527827450561e-09
# AP_2_0: 2.05574049976099e-07
# BP_ORDER: 2
# BP_0_0: -4.41783480524075e-07
# BP_0_1: 1.23700483212582e-07
# BP_0_2: 1.25638326612598e-07
# BP_1_0: -2.21474228262512e-07
# BP_1_1: 2.32834458636967e-07
# BP_2_0: -2.03831559085103e-07
# NOME_FILE: 20250120_215359.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
# NOME_FILE: run_1_stelle_trovate_e_catalogate_immagine_077.csv
#
label,xcentroid,ycentroid,RA_centroid,DEC_centroid,area,max_value,saturazione,ripetizioni_run_1,kron_flux,kron_manuale_seg,media_kron_manuale_seg,std_kron_manuale_seg,kron_manuale_aper,media_kron_manuale_aper,std_kron_manuale_aper,somma_apertura_ultimo_pixel,media_somma_apertura_ultimo_pixel,std_somma_apertura_ultimo_pixel,raggio_kron_aper,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag
1,2155.671862952309,37.69012144109957,81.8794845828246,22.019528945755717,3.0,13.0,NO,1,67.1375568622219,70.23821530114144,143.29,5.39,70.23821530114144,143.83,5.49,15.440562331011268,110.34,5.77,3.5,NO,,INT_879,,,
2,1648.021057063767,52.52870465075558,82.43455026448974,22.790923727046927,8.0,15.0,NO,107,92.02290917920796,91.3355846583629,79.82,1.07,91.3355846583629,79.82,1.07,57.5531020052108,37.68,1.27,3.5,NO,,INT_2,,,
3,2875.896965235548,61.33936204762397,81.17762298384753,20.88020849886995,18.0,15.0,NO,63,179.24739953630944,162.77172109432766,117.56,5.37,163.76379954304687,118.18,5.45,129.46131922329897,84.32,5.90,3.632458620641941,NO,,INT_620,,,
4,1211.5227650233148,61.5067852539522,82.91080538204551,23.456488462158077,4.0,12.0,NO,1,69.11448377939826,70.1406278893732,216.22,5.16,70.1406278893732,217.33,5.23,13.9594995494326,186.97,6.36,3.5,NO,,INT_880,,,
5,2185.855055369869,74.47638758247308,81.90955925993497,21.937245486199384,215.0,254.0,SI,92,7490.181545046911,7173.658009050061,7343.89,13.67,7225.289650584829,7460.33,15.92,7523.568579654073,7810.47,18.48,7.446814780591781,SI (Rank 1),I/239/hip_main,25539.0,81.9086880855,21.9369652733,4.88
6,251.7284985828045,69.70643234202832,83.95574673362684,24.925273952792303,11.0,10.0,NO,12,112.66743740022346,107.1331107883205,100.30,7.69,107.1331107883205,100.30,7.69,70.86804235806217,52.17,9.90,3.5,NO,,INT_643,,,
7,1308.532662352893,78.4867852941697,82.83641953695911,23.290205312492883,4.0,14.0,NO,55,70.9090730916133,71.3782563864792,71.70,1.00,71.3782563864792,71.70,1.00,13.676675145493906,27.28,1.19,3.5,NO,,INT_16,,,
8,90.48422144523458,84.47711522267022,84.15630160283101,25.157840671758358,14.0,11.0,NO,51,142.26794076386255,126.09025591169308,110.79,2.30,126.09025591169308,110.82,2.30,88.15445357685688,67.47,2.82,3.5,NO,,INT_585,,,
9,687.809600958154,94.81306196040887,83.52672768060773,24.230801240412934,6.0,13.0,NO,62,83.66237176827761,81.49210747803954,79.13,1.09,81.49210747803954,79.13,1.09,36.15587959588446,25.21,1.23,3.5,NO,,INT_31,,,
10,2622.668014175097,104.67406864731431,81.50883766697028,21.23124730047515,3.0,11.0,NO,1,64.16393810345657,67.28073454826297,102.21,1.99,67.28073454826297,102.21,1.99,11.637413497605475,62.59,2.70,3.5,NO,,INT_881,,,
11,1523.7783676297122,107.45190396047822,82.65744368755738,22.929578668502,10.0,18.0,NO,115,103.41640709465204,98.58864949467022,84.54,0.87,98.58864949467022,84.54,0.87,66.0730807432705,48.28,1.14,3.5,NO,,INT_15,,,
