# Header FITS:
# Numero di falsi positivi esclusi sicuramente: 0
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T22:04:59.425
# DATE-END: 2025-01-20T22:05:00.484
# TSTART: 1737410699424.85
# TSTOP: 1737410700424.85
# DATE: 2025-01-20T22:05:02
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1724377767727
# DEC: 22.0178473498259
# EQUINOX: 2000.0
# CRVAL1: 84.1724377767727
# CRVAL2: 22.0178473498259
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.00115180860056975
# CD1_2: 0.00141686477966188
# CD2_1: -0.00141674922542376
# CD2_2: -0.00115197336283376
# A_ORDER: 2
# A_0_2: 1.86205647136826e-08
# A_1_1: -2.23108626206288e-07
# A_2_0: -1.08861024012583e-08
# B_ORDER: 2
# B_0_2: -4.50357240684243e-07
# B_1_1: -7.46505802530804e-08
# B_2_0: 2.1497277702742e-07
# AP_ORDER: 2
# AP_0_0: -9.07922815466626e-08
# AP_0_1: 1.26033612439485e-08
# AP_0_2: -1.8621600615127e-08
# AP_1_0: -1.68620761511529e-08
# AP_1_1: 2.2310635687856e-07
# AP_2_0: 1.08872795852173e-08
# BP_ORDER: 2
# BP_0_0: 4.09667065840817e-07
# BP_0_1: 3.33090768503765e-08
# BP_0_2: 4.50349039287715e-07
# BP_1_0: 1.54687440180592e-08
# BP_1_1: 7.46545745859857e-08
# BP_2_0: -2.1497059746271e-07
# NOME_FILE: 20250120_220459.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
# NOME_FILE: run_1_stelle_trovate_e_catalogate_immagine_109.csv
#
label,xcentroid,ycentroid,RA_centroid,DEC_centroid,area,max_value,saturazione,ripetizioni_run_1,kron_flux,kron_manuale_seg,media_kron_manuale_seg,std_kron_manuale_seg,kron_manuale_aper,media_kron_manuale_aper,std_kron_manuale_aper,somma_apertura_ultimo_pixel,media_somma_apertura_ultimo_pixel,std_somma_apertura_ultimo_pixel,raggio_kron_aper,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag,flusso_fisso_max_run,media_flusso_fisso_max_run,std_flusso_fisso_max_run,raggio_fisso_max_run
1,429.41178624650894,8.67326905753476,83.99235623202068,24.74987434013591,28.0,28.0,NO,17,253.6999307431261,247.27275428553952,195.12,19.18,247.4442192061304,195.90,19.34,234.2036450037141,166.52,20.95,3.742558970663896,NO,,INT_684,,,,247.44,195.90,19.34,3.74
2,796.7419809288734,7.001299075972531,83.52652779522047,24.231109353000704,4.0,14.0,NO,62,70.95357621929077,71.15501849044978,79.13,1.09,71.15501849044978,79.13,1.09,24.99809781578565,25.21,1.23,3.5,NO,,INT_31,,,,71.16,79.13,1.09,3.5
3,614.6795266092427,10.320691343125716,83.76084314747128,24.485602499894075,3.0,10.0,NO,19,60.64788737101399,65.10944786222402,79.94,2.40,65.10944786222402,79.94,2.40,13.82202595486472,28.02,2.76,3.5,NO,,INT_593,,,,65.11,79.94,2.40,3.5
4,1857.978939986624,18.49888294847508,82.22651042992287,22.70467736478832,6.0,16.0,NO,14,76.47529870697389,78.73237103267643,109.49,6.18,78.73237103267643,109.49,6.18,37.06959858169274,79.64,9.33,3.5,NO,,INT_699,,,,78.73,109.49,6.18,3.5
5,2083.486208203627,20.492159168898286,81.95347265225823,22.37942037646657,4.0,10.0,NO,17,62.1185403858256,63.52893729108739,291.47,43.90,63.52893729108739,292.79,44.17,13.073152206857108,270.28,48.28,3.5,NO,,INT_692,,,,63.53,292.79,44.17,3.5
6,2490.021360788464,29.38714355085407,81.47292799557567,21.786112127980687,28.0,39.0,NO,17,327.56094817732867,319.64105609483954,207.18,27.56,321.003205287092,207.65,27.67,299.6609633792588,183.38,29.60,3.8685563869124113,NO,,INT_695,,,,321.0,207.65,27.67,3.87
7,553.9011360687826,43.24304071504593,83.88889386319657,24.53393880486907,19.0,23.0,NO,1,181.24659055513644,172.3737066273635,74.71,3.34,172.3737066273635,74.71,3.34,147.70152833397103,30.23,4.09,3.5,NO,,INT_969,,,,172.37,74.71,3.34,3.5
8,2306.7916698840104,49.35838201287305,81.72607417891408,22.026593953841328,12.0,18.0,NO,27,115.04746286052251,114.89445087131116,287.16,53.82,114.89445087131116,289.61,54.68,91.26657462985534,260.22,54.22,3.5,NO,,INT_683,,,,114.89,289.61,54.68,3.5
9,231.8312747025153,54.82647187997733,84.31507773646179,24.976010870573013,6.0,10.0,NO,29,86.88730515641564,84.79004110785559,449.40,15.46,84.79004110785559,451.93,15.58,31.06117030175816,441.62,17.10,3.5,NO,,INT_679,,,,84.79,451.93,15.58,3.5
10,1471.483737987625,60.18317438692494,82.7677437428425,23.20975563661058,25.0,32.0,NO,145,277.77701929479827,231.01363805794085,206.35,3.95,231.01363805794085,208.12,4.07,219.32340659101985,183.07,5.29,3.5,NO,,INT_450,,,,231.01,208.12,4.07,3.5
11,1755.8164086827808,71.19064549921403,82.43381963095287,22.791057895211804,6.0,13.0,NO,107,65.57629376413881,67.9892105477992,79.82,1.07,67.9892105477992,79.82,1.07,40.21078489851741,37.68,1.27,3.5,NO,,INT_2,,,,67.99,79.82,1.07,3.5
12,696.4290678585082,78.61194143096218,83.76429079646992,24.291371314101493,83.0,178.0,NO,115,1804.321459758408,1714.8999489122184,1748.42,5.28,1731.31362408973,1766.36,5.73,1768.9377127076737,1791.64,6.72,5.372883407931886,SI (Rank 1),I/239/hip_main,26201.0,83.7648740231,24.2907687512,6.82,1773.48,1797.70,5.52,6.01
13,505.29523427491137,98.043372971003,84.0357444155269,24.53978755278329,7.0,14.0,NO,23,79.01594840139923,80.82519154221791,643.76,53.29,80.82519154221791,655.74,54.48,46.54536150954324,607.49,53.83,3.5,NO,,INT_681,,,,80.83,655.74,54.48,3.5
14,1626.26106295721,111.97846829310627,82.65677114666875,22.9298402765334,7.0,17.0,NO,115,71.72256893766142,73.3145021347762,84.54,0.87,73.3145021347762,84.54,0.87,46.53272645864238,48.28,1.14,3.5,NO,,INT_15,,,,73.31,84.54,0.87,3.5
15,532.45190390761,117.37241822048478,84.03152996097246,24.479135442322463,26.0,33.0,NO,115,259.607499661431,251.16235722976532,250.32,1.77,251.16235722976532,251.13,1.86,233.4438690986632,225.54,1.62,3.5118147494225145,NO,,INT_71,,,,251.16,251.12,1.86,3.51
16,2959.796984461432,119.35923485833544,81.04596658318465,21.00988096475307,10.0,11.0,NO,24,117.2921534754466,112.07002779918253,125.70,4.15,112.07002779918253,125.93,4.19,70.87054354189853,90.90,5.40,3.5,NO,,INT_688,,,,112.07,125.93,4.19,3.5
17,328.04701294229113,133.70713659382764,84.31587026614567,24.74929697691179,7.0,13.0,NO,65,83.20814875949065,81.9309971799668,82.73,1.28,81.9309971799668,82.73,1.28,43.224466677708726,24.93,1.55,3.5,NO,,INT_86,,,,81.93,82.73,1.28,3.5
18,1628.6869270757595,139.01478396894714,82.69569928458135,22.89561589261276,7.0,17.0,NO,115,81.94964942241948,84.51310487205755,92.01,0.84,84.51310487205755,92.01,0.84,51.96084772839976,59.50,0.93,3.5,NO,,INT_19,,,,84.51,92.01,0.84,3.5
19,1274.473659436646,144.08400364208327,83.14257541288848,23.39496685082137,17.0,24.0,NO,115,179.98904999211334,178.5292533711219,183.95,1.10,178.5292533711219,183.95,1.10,163.3066763978174,163.98,1.05,3.5,NO,,INT_35,,,,178.53,183.95,1.10,3.5
20,2287.9933985308294,152.88167669084555,81.90899549099287,21.936589220556247,202.0,254.0,SI,92,7287.915300420702,6993.018406198542,7343.89,13.67,7040.255021388399,7460.33,15.92,7303.168198693607,7810.47,18.48,7.29787754857681,SI (Rank 1),I/239/hip_main,25539.0,81.9086880855,21.9369652733,4.88,7092.52,7552.23,16.41,7.54
21,1503.9656396258167,169.80200101335376,82.89763571560887,23.038542664744515,10.0,25.0,NO,115,96.6595168260439,98.9042161274961,106.40,0.87,98.9042161274961,106.40,0.87,82.43062668150422,78.55,0.90,3.5,NO,,INT_29,,,,98.9,106.40,0.87,3.5
