# Header FITS:
# Numero di falsi positivi esclusi sicuramente: 0
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T21:55:00.060
# DATE-END: 2025-01-20T21:55:01.124
# TSTART: 1737410100059.57
# TSTOP: 1737410101059.57
# DATE: 2025-01-20T21:55:03
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1709552873653
# DEC: 22.0163017643502
# EQUINOX: 2000.0
# CRVAL1: 84.1709552873653
# CRVAL2: 22.0163017643502
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.00100104143621098
# CD1_2: 0.00152738697828269
# CD2_1: -0.00152727042768596
# CD2_2: -0.00100116710011575
# A_ORDER: 2
# A_0_2: 4.24676782104528e-08
# A_1_1: 2.03421020916132e-07
# A_2_0: -2.371700879487e-07
# B_ORDER: 2
# B_0_2: -4.73788144347426e-08
# B_1_1: -3.06027534943615e-07
# B_2_0: 3.93493194184177e-07
# AP_ORDER: 2
# AP_0_0: 1.02521092048372e-06
# AP_0_1: -1.41255817000278e-07
# AP_0_2: -4.24679796252179e-08
# AP_1_0: 2.8243551764054e-07
# AP_1_1: -2.03417847199546e-07
# AP_2_0: 2.37167182700662e-07
# BP_ORDER: 2
# BP_0_0: -1.57623172742187e-06
# BP_0_1: 2.34690663435908e-07
# BP_0_2: 4.73794195995207e-08
# BP_1_0: -4.53463500690565e-07
# BP_1_1: 3.06022437253108e-07
# BP_2_0: -3.93488680734582e-07
# NOME_FILE: 20250120_215459.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
# NOME_FILE: run_1_stelle_trovate_e_catalogate_immagine_080.csv
#
label,xcentroid,ycentroid,RA_centroid,DEC_centroid,area,max_value,saturazione,ripetizioni_run_1,kron_flux,kron_manuale_seg,media_kron_manuale_seg,std_kron_manuale_seg,kron_manuale_aper,media_kron_manuale_aper,std_kron_manuale_aper,somma_apertura_ultimo_pixel,media_somma_apertura_ultimo_pixel,std_somma_apertura_ultimo_pixel,raggio_kron_aper,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag,flusso_fisso_max_run,media_flusso_fisso_max_run,std_flusso_fisso_max_run,raggio_fisso_max_run
1,1656.476201033613,53.50793433593544,82.43370706366116,22.7906602905025,4.0,10.0,NO,107,60.24702337586213,61.13142120975964,79.82,1.07,61.13142120975964,79.82,1.07,15.029054473745262,37.68,1.27,3.5,NO,,INT_2,,,,61.13,79.82,1.07,3.5
2,259.5125678183596,58.53087781058144,83.95553534886913,24.92591458264514,4.0,8.0,NO,12,81.80044503952163,79.47636163595533,100.30,7.69,79.47636163595533,100.30,7.69,11.488287946079565,52.17,9.90,3.5,NO,,INT_643,,,,79.48,100.30,7.69,3.5
3,1372.369056366707,71.21511691717022,82.76693997070997,23.209889918748893,20.0,39.0,NO,145,216.4192471589886,212.14825218470847,206.35,3.95,212.14825218470847,208.12,4.07,196.3143253469749,183.07,5.29,3.5,NO,,INT_450,,,,212.15,208.12,4.07,3.5
4,1367.501623777286,70.51746790004604,82.77099576465321,23.218052864675347,4.0,12.0,NO,22,62.09832265980207,74.24823674943649,86.50,2.03,74.24823674943649,86.50,2.03,17.926434566950206,33.89,2.27,3.5,NO,,INT_654,,,,74.25,86.50,2.03,3.5
5,98.84949365498125,72.28329843594415,84.15606953927076,25.15701679278445,7.0,10.0,NO,51,90.651136200265,88.5045862283275,110.79,2.30,88.5045862283275,110.82,2.30,44.257541086810974,67.47,2.82,3.5,NO,,INT_585,,,,88.5,110.82,2.30,3.5
6,2883.802563397925,72.66429668334612,81.1777748496017,20.88050583979328,13.0,14.0,NO,63,132.17859553237184,129.50633258780712,117.56,5.37,129.50633258780712,118.18,5.45,100.6244938030713,84.32,5.90,3.5,NO,,INT_620,,,,129.51,118.18,5.45,3.5
7,2193.942749305712,80.12517845819265,81.90923642529535,21.937124563714622,199.0,254.0,SI,92,7139.905811525421,6846.615790613033,7343.89,13.67,6903.4867967089485,7460.33,15.92,7190.739617712835,7810.47,18.48,7.236428711927722,SI (Rank 1),I/239/hip_main,25539.0,81.9086880855,21.9369652733,4.88,6962.48,7552.23,16.41,7.54
8,1316.686986430418,76.67334166877711,82.83583445793306,23.290010677039145,3.0,13.0,NO,55,55.77753753460354,57.07308650191296,71.70,1.00,57.07308650191296,71.70,1.00,16.31985070590305,27.28,1.19,3.5,NO,,INT_16,,,,57.07,71.70,1.00,3.5
9,1531.598656451101,107.23019168625608,82.65655824826567,22.92979409115381,5.0,17.0,NO,115,70.71804167504698,72.0,84.54,0.87,72.0,84.54,0.87,44.87251598599308,48.28,1.14,3.5,NO,,INT_15,,,,72.0,84.54,0.87,3.5
10,2688.3361169435234,123.51232183301516,81.46430746672897,21.13261639611129,28.0,24.0,NO,87,270.0798930656603,266.3184409146623,220.67,8.31,266.7072648044239,221.59,8.37,253.8285257891177,194.42,9.75,4.194747780249118,NO,,INT_577,,,,266.71,221.59,8.37,4.19
