ID,Mag_Integrata,Mag_Brightest,label,Corrispondenza,saturazione,count_kron_flux,media_kron_flux,std_kron_flux,count_kron_fluxerr,media_kron_fluxerr,std_kron_fluxerr,count_kron_manuale_seg,media_kron_manuale_seg,std_kron_manuale_seg,count_kron_manuale_aper,media_kron_manuale_aper,std_kron_manuale_aper,count_raggio_kron_aper,media_raggio_kron_aper,std_raggio_kron_aper,count_somma_apertura_ultimo_pixel,media_somma_apertura_ultimo_pixel,std_somma_apertura_ultimo_pixel,count_flusso_fisso_max_run,media_flusso_fisso_max_run,std_flusso_fisso_max_run,count_raggio_fisso_max_run,media_raggio_fisso_max_run,std_raggio_fisso_max_run
1.3402082169762888e+17,9.680422948962347,10.819,31,SI (Rank 1),NO,115,155.31495934259678,22.848317250186884,0,,,115,147.7340446007829,14.399861602734138,115,147.7340446007829,14.399861602734138,115,3.5,0.0,115,122.3906992880742,13.550416664910252,115,147.7341739130435,14.399934087483697,115,3.5,0.0
1.3607083143683411e+17,8.177236991969577,8.9559,32,SI (Rank 1),NO,115,182.99363232211044,16.90391335249159,0,,,115,177.16624221814283,12.572633264098748,115,177.16624221814283,12.572633264098748,115,3.5,0.0,115,157.8605302910124,11.915563018952957,115,177.16617391304348,12.572905607220843,115,3.5,0.0
1.337308208062528e+17,8.097389892017189,8.751,33,SI (Rank 1),NO,115,348.8718634123401,28.043249316585644,0,,,115,328.1297561982925,19.834382427864686,115,329.3422743657582,20.479356758956754,115,3.6915231498035794,0.14459478015704008,115,315.7329802723951,19.667112049351005,115,334.6406956521739,18.89352152596684,115,3.95,0.0
1.3818084158028554e+17,13.42019937559973,14.1266,34,SI (Rank 1),NO,41,125.98024909737943,13.937832306906667,0,,,41,117.01052297928534,10.008333660214486,41,117.03786474139389,10.048107695046518,41,3.501562477990838,0.010004740693588069,41,72.74426038498567,14.216680304194435,41,117.01073170731706,10.00887216179823,41,3.5,0.0
1.3382082157499165e+17,8.91022351128277,8.989,35,SI (Rank 1),NO,115,455.5990189417655,32.60491724214433,0,,,115,427.329126375019,23.89185515870832,115,428.81586932063306,24.642123487572377,115,3.8020836383649432,0.1565005857571014,115,415.31308478153414,23.767671400004787,115,435.6090434782609,21.81077497975235,115,4.05,0.0
25806.0,6.281831764577338,6.29,36,SI (Rank 1),SI,115,3141.2906778494767,117.42831697225712,0,,,115,2956.991587846271,97.23778130710765,115,2982.590105222898,103.17529892098331,115,5.949452174554516,0.25397825439800714,115,3089.0681947444164,117.0802997929116,115,3031.604086956522,83.32775964759341,115,6.34,0.0
1.3422082371900698e+17,9.629995700479709,9.7843,37,SI (Rank 1),NO,115,108.38649934579487,13.771491466606905,0,,,115,106.91275427323092,11.031563520362653,115,106.91275427323092,11.031563520362653,115,3.5,0.0,115,78.95497359612745,11.988732547296015,115,106.91269565217391,11.03143859188636,115,3.5,0.0
1.376908399360085e+17,9.82418189631957,9.8866,38,SI (Rank 1),NO,111,277.0038863510035,24.530694833374017,0,,,111,262.8010768930657,17.426303476711734,111,263.64391548424584,17.841361622085174,111,3.849596581551684,0.14246525654567807,111,242.92275447403608,16.163214269147915,111,267.20063063063066,16.721286285846418,111,4.12,0.0
1.348408266956181e+17,8.890132871794211,9.576,39,SI (Rank 1),NO,115,317.43028086807266,27.832588032169326,0,,,115,297.16592962651754,17.156054575812405,115,297.49822565823183,17.51796518897028,115,3.5365013295328818,0.07158864738506673,115,280.8640944578158,17.262589763115727,115,301.1189565217391,17.07133076210875,115,3.7,0.0
1.3743083890257946e+17,8.434347848122083,9.3141,40,SI (Rank 1),NO,115,183.57391060060155,20.426840570540325,0,,,115,174.87276573427712,14.427548721047156,115,174.95659299001417,14.571716510681657,115,3.5091508111684737,0.03518008940799561,115,149.54786200830725,14.9914359244452,115,175.48678260869565,14.4582149627285,115,3.5600000000000005,0.0
26201.0,6.269631799726954,6.82,41,SI (Rank 1),NO,115,1889.035772175341,77.6135263057582,0,,,115,1771.0861878770565,60.137237831413465,115,1789.9563648402932,64.92724568414785,115,5.631480373953911,0.24854868271827701,115,1827.2316087023185,70.87541626734826,115,1820.913652173913,51.63809978787471,115,6.01,0.0
1.3266081761820944e+17,9.418052304800849,9.711,42,SI (Rank 1),NO,108,87.57948973812074,15.454179088615355,0,,,108,86.0683875600265,12.09780531859649,108,86.0683875600265,12.09780531859649,108,3.5,0.0,108,38.09059607569639,15.214674723053177,108,86.06814814814815,12.098022248821792,108,3.5,0.0
1.3552083085876317e+17,10.360619252073679,10.4469,43,SI (Rank 1),NO,115,155.3902640794814,19.33625870171204,0,,,115,149.16577182578902,12.54210802820782,115,149.16577182578902,12.54210802820782,115,3.5,0.0,115,127.45799595868026,12.387896028713834,115,149.16547826086955,12.542243793457507,115,3.5,0.0
1.3302081956552269e+17,9.264096951312984,9.784,44,SI (Rank 1),NO,115,186.26447243229234,19.859671302342694,0,,,115,178.6414044295721,14.305719595207231,115,178.67266063524244,14.35424733236029,115,3.502786728418042,0.01872281082549886,115,155.82743098882926,14.931772720411146,115,178.63478260869564,14.281374285670633,115,3.5,0.0
1.3387082341375728e+17,10.152417539518115,10.571,45,SI (Rank 1),NO,115,106.3193225573568,30.571106041860528,0,,,115,93.14251743445118,14.351583381865886,115,93.40179165396242,15.843397667899211,115,3.5173415916204407,0.18596785203891217,115,56.06733046398422,16.57760354600235,115,92.88939130434782,13.300760385001375,115,3.5,0.0
1.3282081877283635e+17,10.044118290250772,10.4762,46,SI (Rank 1),NO,115,115.7948209407624,16.264155507267937,0,,,115,112.27521449051494,12.808918914094013,115,112.27521449051494,12.808918914094013,115,3.5,0.0,115,79.1578366419395,14.79900468239202,115,112.27573913043477,12.80853553545171,115,3.5,0.0
1.3380082329013134e+17,11.514300000000002,11.5143,47,SI (Rank 1),NO,115,84.92660189701492,13.227902291687228,0,,,115,84.39922141513867,10.01791325603234,115,84.39922141513867,10.01791325603234,115,3.5,0.0,115,48.22435779097675,12.201750796529566,115,84.39895652173912,10.018080004261163,115,3.5,0.0
1.3600083348443443e+17,10.477387996544266,11.0268,48,SI (Rank 1),NO,96,67.62024862427918,8.973275388700642,0,,,96,69.09542777706231,7.504153768007928,96,69.09542777706231,7.504153768007928,96,3.5,0.0,96,27.864003915887178,11.086345898560344,96,69.095,7.504281304344663,96,3.5,0.0
1.3744084037565789e+17,10.691614474683512,10.857,49,SI (Rank 1),NO,115,106.4802156788337,18.68318924595182,0,,,115,101.2625878561241,13.093414128541232,115,101.2625878561241,13.093414128541232,115,3.5,0.0,115,58.803282234048964,15.000799215715569,115,101.26252173913043,13.093747392478281,115,3.5,0.0
1.3370082299416166e+17,12.041000000000002,12.041,50,SI (Rank 1),NO,21,68.56706964759817,7.690970465439053,0,,,21,70.46654154680229,5.38484606453667,21,70.46654154680229,5.38484606453667,21,3.5,0.0,21,18.026896951578976,8.115165664428732,21,70.46619047619048,5.3850881851558166,21,3.5,0.0
1.3587083298244334e+17,9.633401231087786,10.222,51,SI (Rank 1),NO,115,91.65200990340307,13.851527925119932,0,,,115,91.21544705428188,10.618473342752267,115,91.21544705428188,10.618473342752267,115,3.5,0.0,115,61.82408875650767,11.090106227924311,115,91.21556521739132,10.618653744856994,115,3.5,0.0
1.357708327239713e+17,7.671501718462195,8.793,52,SI (Rank 1),NO,115,819.6734967967863,50.422079888741216,0,,,115,755.5021236736432,34.71959544336956,115,763.6132325563837,37.20229878553186,115,4.364953976095135,0.20736767911964418,115,763.1818233781859,37.83447278506658,115,778.9497391304348,30.016185384206793,115,4.69,0.0
1.3450082685976344e+17,8.791868283520799,9.6256,53,SI (Rank 1),NO,115,118.20032222662958,14.492599054369164,0,,,115,115.93600409766417,11.688029528941618,115,115.93600409766417,11.688029528941618,115,3.5,0.0,115,89.53397685853372,12.32990642921979,115,115.9355652173913,11.688233413806445,115,3.5,0.0
1.3315082072755158e+17,9.212895282818236,9.633,54,SI (Rank 1),NO,115,100.76228156915592,14.683879816773349,0,,,115,99.22823538210274,11.649684082372081,115,99.22823538210274,11.649684082372081,115,3.5,0.0,115,63.94016587302756,13.7941562779002,115,99.22765217391304,11.649681896902102,115,3.5,0.0
1.379608431618591e+17,9.056940778263359,9.8265,55,SI (Rank 1),NO,111,95.48128693249774,14.674312673971748,0,,,111,92.3244081208666,10.607526244451508,111,92.3244081208666,10.607526244451508,111,3.5,0.0,111,43.24878997953309,14.074031678921454,111,92.32423423423423,10.607592182407462,111,3.5,0.0
1.3737084032580448e+17,8.69110951908208,9.795,56,SI (Rank 1),NO,115,267.899714799521,27.96366096455135,0,,,115,245.69642899427632,16.79749132740703,115,246.24292776104787,17.34052884851467,115,3.6203996029377574,0.13069636411159166,115,222.0128929836819,16.688218257301997,115,250.56208695652174,16.258140389962833,115,3.85,0.0
1.3601083389881122e+17,7.919223676686931,8.484,57,SI (Rank 1),NO,115,316.94470682120226,23.927098542287112,0,,,115,298.82039111414747,15.312677776285776,115,299.2783575888488,16.049261981373515,115,3.522419250341004,0.06471571878734507,115,287.7693047695823,16.831551296437503,115,302.0582608695652,15.699232926890206,115,3.67,0.0
1.3426082608779798e+17,10.954841513588512,11.6968,58,SI (Rank 1),NO,115,91.97425522421658,17.196583642636416,0,,,115,88.91203845921584,11.022487937503415,115,88.91203845921584,11.022487937503415,115,3.5,0.0,115,47.21275137796702,13.179826955537846,115,88.91217391304347,11.02254720956244,115,3.5,0.0
1.3686083825506264e+17,9.52432879850704,9.8575,59,SI (Rank 1),NO,115,150.35175227887248,21.720969469443663,0,,,115,141.48439453096796,13.246672975925913,115,141.48439453096796,13.246672975925913,115,3.5,0.0,115,113.54880424104985,12.777078286527829,115,141.48452173913043,13.246309333299987,115,3.5,0.0
1.3608083459426845e+17,10.379820044735995,10.548,60,SI (Rank 1),NO,115,98.35286168042437,14.512416814856401,0,,,115,97.32274162708,10.746911016378967,115,97.32274162708,10.746911016378967,115,3.5,0.0,115,67.92642768802048,11.05910198597431,115,97.32269565217392,10.74630726634504,115,3.5,0.0
1.3357082314710909e+17,6.916647615474794,7.6522,61,SI (Rank 1),NO,115,563.9733913186399,32.364747630691106,0,,,115,533.7769804535403,23.90867423468073,115,535.9855215567195,24.8644738389339,115,3.9864931141472817,0.1430859370294217,115,527.5225945721228,23.85947607121948,115,543.1061739130434,21.84577905284292,115,4.23,0.0
,,,62,NO,NO,1,111.31588092126152,,1,,,1,110.6542949926578,,1,110.6542949926578,,1,3.5,,1,85.70313446410191,,1,,,1,,
26248.0,5.367804792810061,5.37,63,SI (Rank 1),SI,115,5505.063104673614,133.1280068354273,0,,,115,5232.1620896076365,118.18410652177442,115,5302.46774779576,127.4219439339191,115,7.3208941122459645,0.2701209712799364,115,5569.46117121932,146.43586468845427,115,5359.273565217391,103.63577145415114,115,7.69,0.0
1.3509083061423726e+17,10.974619408839818,11.0311,64,SI (Rank 1),NO,115,83.28581259603509,12.672666562314559,0,,,115,83.40825230281571,10.139080650056133,115,83.40825230281571,10.139080650056133,115,3.5,0.0,115,48.20531763345048,12.782101698904524,115,83.40826086956523,10.139228080662791,115,3.5,0.0
1.3462082847503603e+17,8.092917215332848,8.9082,65,SI (Rank 1),NO,115,244.30426171444577,24.104519517323865,0,,,115,229.9343157577855,14.56136589335763,115,230.03095980177096,14.746376759256218,115,3.5071776668776793,0.0394391511496089,115,213.41955638043444,15.012072576039918,115,230.02260869565217,14.479272365099382,115,3.51,0.0
1.3580083402025507e+17,11.205820033621347,11.5386,66,SI (Rank 1),NO,114,77.51969653126757,12.38089979224145,0,,,114,78.25625904727818,10.542326755361922,114,78.25625904727818,10.542326755361922,114,3.5,0.0,114,43.10518546801095,15.113385442457174,114,78.2557894736842,10.542490922829447,114,3.5,0.0
1.376908431760689e+17,10.669267234008885,11.2659,67,SI (Rank 1),NO,81,81.9578570253703,13.220051754145295,0,,,81,80.2450762161222,8.97446919983083,81,80.2450762161222,8.97446919983083,81,3.5,0.0,81,22.82635472395701,11.664345383186077,81,80.24493827160494,8.97446546088635,81,3.5,0.0
1.3724084117320274e+17,9.3537156951244,9.3889,68,SI (Rank 1),NO,115,948.0746108680144,72.30250889771087,0,,,115,843.013260714372,41.779763715384114,115,857.63280583065,51.69005197236508,115,5.262613056378396,0.4202002119580165,115,839.2045636110115,55.80843982529386,115,877.3924347826087,35.32280053845506,115,5.67,0.0
,,,69,NO,NO,1,253.06100385889937,,1,,,1,237.46251126628252,,1,237.46251126628252,,1,3.5,,1,217.17895070503107,,1,,,1,,
1.355408332917899e+17,8.064079158798611,8.0969,70,SI (Rank 1),NO,115,412.5813190109396,30.744775789119565,0,,,115,385.12769713480463,21.051441758725794,115,387.0454294309931,22.307800854752543,115,3.6179560816371787,0.1287205688906304,115,380.1110331249786,22.391182684500993,115,393.74539130434783,20.7638585843395,115,3.88,0.0
1.3480082985878258e+17,14.177200000000001,14.1772,71,SI (Rank 1),NO,98,72.49978583095354,11.71153345744649,0,,,98,73.18512076664236,9.314433162620068,98,73.18512076664236,9.314433162620068,98,3.5,0.0,98,30.38403464165446,13.33639304885758,98,73.185,9.314430800323802,98,3.5,0.0
1.3365082532325654e+17,8.015905003164772,8.6724,72,SI (Rank 1),NO,115,363.5187622065669,41.625079671400805,0,,,115,326.4277172944307,21.23128264721962,115,328.910971053388,23.161346427277717,115,3.7139597562991256,0.22472829636874328,115,318.96493416594404,22.95035115542342,115,338.1566956521739,20.949829573553718,115,4.15,0.0
1.3305082260493624e+17,9.158777729772114,9.984,73,SI (Rank 1),NO,115,84.67140430952979,13.461596335525531,0,,,115,83.85613964990694,11.177761717472961,115,83.85613964990694,11.177761717472961,115,3.5,0.0,115,44.877011565225764,15.473881946083374,115,83.85565217391304,11.178007003921143,115,3.5,0.0
1.3364082542315722e+17,10.7036,10.7036,74,SI (Rank 1),NO,115,118.54665175021397,28.723340778886207,0,,,115,108.94060654593842,14.7074084710272,115,108.94060654593842,14.7074084710272,115,3.5,0.0,115,66.46146773080139,13.45162920710537,115,108.94095652173912,14.707238936905046,115,3.5,0.0
1.3529083301263682e+17,11.947293422444847,12.3973,75,SI (Rank 1),NO,47,66.23855286601894,9.238195450119722,0,,,47,68.35488689543755,7.006094586707954,47,68.35488689543755,7.006094586707954,47,3.5,0.0,47,21.5280308515709,9.177681313227833,47,68.35531914893616,7.00633559593645,47,3.5,0.0
1.3700084111052312e+17,11.347100003371793,11.5644,76,SI (Rank 1),NO,115,116.50022629059139,17.47346887326417,0,,,115,112.62661677028979,11.984075841308803,115,112.62661677028979,11.984075841308803,115,3.5,0.0,115,80.36500707821683,12.978601210563857,115,112.62652173913042,11.983762409184626,115,3.5,0.0
1.3406082752560056e+17,9.629210127670113,10.354,77,SI (Rank 1),NO,115,84.44707609041427,13.295155442646474,0,,,115,84.68529924577508,10.654275926153952,115,84.68529924577508,10.654275926153952,115,3.5,0.0,115,52.8231562775644,11.644637479454891,115,84.68513043478262,10.654428069250724,115,3.5,0.0
1.367108400343378e+17,9.022748056311297,9.777,78,SI (Rank 1),NO,115,106.6981866407572,14.441137241930818,0,,,115,104.95276997076452,10.57465032798485,115,104.95276997076452,10.57465032798485,115,3.5,0.0,115,76.62974375686571,11.782906397468649,115,104.95278260869566,10.574465234525396,115,3.5,0.0
1.3381082687557853e+17,12.924600000000002,12.9246,79,SI (Rank 1),NO,99,72.48822896524162,11.580730117133745,0,,,99,73.57457219970587,9.777315250483017,99,73.57457219970587,9.777315250483017,99,3.5,0.0,99,34.702124930140116,13.45063497276006,99,73.57505050505051,9.777026422214908,99,3.5,0.0
1.3395082757489064e+17,10.358991489433391,10.979,80,SI (Rank 1),NO,115,91.96773060464166,13.887079873516912,0,,,115,91.35909705308366,10.146137276387282,115,91.35909705308366,10.146137276387282,115,3.5,0.0,115,59.780876148567046,10.957514207700884,115,91.35895652173913,10.146292328945037,115,3.5,0.0
1.3621083832965645e+17,8.434169556673625,9.1493,81,SI (Rank 1),NO,115,221.20030189097903,17.666804303417834,0,,,115,213.81786758997876,12.961278577377414,115,213.81786758997876,12.961278577377414,115,3.5,0.0,115,195.64209085881484,12.86814268079267,115,213.81756521739132,12.96132841844188,115,3.5,0.0
1.3504083296313026e+17,11.121407047966326,11.8596,82,SI (Rank 1),NO,115,103.96422585682319,21.073032476878446,0,,,115,98.8398503228858,13.344106029048488,115,98.8398503228858,13.344106029048488,115,3.5,0.0,115,61.62480059874244,14.008519271421715,115,98.83973913043478,13.344207065691531,115,3.5,0.0
1.3708084288923306e+17,10.003900000000002,10.0039,83,SI (Rank 1),NO,115,215.21625298483505,22.62229090369826,0,,,115,201.06794841050774,13.86894664981933,115,201.1163956068265,13.96421033531159,115,3.512443146206615,0.06705209812276064,115,175.9381963167211,14.40852491405795,115,201.02808695652175,13.51843354205539,115,3.51,0.0
1.3614083842765514e+17,14.0313,14.0313,84,SI (Rank 1),NO,115,90.75884132658436,13.999380723907633,0,,,115,90.2330069334898,10.499002357663048,115,90.2330069334898,10.499002357663048,115,3.5,0.0,115,58.843477152318236,12.685016998058227,115,90.23321739130435,10.498978609288212,115,3.5,0.0
1.3529083446596429e+17,10.119229241016832,10.3957,85,SI (Rank 1),NO,81,67.27212410849619,11.593985846853776,0,,,81,68.83605037718743,8.78334018740745,81,68.83605037718743,8.78334018740745,81,3.5,0.0,81,27.425416114615242,12.356967042951421,81,68.83604938271606,8.783903556934744,81,3.5,0.0
1.3253082241374022e+17,7.041169131812985,7.7108,86,SI (Rank 1),NO,115,1346.430250958042,75.29268550268564,0,,,115,1261.9021534736412,55.82472581150314,115,1276.6703289027325,59.61634986347176,115,5.299454568268026,0.22034815587835563,115,1285.695989074618,61.61381231891539,115,1301.8848695652175,50.48136943754453,115,5.71,0.0
