label,occorrenze,media_flusso_fisso_max_run_CORRETTO_Correzione_Additiva_dell_Apertura_DECORRELAZIONE_STELLE_GLOBALE,numero_di_run,Mag_estratta_max
RA_131.43DEC86.36,55,111.04998040756055,2,10.451229846871213
RA_132.63DEC87.55,122,92.4092870968113,3,10.685718018046805
RA_133.84DEC89.60,284,67.06556480801464,4,11.288200639340513
RA_134.18DEC86.70,45,81.80356438857763,2,10.874410606612534
RA_134.52DEC86.70,51,79.88373263591112,2,11.091606433831522
RA_135.63DEC86.66,58,185.49869043415524,2,9.893905810467237
RA_135.99DEC86.88,58,244.4639751733083,2,9.37350066547197
RA_136.22DEC88.32,481,89.40315528865874,3,10.726588135601384
RA_137.24DEC86.83,58,151.5567492988719,2,10.293051271511189
RA_137.54DEC87.84,152,93.20060651889943,3,10.749857500771656
RA_137.63DEC87.52,48,79.09334352109136,3,11.084215847244923
RA_137.84DEC87.39,57,117.59622506374372,2,10.294028965042182
RA_138.47DEC86.42,37,74.12875691026053,2,11.103745217797451
RA_139.37DEC88.31,433,113.11732589988782,3,10.554704642465568
RA_139.73DEC86.77,53,93.277292725097,2,10.643124515345276
RA_14.44DEC87.36,18,46.48643702692323,2,10.613475522945253
RA_14.86DEC87.88,368,77.63746043573363,2,10.848928191680926
RA_140.02DEC76.74,29,276.1054621073053,2,9.417095126196593
RA_140.44DEC88.57,566,1096.0538797511824,4,8.550985879957077
RA_140.62DEC86.86,35,67.22119432225688,2,11.269569401709122
RA_140.73DEC77.22,48,227.95516336336289,2,9.587489411319432
RA_141.13DEC76.14,37,278.77776985159056,2,9.236094232582811
RA_141.20DEC75.23,26,296.08490135743034,2,9.24326908794174
RA_141.64DEC76.04,44,136.55896254990185,2,10.287933626384966
RA_141.71DEC75.93,43,209.4890596691783,2,9.608036810420655
RA_141.76DEC76.60,49,99.95076582222892,2,10.70706014461858
RA_141.76DEC76.85,49,206.71624002702103,2,9.70487937773677
RA_141.83DEC89.16,563,178.9811359109887,4,10.378623951074818
RA_141.96DEC75.10,36,2497.3331700152985,2,6.632380174857992
RA_142.02DEC74.76,32,125.64572832212237,2,10.331568175278184
RA_142.09DEC77.12,49,117.48077437654156,2,10.34841070763681
RA_142.16DEC74.38,28,82.85847626874535,2,10.78590439267729
RA_142.16DEC77.15,49,253.3491972903371,2,9.423213756604069
RA_142.35DEC75.41,46,112.83652042226538,2,10.426872428175672
RA_142.35DEC75.53,23,74.7155195253292,2,10.89447736252562
RA_142.57DEC74.98,36,82.273548754953,2,10.909908712980052
RA_142.62DEC87.34,57,93.2237303820552,2,10.696120041340706
RA_142.66DEC77.08,49,239.8917874245895,2,9.433941454217504
RA_142.78DEC73.96,35,1087.8902221482747,2,7.614138666643909
RA_142.86DEC76.25,47,80.65613215287176,2,10.904066486941346
RA_142.96DEC77.26,47,89.18794362400958,2,10.748004879196342
RA_143.08DEC86.68,51,81.11585913961956,2,10.856101129037135
RA_143.10DEC88.25,203,76.37294625661295,3,11.11699555845498
RA_143.19DEC76.68,44,77.25575250682253,2,10.896621986738
RA_143.29DEC73.90,41,100.81431299323182,2,10.568572745091076
RA_143.59DEC75.91,37,74.38948370047976,2,10.901018072544604
RA_143.76DEC76.22,49,95.45887578999351,2,10.643196842659371
RA_143.81DEC88.51,559,107.14279179840229,4,10.612995287230008
RA_143.99DEC76.55,49,96.0006602280659,2,10.650327382182883
RA_144.03DEC74.32,49,2006.782595255464,2,6.841099414052742
RA_144.13DEC74.84,49,219.40509095974176,2,9.516741217243576
RA_144.13DEC75.03,49,152.6736798391099,2,10.029947414958944
RA_144.36DEC76.13,49,205.5619739417235,2,9.566928386360727
RA_144.43DEC74.73,49,107.48858315017672,2,10.483413177606009
RA_144.49DEC74.34,49,579.3850611812278,2,8.3126558904262
RA_144.50DEC74.58,49,133.3480996558135,2,10.207928787168877
RA_144.51DEC76.16,49,521.7916924456118,2,8.454835953529585
RA_144.52DEC76.83,49,96.29223141986384,2,10.70667910128346
RA_144.65DEC75.27,44,75.0883565722165,2,10.903642435004956
RA_144.68DEC75.21,49,1875.3010744823457,2,6.927264324235295
RA_144.94DEC77.38,49,161.2176930312392,2,10.04146410107954
RA_144.96DEC76.85,49,92.51318107324154,2,10.877416838622583
RA_144.99DEC74.37,49,135.76764163026667,2,10.266139555786308
RA_145.01DEC76.22,49,237.3188256006661,2,9.508795059541107
RA_145.22DEC75.43,49,1076.9613233426378,2,7.544206595417264
RA_145.40DEC75.54,49,172.83692403078325,2,9.838504174126598
RA_145.81DEC77.01,30,67.97995323301295,2,11.045509048402268
RA_145.92DEC74.05,49,392.9311509987486,2,8.801881707296733
RA_145.95DEC77.22,49,588.7555063329248,2,8.310891911197308
RA_145.99DEC74.58,49,138.99900955939978,2,10.09795953306356
RA_145.99DEC75.90,49,219.9690950314813,2,9.502172158395744
RA_146.11DEC74.59,49,1543.7207423391087,2,7.109913163514828
RA_146.16DEC74.04,48,79.87141240025146,2,10.85297571347983
RA_146.19DEC89.57,563,199.82898832570964,4,10.513545161359453
RA_146.28DEC77.30,25,70.24678990669314,2,11.05459000781889
RA_146.51DEC76.71,49,324.40681841429387,2,9.03856447748666
RA_146.56DEC74.92,49,85.6261804533417,2,10.936561794023696
RA_146.76DEC74.81,20,65.82519172417126,2,11.041378031500384
RA_146.80DEC76.29,49,296.75682035001296,2,9.10463603528114
RA_146.84DEC76.02,49,109.89861381565858,2,10.43880163158116
RA_146.85DEC76.35,49,97.37202501318032,2,10.677826063200108
RA_146.85DEC77.09,49,322.15325760844445,2,9.068420470517555
RA_147.02DEC76.45,49,138.16966556226825,2,10.08292089915433
RA_147.06DEC77.45,49,111.15181023821158,2,10.414671675947606
RA_147.18DEC74.23,46,77.25522156257857,2,10.913434495993252
RA_147.19DEC75.40,49,116.74225995961037,2,10.394328905885018
RA_147.26DEC86.85,58,385.1526555283736,2,9.357256105729144
RA_147.27DEC73.83,33,124.71041219275338,2,10.216437437350496
RA_147.28DEC75.13,49,132.2529489203664,2,10.196657456731415
RA_147.30DEC75.11,49,121.18894671709708,2,10.308151578310374
RA_147.48DEC75.71,49,166.76995909149963,2,9.823986146991984
RA_147.56DEC76.65,49,99.26096756656484,2,10.714220571608536
RA_147.58DEC74.97,49,214.90797484898013,2,9.487511096797814
RA_147.70DEC74.12,44,72.28262744587214,2,10.946160706637825
RA_147.79DEC76.89,49,105.43285820457452,2,10.527903208183863
RA_147.81DEC74.59,49,172.59060047556025,2,9.91909755340281
RA_147.94DEC76.14,49,152.09649897315222,2,10.030261471512066
RA_147.94DEC77.29,49,122.32977025852313,2,10.270808575547203
RA_148.05DEC74.03,49,93.0366215183276,2,10.71886061102982
RA_148.09DEC74.43,49,563.0187410268938,2,8.335523872554006
RA_148.31DEC76.97,49,108.28107110722804,2,10.56288666151005
RA_148.47DEC64.79,33,818.0404479165437,2,8.513573787412701
RA_148.60DEC74.41,49,197.4021070980303,2,9.730843420398765
RA_148.68DEC63.20,28,110.22779159863894,2,10.440812744835933
RA_148.79DEC76.42,43,69.51684472798865,2,11.04139901086306
RA_148.84DEC63.72,34,127.13682849884503,2,10.417727912794774
RA_148.92DEC86.44,58,276.87182569055705,2,9.302620796330764
RA_148.97DEC62.62,32,105.89044013699892,2,10.653138664623384
RA_149.03DEC62.78,34,277.2274797302076,2,9.602055560778703
RA_149.10DEC76.48,49,95.6895297600221,2,10.730055981366403
RA_149.13DEC76.14,49,205.5429620399128,2,9.57112672065164
RA_149.16DEC63.64,25,72.32629410224878,2,10.970607533129456
RA_149.20DEC76.21,48,76.29371476421183,2,10.902836156043854
RA_149.38DEC63.38,41,774.3486390503386,2,8.482134796734808
RA_149.44DEC75.08,38,64.38643310389607,2,11.040512186384722
RA_149.45DEC62.25,38,232.5452600585976,2,9.859225110876755
RA_149.46DEC62.47,39,386.6422868013892,2,9.46400091810815
RA_149.47DEC76.61,49,617.9491173865504,2,8.212483376754681
RA_149.52DEC62.13,39,715.4535795074901,2,8.656853937840658
RA_149.63DEC73.88,34,173.23529152129964,2,9.724767241689287
RA_149.69DEC63.88,46,134.60126672597715,2,10.489942017544626
RA_149.70DEC64.64,25,82.87557652031374,2,10.862915060662043
RA_149.72DEC74.23,41,68.79093374735018,2,11.049218668704
RA_149.84DEC77.27,49,247.212488985092,2,9.362897331644694
RA_149.87DEC75.76,49,77.23228023683154,2,10.873807992621764
RA_149.92DEC62.92,27,81.7950147062558,2,10.861385566851006
RA_149.95DEC74.02,33,69.003988935421,2,11.014649103998284
RA_149.99DEC87.11,58,406.8251572943835,2,8.982157024188297
RA_15.00DEC87.89,497,84.55526441320197,2,10.658707109224869
RA_150.05DEC74.55,38,66.61489125077539,2,11.132620145307612
RA_150.15DEC62.17,31,94.5513424904905,2,10.710269979103822
RA_150.15DEC76.05,49,762.2877727930883,2,7.994017642697098
RA_150.16DEC74.17,49,269.64769495205667,2,9.226507624500057
RA_150.19DEC62.99,47,162.50585125489067,2,10.591754512646675
RA_150.24DEC61.61,47,250.0010467905103,2,9.968643518299556
RA_150.29DEC75.93,39,65.14029584221156,2,11.041814455208032
RA_150.31DEC62.20,49,345.92021112560906,2,9.847113034870292
RA_150.34DEC74.23,49,148.49357538898357,2,10.013565516199945
RA_150.39DEC77.33,32,66.46080099616641,2,11.067177707468444
RA_150.47DEC61.92,31,89.6126588674586,2,10.783904115017434
RA_150.50DEC74.76,49,1571.8592872665292,2,7.118160527405079
RA_150.52DEC76.63,37,65.51104241869987,2,11.077729793747793
RA_150.57DEC61.96,39,111.22886347754368,2,10.59607154749763
RA_150.57DEC77.46,49,113.4078818829596,2,10.458421487212044
RA_150.58DEC77.58,37,86.38515411968127,2,10.705743255363366
RA_150.63DEC62.43,45,139.54650892372334,2,10.498591589329967
RA_150.66DEC62.12,46,156.43771700977146,2,10.46054650826486
RA_150.74DEC63.55,48,178.273328218054,2,10.344668189081332
RA_150.77DEC74.15,49,188.9873204848446,2,9.82170250073026
RA_150.88DEC62.57,49,932.0701697645626,2,8.437008718722515
RA_150.92DEC64.11,49,386.9108436329465,2,10.39546454299876
RA_150.96DEC75.92,49,93.24626092331977,2,10.644610916132748
RA_151.04DEC64.97,23,77.3133567217532,2,10.88528424399919
RA_151.17DEC75.09,33,63.61449609926532,2,11.135009455012836
RA_151.22DEC76.39,49,127.72860162312742,2,10.34264834665096
RA_151.25DEC49.04,39,192.9206214340779,2,9.936244837281926
RA_151.31DEC62.02,32,83.20329694553375,2,10.714508876974458
RA_151.33DEC64.38,35,91.13496048299795,2,10.682405390800458
RA_151.39DEC63.07,49,476.688264075268,2,10.014132735433792
RA_151.43DEC63.63,21,65.38577487176364,2,11.037979358782684
RA_151.46DEC64.41,49,602.2900785214412,2,9.24306838958841
RA_151.57DEC62.22,24,68.58973499081651,2,11.04523082816054
RA_151.58DEC74.31,49,329.3884074998461,2,9.059329955798766
RA_151.62DEC61.53,26,76.86170857546482,2,10.851089103157012
RA_151.69DEC63.59,48,248.8306139937686,2,10.086251491725488
RA_151.69DEC74.59,49,154.11600369855364,2,10.04950703397261
RA_151.71DEC48.92,52,116.42805991370356,2,10.526222666164497
RA_151.72DEC87.75,53,81.64666856174738,2,10.916433952716472
RA_151.77DEC76.63,49,103.8841412673094,2,10.53151978982874
RA_151.79DEC61.42,32,90.76651717777165,2,10.68203955244125
RA_151.82DEC62.21,45,139.6060962499671,2,10.507425506533568
RA_151.88DEC48.83,37,227.99117760886256,2,9.730873075039083
RA_151.89DEC76.00,43,68.00476793746768,2,10.961451021863892
RA_152.07DEC62.76,29,76.86028395604633,2,10.819213872767383
RA_152.11DEC64.54,48,158.4626707712287,2,10.390910674624594
RA_152.26DEC64.44,43,112.91416504970302,2,10.757305270882243
RA_152.28DEC50.82,32,626.2519053645858,2,9.052999842476003
RA_152.29DEC63.95,49,2885.0399096271053,2,7.644535612601102
RA_152.38DEC63.93,39,84.0885965052353,2,10.736707490008166
RA_152.38DEC86.58,58,628.8012400688685,2,8.48626503489135
RA_152.40DEC75.79,49,205.99781802094185,2,9.603953594592028
RA_152.44DEC64.96,38,85.98894791063508,2,10.762097592840355
RA_152.47DEC51.01,29,134.38860599042354,2,10.389923600439245
RA_152.47DEC62.07,43,118.71100241724312,2,10.564465837829992
RA_152.47DEC87.26,57,127.52124140406016,2,10.288687386560802
RA_152.49DEC63.76,49,911.1758735277572,2,8.872161729861157
RA_152.53DEC74.41,49,194.677176423636,2,9.694284221907424
RA_152.57DEC49.51,34,1137.5346342666658,2,8.994326002732716
RA_152.59DEC62.92,49,1229.9434929752574,2,8.275026450932844
RA_152.63DEC61.47,48,231.05904192659668,2,10.057593339060103
RA_152.66DEC87.14,58,154.62160707650395,2,10.426197686425445
RA_152.67DEC62.25,39,87.33256913131227,2,10.807161998954337
RA_152.68DEC61.96,48,237.1237863309017,2,9.961587286596489
RA_152.74DEC77.48,49,177.1911620592024,2,9.866678917260089
RA_152.75DEC75.14,49,174.57818547872483,2,9.756100465360424
RA_152.77DEC63.09,34,80.54330289954825,2,10.744667349768362
RA_152.81DEC76.36,49,203.3587506081929,2,9.59560417110754
RA_152.83DEC49.45,38,2348.119686019361,2,8.711627428537476
RA_152.84DEC64.54,49,473.8418541150681,2,9.534678704947732
RA_152.88DEC73.89,15,589.5885573731877,2,8.161909983218571
RA_152.89DEC49.42,33,289.9217976001636,2,10.137088107278563
RA_152.92DEC74.66,49,147.918052975733,2,10.046890702871076
RA_152.94DEC61.78,46,129.344416877257,2,10.444769972339929
RA_152.99DEC74.03,49,226.8147264750076,2,9.426595658430662
RA_153.03DEC65.07,47,154.57036026549804,2,10.47849140770384
RA_153.14DEC49.02,63,100.0832498785607,2,10.589239499020724
RA_153.17DEC61.91,39,100.41304041811333,2,10.610096210072916
RA_153.20DEC62.28,47,143.24072608497917,2,10.440819598425175
RA_153.23DEC51.48,45,683.6412661469973,2,9.998344695814929
RA_153.24DEC77.05,49,74.00443691425373,2,10.949039845726867
RA_153.26DEC50.30,34,159.39230531829904,2,10.21336281590241
RA_153.30DEC88.27,168,78.98499795264419,3,11.021024530449909
RA_153.32DEC50.04,29,138.35123163472693,2,10.139708242334784
RA_153.33DEC50.81,32,132.7182084932924,2,10.237844926987734
RA_153.40DEC76.04,49,127.2337793201052,2,10.197115231167723
RA_153.43DEC50.50,45,1619.327739248953,2,8.56723830093535
RA_153.44DEC63.50,45,127.28334796300652,2,10.367720371657787
RA_153.46DEC50.30,44,344.0950206787032,2,9.76387653280696
RA_153.49DEC51.31,28,112.13928538725,2,10.16446457681006
RA_153.49DEC52.50,30,130.48541853419397,2,10.485674980136878
RA_153.49DEC62.26,46,114.05993214833276,2,10.553272223436329
RA_153.51DEC73.98,49,214.70749945966347,2,9.536898811767095
RA_153.52DEC61.71,34,88.94340181966957,2,10.743941348200314
RA_153.58DEC63.10,30,67.18433513127981,2,11.018511764708276
RA_153.60DEC49.77,40,218.18496543735483,2,10.242157224944185
RA_153.64DEC63.58,45,96.9055090542086,2,10.607368761194447
RA_153.65DEC51.83,29,109.1825156494832,2,10.409505577790156
RA_153.66DEC51.50,32,120.3833183565841,2,10.326632101454129
RA_153.67DEC74.65,32,67.02202851386606,2,11.02283696999248
RA_153.71DEC77.28,49,94.25175455295243,2,10.677175920129647
RA_153.73DEC75.32,35,64.76803113244563,2,11.058827778185464
RA_153.73DEC76.20,49,287.4563639396906,2,9.144989818946446
RA_153.76DEC51.05,28,87.33137690186165,2,10.437010453659305
RA_153.76DEC64.72,49,303.49940581226974,2,9.817760981972462
RA_153.77DEC61.95,47,132.7110801734103,2,10.46464020962286
RA_153.78DEC64.33,46,123.13336199710638,2,10.49200688535534
RA_153.81DEC63.14,37,79.18358829597301,2,10.844500525609076
RA_153.85DEC75.07,49,110.32716094093954,2,10.325805444330037
RA_153.93DEC52.10,28,106.62471506424764,2,10.470930434345092
RA_153.98DEC61.51,33,87.68717703187559,2,10.709155811696323
RA_153.99DEC50.33,45,416.9982712237264,2,9.890321901789822
RA_153.99DEC50.78,36,140.95031852283765,2,10.393696261468302
RA_154.03DEC74.68,49,97.45014299541464,2,10.546111375008335
RA_154.04DEC48.74,48,249.53743229078057,2,9.714894795200792
RA_154.07DEC75.36,49,82.65361702550288,2,10.82998973828508
RA_154.08DEC46.95,46,812.4749969675245,2,8.518259501736633
RA_154.10DEC64.51,34,73.8658055447447,2,10.88618696366781
RA_154.16DEC75.45,49,309.1739950995092,2,9.08555321226113
RA_154.18DEC64.67,47,120.70454863101897,2,10.491894144465354
RA_154.23DEC74.63,49,82.9906674452132,2,10.707639471908326
RA_154.25DEC46.79,48,366.3226267818468,2,9.259399073562292
RA_154.25DEC47.31,50,1100.772735760292,2,8.250150236299197
RA_154.31DEC75.20,49,323.57362456302184,2,9.004634005580924
RA_154.33DEC62.48,43,83.4449152728007,2,10.720266407883742
RA_154.35DEC46.84,50,117.37171942353989,2,10.558957040969284
RA_154.37DEC75.86,49,160.19994482530754,2,9.94963406043176
RA_154.38DEC52.27,37,272.6550377635132,2,9.935742802957972
RA_154.43DEC49.07,78,182.26844779507616,4,10.28671581949441
RA_154.43DEC64.97,23,68.44433552305776,2,10.962299730858936
RA_154.46DEC77.46,49,199.44851240598356,2,9.616393950271757
RA_154.48DEC49.58,51,665.6436182856716,3,9.583816348125742
RA_154.50DEC47.55,36,66.675320743346,2,11.005549641811651
RA_154.51DEC65.11,35,3412.949814959792,2,6.694762131350447
RA_154.52DEC75.66,49,135.64947053044327,2,10.113419250491033
RA_154.53DEC51.81,42,371.21110454125096,2,9.9869717392562
RA_154.56DEC47.62,51,79.27524082275761,2,10.966840732160293
RA_154.60DEC47.57,56,160.8898332340549,2,10.267249306962468
RA_154.71DEC49.23,37,114.89633367643526,3,10.85930015143082
RA_154.74DEC46.76,56,2709.9372936492314,2,7.456467618962316
RA_154.74DEC48.62,57,222.7937990201168,2,9.868181226344811
RA_154.75DEC51.41,45,1454.7170228449424,2,8.814950022906412
RA_154.78DEC64.88,43,91.22889701861337,2,10.85168639489908
RA_154.78DEC76.72,41,72.42177286793559,2,10.890580103409944
RA_154.80DEC74.96,27,62.70713350070197,2,11.10039688810898
RA_154.85DEC47.06,56,90.2048901040224,2,10.827098166012762
RA_154.85DEC62.82,40,91.89113144737816,2,10.625785426833424
RA_154.86DEC48.40,58,3470.078084942869,2,7.270383849216203
RA_155.03DEC47.72,31,61.65335873597196,2,11.12769618549532
RA_155.03DEC75.14,49,122.62686949216044,2,10.234485706843234
RA_155.06DEC49.26,42,128.92443403051564,3,10.740433368235744
RA_155.09DEC51.13,38,144.3091234461852,2,10.279706543448636
RA_155.14DEC48.61,61,138.41103652952305,2,10.396106484931334
RA_155.16DEC76.05,44,67.14576585830919,2,11.00779025983302
RA_155.18DEC49.10,81,247.28417964761047,4,10.152314256901857
RA_155.18DEC74.91,49,94.38603144100964,2,10.573456743003456
RA_155.22DEC77.00,49,118.60400159759152,2,10.334946490090852
RA_155.24DEC63.72,47,157.2789399128793,2,10.135369096938572
RA_155.28DEC50.53,37,130.3229313870382,2,10.418962469005155
RA_155.31DEC64.83,35,76.16314827653409,2,10.954520540112895
RA_155.33DEC50.38,39,146.95700264321363,2,10.477697201250496
RA_155.36DEC46.83,57,78.08528533080366,2,11.069234047500798
RA_155.36DEC47.87,62,263.9167018525074,2,9.651780427369024
RA_155.38DEC63.55,41,83.37047568846573,2,10.780435800166828
RA_155.42DEC48.04,62,828.312432445978,2,8.507737956629976
RA_155.44DEC46.85,58,78.97572397013212,2,10.941261863457294
RA_155.44DEC49.45,41,110.30251657340992,3,11.062277972382107
RA_155.49DEC63.86,48,159.148761546944,2,10.218085658432358
RA_155.51DEC48.29,63,211.97355601713332,2,9.981871076315098
RA_155.54DEC51.42,42,235.1202522106477,2,9.773015205360135
RA_155.56DEC49.43,40,105.47242857357934,3,11.014495866584769
RA_155.57DEC75.77,43,67.93556231878274,2,11.03876247206624
RA_155.58DEC47.77,63,103.51919902195696,2,10.908481700348537
RA_155.61DEC61.40,26,320.8117409970075,2,9.29117280107726
RA_155.62DEC50.49,45,290.35314070696444,2,10.017137358997438
RA_155.62DEC62.95,42,88.09575997847033,2,10.86586043148734
RA_155.68DEC49.02,90,95.48339162615824,3,10.889375995581744
RA_155.68DEC50.13,35,122.4566153907194,2,10.475146430271591
RA_155.70DEC75.63,49,185.10718703126648,2,9.729490839789316
RA_155.72DEC64.96,49,474.4220354435232,2,9.438967915206934
RA_155.75DEC64.49,48,142.91806954691003,2,10.323688572033328
RA_155.79DEC61.61,44,112.76060639363658,2,10.701128150732185
RA_155.83DEC48.71,62,81.40478048998033,2,10.956010239330038
RA_155.86DEC47.60,65,140.4764661896022,2,10.4516330689026
RA_155.89DEC64.31,40,77.66828201853498,2,10.748053079065365
RA_155.93DEC63.28,46,109.57038409658556,2,10.491407511142054
RA_155.95DEC49.59,62,317.27001694777096,3,10.128111879995496
RA_155.97DEC49.10,99,327.60397516612267,4,9.975882529238074
RA_156.01DEC51.92,41,204.3751374801936,2,10.12785879262452
RA_156.01DEC64.49,48,207.1109968776753,2,9.734694776416694
RA_156.04DEC48.05,49,69.36268557017053,2,11.149347862781676
RA_156.06DEC62.13,47,135.1500186996707,2,10.463552141003523
RA_156.12DEC76.66,49,171.8361214952176,2,9.843272387867666
RA_156.13DEC61.91,39,86.07204995796252,2,10.78106441677062
RA_156.18DEC74.77,49,524.8046314370013,2,8.480900554626563
RA_156.19DEC62.67,43,90.34439185528292,2,10.67662701018346
RA_156.20DEC51.18,35,123.59459076356386,2,10.15607182801399
RA_156.20DEC75.68,49,730.513250776194,2,8.015070004884702
RA_156.24DEC49.19,53,153.7663132857901,3,10.531927742693304
RA_156.25DEC64.16,49,907.0500280854468,2,8.793997761975143
RA_156.29DEC76.61,49,98.25018493859244,2,10.595503012196676
RA_156.32DEC64.10,45,88.34997250337722,2,10.669408294439986
RA_156.33DEC52.17,36,126.5621732290616,2,10.3906847744312
RA_156.33DEC63.93,48,235.233237752574,2,9.593979516051402
RA_156.37DEC49.41,57,177.40293540775966,3,10.346233896587549
RA_156.40DEC46.37,46,70.56785379872494,2,11.008116076421055
RA_156.41DEC47.57,70,504.7128652089676,2,9.045229404853725
RA_156.44DEC64.54,35,76.86501652227624,2,10.872987798109458
RA_156.45DEC50.00,59,127.296693786612,3,10.9664604357391
RA_156.45DEC51.36,28,86.89325557037698,2,10.22441165287871
RA_156.47DEC46.46,69,167.98647328610102,2,10.452959455209914
RA_156.51DEC62.11,49,189.4118078782216,2,10.298561991811397
RA_156.52DEC63.60,43,84.108183161988,2,10.775087048816571
RA_156.63DEC51.05,40,128.87134849053075,2,10.309396818126537
RA_156.63DEC62.35,49,241.89065143198567,2,10.112545046595883
RA_156.66DEC49.02,58,73.1483785449057,3,11.097547998500636
RA_156.67DEC46.71,69,108.37069847904468,2,10.753393114600376
RA_156.68DEC48.08,72,428.5352624346924,2,9.172243420567703
RA_156.69DEC49.88,42,95.19168824425778,3,10.967980442540862
RA_156.71DEC76.32,49,201.3979826084848,2,9.597872396590962
RA_156.72DEC46.69,37,68.12252296698082,2,11.125127346961232
RA_156.76DEC46.94,70,288.381295868223,2,9.65973200913287
RA_156.79DEC75.70,49,158.48734910858062,2,9.88766377059048
RA_156.81DEC46.71,70,245.96516745651613,2,9.85275724824341
RA_156.86DEC48.38,72,255.3434680554904,2,9.727849932807008
RA_156.91DEC46.81,70,204.14504918131752,2,10.021198621957192
RA_156.91DEC52.61,26,128.53325343487757,2,10.259979491698838
RA_156.92DEC51.72,29,83.04374047974304,2,10.341774582866424
RA_156.93DEC64.61,49,270.7994472849817,2,9.913362599820928
RA_156.94DEC50.12,29,87.98131121134809,2,10.379150031045718
RA_156.95DEC75.92,49,385.3084804184768,2,8.78257339674726
RA_156.96DEC48.72,73,122.56850204081732,2,10.576095889956695
RA_156.97DEC47.89,51,72.12105662901767,2,11.1014089936996
RA_156.97DEC64.17,48,179.3785581026161,2,10.338300063028036
RA_157.02DEC48.78,72,2385.597772186659,2,7.5031167744405245
RA_157.02DEC48.97,118,1663.2591096280958,4,9.716578322497092
