# Header FITS:
# Numero di falsi positivi esclusi sicuramente: 0
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2026-01-16T02:43:51.960
# DATE-END: 2026-01-16T02:43:51.105
# TSTART: 1768531431960.48
# TSTOP: 1768531431990.49
# DATE: 2026-01-16T02:43:53
# EXPOSURE: 30000.0
# RA0: 1.740824e-06
# DEC0: 4.591214e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 166.749930580115
# DEC: 38.2090635006052
# EQUINOX: 2000.0
# CRVAL1: 166.749930580115
# CRVAL2: 38.2090635006052
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: 0.00047727103573914
# CD1_2: 0.00179584976137487
# CD2_1: -0.00176496167065007
# CD2_2: 0.000492939269385606
# A_ORDER: 2
# A_0_2: 1.55832357872524e-05
# A_1_1: 1.64736387402738e-06
# A_2_0: -7.63718164531848e-07
# B_ORDER: 2
# B_0_2: 1.14876293395612e-05
# B_1_1: 1.2614609129191e-05
# B_2_0: -3.16154207592422e-06
# AP_ORDER: 2
# AP_0_0: 0.000502126809548168
# AP_0_1: 0.000176853346843901
# AP_0_2: -1.56095758367308e-05
# AP_1_0: 0.000132329813675967
# AP_1_1: -1.66600123624809e-06
# AP_2_0: 7.69316449083638e-07
# BP_ORDER: 2
# BP_0_0: 0.00508898711334875
# BP_0_1: 0.000347518662106148
# BP_0_2: -1.1522619440967e-05
# BP_1_0: 7.44047989087553e-05
# BP_1_1: -1.26355975219878e-05
# BP_2_0: 3.16474888670505e-06
# NOME_FILE_FITS: 20260116_024351.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
# NOME_FILE: run_00000011_stelle_trovate_e_catalogate_immagine_066.csv
#
label,xcentroid,ycentroid,RA_centroid,DEC_centroid,area,max_value,saturazione,ripetizioni,kron_flux,kron_manuale_seg,media_kron_manuale_seg,std_kron_manuale_seg,kron_manuale_aper,media_kron_manuale_aper,std_kron_manuale_aper,somma_apertura_ultimo_pixel,media_somma_apertura_ultimo_pixel,std_somma_apertura_ultimo_pixel,raggio_kron_aper,run_id,img_index,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag,flusso_fisso_max_run,media_flusso_fisso_max_run,std_flusso_fisso_max_run,raggio_fisso_max_run
RA_164.865__DEC_40.434,144.7523049858053,586.9737679156609,164.86308961733226,40.42820759555796,25.0,28.0,NO,1316,264.6021627232544,238.2330426389317,226.68,3.97,238.2330426389317,227.50,4.01,218.52934865667905,202.99,3.99,3.5235980528271336,run_00000011,66,SI (Rank 1),I/239/hip_main,53721.0,164.8665570638,40.4302568508,5.03,247.75,231.96,3.87,3.95
RA_164.865__DEC_40.434,144.7523049858053,586.9737679156609,164.86308961733226,40.42820759555796,25.0,28.0,NO,1315,264.6021627232544,238.2330426389317,226.68,3.97,238.2330426389317,227.50,4.01,218.52934865667905,202.99,3.99,3.5235980528271336,run_00000011,66,SI (Rank 2),II/389/ps1_dr2,1.56511648658869e+17,164.86589063,40.43196347,12.5411,247.75,231.96,3.87,3.95
RA_164.865__DEC_40.434,144.7523049858053,586.9737679156609,164.86308961733226,40.42820759555796,25.0,28.0,NO,1314,264.6021627232544,238.2330426389317,225.64,3.89,238.2330426389317,226.43,3.93,218.52934865667905,201.93,3.91,3.5235980528271336,run_00000011,66,SI (Rank 3),II/389/ps1_dr2,1.565116486475796e+17,164.86474371,40.43234978,12.7393,247.09,230.32,3.78,3.91
RA_164.865__DEC_40.434,144.7523049858053,586.9737679156609,164.86308961733226,40.42820759555796,25.0,28.0,NO,1313,264.6021627232544,238.2330426389317,226.68,3.97,238.2330426389317,227.50,4.01,218.52934865667905,202.99,3.99,3.5235980528271336,run_00000011,66,SI (Rank 4),II/389/ps1_dr2,1.5651164866179866e+17,164.86620917,40.43177206,12.7629,247.75,231.96,3.87,3.95
RA_164.865__DEC_40.434,144.7523049858053,586.9737679156609,164.86308961733226,40.42820759555796,25.0,28.0,NO,1308,264.6021627232544,238.2330426389317,227.50,3.99,238.2330426389317,228.36,4.04,218.52934865667905,203.75,4.00,3.5235980528271336,run_00000011,66,SI (Rank 5),II/389/ps1_dr2,1.565116486518045e+17,164.86516295,40.42837689,12.9466,247.84,232.85,3.90,3.96
RA_164.865__DEC_40.434,144.7523049858053,586.9737679156609,164.86308961733226,40.42820759555796,25.0,28.0,NO,1314,264.6021627232544,238.2330426389317,225.64,3.89,238.2330426389317,226.43,3.93,218.52934865667905,201.93,3.91,3.5235980528271336,run_00000011,66,SI (Rank 6),II/389/ps1_dr2,1.5651164864911898e+17,164.86494349,40.43199656,13.0747,247.09,230.32,3.78,3.91
RA_164.865__DEC_40.434,144.7523049858053,586.9737679156609,164.86308961733226,40.42820759555796,25.0,28.0,NO,1315,264.6021627232544,238.2330426389317,226.49,3.92,238.2330426389317,227.32,3.97,218.52934865667905,202.72,3.92,3.5235980528271336,run_00000011,66,SI (Rank 7),II/389/ps1_dr2,1.5651164864432566e+17,164.86423858,40.42902393,13.1642,247.54,231.60,3.83,3.94
RA_164.865__DEC_40.434,144.7523049858053,586.9737679156609,164.86308961733226,40.42820759555796,25.0,28.0,NO,1274,264.6021627232544,238.2330426389317,226.27,3.90,238.2330426389317,227.07,3.93,218.52934865667905,202.23,3.88,3.5235980528271336,run_00000011,66,SI (Rank 8),II/389/ps1_dr2,1.5651164860222925e+17,164.86013073,40.43235318,14.2387,247.14,231.03,3.79,3.91
RA_165.211__DEC_39.212,827.6750139419438,540.9845298393514,165.21382500220685,39.20499139621288,24.0,38.0,NO,1798,264.52497730254123,253.0690741676908,247.99,3.40,253.0690741676908,248.08,3.40,226.6623100018143,229.31,3.60,3.5,run_00000011,66,SI (Rank 1),I/239/hip_main,53838.0,165.210080324,39.2120921744,5.06,253.07,247.99,3.40,3.5
RA_165.211__DEC_39.212,827.6750139419438,540.9845298393514,165.21382500220685,39.20499139621288,24.0,38.0,NO,1796,264.52497730254123,253.0690741676908,247.99,3.40,253.0690741676908,248.08,3.40,226.6623100018143,229.31,3.60,3.5,run_00000011,66,SI (Rank 2),II/389/ps1_dr2,1.5505165210987254e+17,165.21049696,39.21004329,12.4897,253.07,247.99,3.40,3.5
RA_165.211__DEC_39.212,827.6750139419438,540.9845298393514,165.21382500220685,39.20499139621288,24.0,38.0,NO,1796,264.52497730254123,253.0690741676908,247.99,3.40,253.0690741676908,248.08,3.40,226.6623100018143,229.31,3.60,3.5,run_00000011,66,SI (Rank 3),II/389/ps1_dr2,1.5505165210628314e+17,165.2103934,39.21038563,12.6712,253.07,247.99,3.40,3.5
RA_166.129__DEC_38.242,1445.9097942557062,774.3432548719371,166.13150020608103,38.24019914652539,11.0,29.0,NO,1807,111.73198625763504,107.7963637793199,104.42,2.25,107.7963637793199,104.42,2.25,81.91091304816132,76.30,2.78,3.5,run_00000011,66,SI (Rank 1),I/239/hip_main,54136.0,166.130108897,38.2413648053,6.01,107.8,104.42,2.25,3.5
RA_166.129__DEC_38.242,1445.9097942557062,774.3432548719371,166.13150020608103,38.24019914652539,11.0,29.0,NO,1807,111.73198625763504,107.7963637793199,104.42,2.25,107.7963637793199,104.42,2.25,81.91091304816132,76.30,2.78,3.5,run_00000011,66,SI (Rank 2),II/389/ps1_dr2,1.5388166132233718e+17,166.13221601,38.23871059,7.71,107.8,104.42,2.25,3.5
RA_166.129__DEC_38.242,1445.9097942557062,774.3432548719371,166.13150020608103,38.24019914652539,11.0,29.0,NO,1807,111.73198625763504,107.7963637793199,104.42,2.25,107.7963637793199,104.42,2.25,81.91091304816132,76.30,2.78,3.5,run_00000011,66,SI (Rank 3),II/389/ps1_dr2,1.5389166130875082e+17,166.13093521,38.24180522,11.727,107.8,104.42,2.25,3.5
RA_166.129__DEC_38.242,1445.9097942557062,774.3432548719371,166.13150020608103,38.24019914652539,11.0,29.0,NO,1807,111.73198625763504,107.7963637793199,104.42,2.25,107.7963637793199,104.42,2.25,81.91091304816132,76.30,2.78,3.5,run_00000011,66,SI (Rank 4),II/389/ps1_dr2,1.5388166130691917e+17,166.13057484,38.24053629,12.2265,107.8,104.42,2.25,3.5
RA_166.129__DEC_38.242,1445.9097942557062,774.3432548719371,166.13150020608103,38.24019914652539,11.0,29.0,NO,1807,111.73198625763504,107.7963637793199,104.42,2.25,107.7963637793199,104.42,2.25,81.91091304816132,76.30,2.78,3.5,run_00000011,66,SI (Rank 5),II/389/ps1_dr2,1.5389166129765184e+17,166.12976469,38.24266582,12.4294,107.8,104.42,2.25,3.5
