# Header FITS:
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT:   FITS (Flexible Image Transport System) format is defined in 'Astronomy
# COMMENT:   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T23:21:09.798
# DATE-END: 2025-01-20T23:21:10.856
# TSTART: 1737415269797.71
# TSTOP: 1737415270797.72
# DATE: 2025-01-20T23:21:12
# EXPOSURE: 1000000.0
# COMMENT: Start of commanded pointing details
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 83.6302576772541
# DEC: 21.5176812845899
# EQUINOX: 2000.0
# CRVAL1: 83.6302576772541
# CRVAL2: 21.5176812845899
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.00110797744019135
# CD1_2: -0.00145202658060758
# CD2_1: 0.00145152112480117
# CD2_2: -0.00110825648447082
# A_ORDER: 2
# A_0_2: -4.41608417899157e-07
# A_1_1: 3.0405368456881e-07
# A_2_0: -1.58400638287269e-07
# B_ORDER: 2
# B_0_2: 6.90345355579892e-07
# B_1_1: -1.51695054942805e-07
# B_2_0: 1.44695670158223e-07
# AP_ORDER: 2
# AP_0_0: -2.40211933960251e-06
# AP_0_1: -7.55672382741782e-07
# AP_0_2: 4.41620676523186e-07
# AP_1_0: 3.52268926231639e-07
# AP_1_1: -3.04056885958156e-07
# AP_2_0: 1.58400517947158e-07
# BP_ORDER: 2
# BP_0_0: 4.57959862327032e-06
# BP_0_1: 9.51609998855866e-07
# BP_0_2: -6.90364963985705e-07
# BP_1_0: -2.80516071657442e-07
# BP_1_1: 1.51696570270201e-07
# BP_2_0: -1.44696414967978e-07
# PERCORSO_FILE: /home/lorysimeone/tesi_magistrale/pmc_photometry/run_vecchie/20250120_run3/20250120_232109.fits
#
ID,RAJ2000,DEJ2000,Mag,Catalogo
129840838916332538,83.89163352554,18.20167774578,14.4639,II/389/ps1_dr2
129920839251858960,83.92520993983,18.27372140829,14.7637,II/389/ps1_dr2
129890838681570604,83.86812584872,18.24174789329,12.725,II/389/ps1_dr2
129890838577838571,83.85776977151,18.24838085659,14.5177,II/389/ps1_dr2
129900838343388255,83.83428675626,18.2564717112,13.8799,II/389/ps1_dr2
129880838284404776,83.82844380568,18.2369030199,14.144,II/389/ps1_dr2
129880838237861214,83.8237902963,18.23393429784,13.442,II/389/ps1_dr2
129920838454324985,83.84546614639,18.27046252492,13.6745,II/389/ps1_dr2
129930838563782971,83.85635663017,18.27705621392,12.512,II/389/ps1_dr2
129950839122778022,83.91229295568,18.29791014977,14.7234,II/389/ps1_dr2
129940839270184334,83.92703328141,18.2865037629,14.8971,II/389/ps1_dr2
129980838822370621,83.88224157733,18.31672809441,14.1722,II/389/ps1_dr2
129930837933036619,83.79330117752,18.28008405737,14.9674,II/389/ps1_dr2
129940837849044399,83.78490008477,18.28656893568,14.2098,II/389/ps1_dr2
129980837991407536,83.79914423599,18.32252566187,13.6734,II/389/ps1_dr2
129980838396078874,83.83961559502,18.32362950023,14.5567,II/389/ps1_dr2
129980838365929939,83.83659874212,18.32451208662,12.967,II/389/ps1_dr2
129980838258389537,83.82584101119,18.32418985091,14.989,II/389/ps1_dr2
129970840269601530,84.02694288056,18.30916054347,13.9867,II/389/ps1_dr2
129980840193435998,84.01934484383,18.32119984552,13.6609,II/389/ps1_dr2
130000840409513344,84.040948446,18.33564661213,14.1993,II/389/ps1_dr2
130020840656346036,84.06564571797,18.35457366333,13.6479,II/389/ps1_dr2
130030840373190747,84.03732563465,18.35850515051,14.9612,II/389/ps1_dr2
130040841082796177,84.10823206,18.37132724,11.913,II/389/ps1_dr2
130050841039648288,84.10398115,18.38141,14.0524,II/389/ps1_dr2
130050841045008281,84.10431071,18.38125722,11.6887,II/389/ps1_dr2
130050841043397811,84.10431196,18.38125129,11.534,II/389/ps1_dr2
130100840824763650,84.08244796874,18.41920874948,11.795,II/389/ps1_dr2
130100841150114851,84.11502044877,18.42026193417,14.5502,II/389/ps1_dr2
129970839531542364,83.95316142567,18.30983516972,12.762,II/389/ps1_dr2
129990839332654468,83.93318299,18.32822593,10.729,II/389/ps1_dr2
129990839336734318,83.93371082,18.32825809,13.3659,II/389/ps1_dr2
130060838826438128,83.88265338815,18.38966887894,14.9149,II/389/ps1_dr2
130060839261912264,83.92620791475,18.38477854482,14.4652,II/389/ps1_dr2
130080839433388758,83.94335968979,18.40685192044,14.9843,II/389/ps1_dr2
130080839418584470,83.94187632073,18.40326587162,13.305,II/389/ps1_dr2
130080839225047193,83.9225181857,18.40554826621,14.498,II/389/ps1_dr2
130080840252461640,84.02526574703,18.40089243467,12.932,II/389/ps1_dr2
130070840479155235,84.04792414884,18.39558328377,14.9043,II/389/ps1_dr2
130120840156614500,84.01591089,18.4368027,13.5237,II/389/ps1_dr2
130110840552821286,84.05529022835,18.42562655537,14.5269,II/389/ps1_dr2
130130840771203092,84.07721509,18.44407889,12.6508,II/389/ps1_dr2
130130840910952372,84.09110105066,18.44320239976,14.9593,II/389/ps1_dr2
130130840771853522,84.07721424,18.44407724,12.765,II/389/ps1_dr2
130140840553926636,84.05539295545,18.45509474332,14.8999,II/389/ps1_dr2
130130840043465109,84.00435923384,18.44546616667,13.8645,II/389/ps1_dr2
130140839498722884,83.94988207674,18.4519507873,14.6119,II/389/ps1_dr2
130160839687557425,83.96875036311,18.47239113743,14.8524,II/389/ps1_dr2
130170839823767511,83.98238467418,18.48081194258,14.4883,II/389/ps1_dr2
130150839681321631,83.96814440014,18.45924105598,14.8184,II/389/ps1_dr2
130150840039389902,84.00394547712,18.46611799727,13.8185,II/389/ps1_dr2
130180839955823824,83.99560182166,18.48604549517,13.4887,II/389/ps1_dr2
129960837514138516,83.75134359193,18.30658331832,14.3077,II/389/ps1_dr2
129970837541517105,83.75415200249,18.31381481192,13.182,II/389/ps1_dr2
130000837819941544,83.78200164169,18.33416817644,13.6841,II/389/ps1_dr2
130000837658672386,83.76586045607,18.33488158524,13.7995,II/389/ps1_dr2
130010838056674844,83.80566739784,18.3452647503,14.0077,II/389/ps1_dr2
130030837885531599,83.78838364,18.35918995,12.2925,II/389/ps1_dr2
130030837880601377,83.78824107,18.3590454,11.703,II/389/ps1_dr2
130080838072160044,83.8072167637,18.39958819947,14.7657,II/389/ps1_dr2
130050838121470676,83.8121494574,18.37511886741,14.1722,II/389/ps1_dr2
130050837259370452,83.7259288743,18.37493374951,12.107,II/389/ps1_dr2
130050837251311477,83.72513812769,18.37577964369,12.548,II/389/ps1_dr2
130080837959239491,83.79590411168,18.40744882311,11.864,II/389/ps1_dr2
130080837988565775,83.7988590496,18.40436099137,14.3496,II/389/ps1_dr2
130070837047336687,83.70474006937,18.39676862975,14.2559,II/389/ps1_dr2
130100836635916940,83.66358920547,18.42199437359,14.6531,II/389/ps1_dr2
130110836667549932,83.66675561718,18.43281537081,13.265,II/389/ps1_dr2
130150837304304305,83.73032814,18.46139506,14.7447,II/389/ps1_dr2
130150837301044229,83.73010899181,18.46137881045,13.8252,II/389/ps1_dr2
130120836495974894,83.64959294731,18.43695257279,14.8215,II/389/ps1_dr2
130180836696911263,83.66968886714,18.48391102302,14.3644,II/389/ps1_dr2
