FWHM,Perse_MagLT10_Size3_Mean,Perse_MagLT10_Size3_Std,FP_Size3_Mean,FP_Size3_Std,Perse_MagLT10_Size5_Mean,Perse_MagLT10_Size5_Std,FP_Size5_Mean,FP_Size5_Std
2.2,2.5652173913043477,0.9612531203781203,9.139130434782608,1.437914894510914,2.8434782608695652,1.059871233752528,6.478260869565218,1.695763652968679
2.2053691275167786,2.5652173913043477,0.9612531203781203,9.139130434782608,1.437914894510914,2.8434782608695652,1.059871233752528,6.443478260869565,1.6949608401161989
2.210738255033557,2.5652173913043477,0.9612531203781203,9.130434782608695,1.4357045786132465,2.8521739130434782,1.0570136625407127,6.3826086956521735,1.6711496105357986
2.216107382550336,2.5652173913043477,0.9612531203781203,9.121739130434783,1.4394916136817586,2.869565217391304,1.0674776375251414,6.356521739130435,1.6743138989257977
2.2214765100671143,2.5652173913043477,0.9612531203781203,9.121739130434783,1.4394916136817586,2.878260869565217,1.0644273911721291,6.321739130434783,1.6761644937797544
2.2268456375838928,2.5652173913043477,0.9612531203781203,9.121739130434783,1.4394916136817586,2.878260869565217,1.0644273911721291,6.28695652173913,1.6876287320498176
2.232214765100671,2.5652173913043477,0.9612531203781203,9.08695652173913,1.4599893828756567,2.8869565217391306,1.0694591675950604,6.252173913043478,1.6515788402030425
2.23758389261745,2.5652173913043477,0.9612531203781203,9.08695652173913,1.4599893828756567,2.8869565217391306,1.0530718410713804,6.217391304347826,1.6617571040822614
2.2429530201342285,2.5652173913043477,0.9612531203781203,9.08695652173913,1.4599893828756567,2.8956521739130436,1.0498357059329788,6.208695652173913,1.6444671513047096
2.248322147651007,2.5652173913043477,0.9612531203781203,9.08695652173913,1.4599893828756567,2.9391304347826086,1.0977206148215304,6.165217391304348,1.6147711362004953
2.2536912751677853,2.5652173913043477,0.9612531203781203,9.08695652173913,1.4599893828756567,2.9391304347826086,1.0977206148215304,6.156521739130435,1.612943861918735
2.2590604026845638,2.5652173913043477,0.9612531203781203,9.078260869565218,1.4455197716419999,2.9478260869565216,1.1099822032327293,6.086956521739131,1.5910905059454161
2.2644295302013426,2.5652173913043477,0.9612531203781203,9.069565217391304,1.4429543313176723,2.9478260869565216,1.1099822032327293,6.060869565217391,1.5895690229238055
