FWHM,Perse_MagLT10_Size3_Mean,Perse_MagLT10_Size3_Std,FP_Size3_Mean,FP_Size3_Std,Perse_MagLT10_Size5_Mean,Perse_MagLT10_Size5_Std,FP_Size5_Mean,FP_Size5_Std
2.2,1.680672268907563,0.9952219727001972,9.890756302521009,1.1286186691152174,2.310924369747899,1.0350812833722907,7.428571428571429,1.3632106723962127
2.2053691275167786,1.680672268907563,0.9952219727001972,9.882352941176471,1.1240418559466197,2.327731092436975,1.029883273939733,7.38655462184874,1.3603586013722184
2.210738255033557,1.680672268907563,0.9952219727001972,9.873949579831933,1.1193832474182666,2.3361344537815127,1.039370453642672,7.34453781512605,1.3746625241464558
2.216107382550336,1.680672268907563,0.9952219727001972,9.873949579831933,1.1193832474182666,2.3445378151260505,1.0325539421880099,7.310924369747899,1.3581246286276922
2.2214765100671143,1.680672268907563,0.9952219727001972,9.873949579831933,1.1193832474182666,2.3445378151260505,1.0325539421880099,7.26890756302521,1.345377888819462
2.2268456375838928,1.680672268907563,0.9952219727001972,9.873949579831933,1.1193832474182666,2.3445378151260505,1.0325539421880099,7.235294117647059,1.3516617991854185
2.232214765100671,1.680672268907563,0.9952219727001972,9.865546218487395,1.1146418179476463,2.3445378151260505,1.0325539421880099,7.218487394957983,1.366831973872098
2.23758389261745,1.680672268907563,0.9952219727001972,9.865546218487395,1.1146418179476463,2.3529411764705883,1.033784231295838,7.176470588235294,1.4061513050992864
2.2429530201342285,1.680672268907563,0.9952219727001972,9.865546218487395,1.1146418179476463,2.361344537815126,1.043032847013533,7.151260504201681,1.418003422156239
2.248322147651007,1.680672268907563,0.9952219727001972,9.865546218487395,1.1146418179476463,2.3781512605042017,1.0289228816816112,7.126050420168068,1.4115646116703235
2.2536912751677853,1.680672268907563,0.9952219727001972,9.865546218487395,1.1146418179476463,2.3949579831932772,1.0225892937933616,7.092436974789916,1.4082088070833638
2.2590604026845638,1.680672268907563,0.9952219727001972,9.865546218487395,1.1146418179476463,2.3949579831932772,1.0225892937933616,7.0588235294117645,1.4100129187503943
2.2644295302013426,1.680672268907563,0.9952219727001972,9.857142857142858,1.1173626983929184,2.3949579831932772,1.0225892937933616,7.042016806722689,1.4224783555423406
2.269798657718121,1.680672268907563,0.9952219727001972,9.84873949579832,1.112485712964138,2.411764705882353,1.0323487514578968,7.008403361344538,1.4289668261512587
2.2751677852348995,1.680672268907563,0.9952219727001972,9.84873949579832,1.112485712964138,2.411764705882353,1.0323487514578968,6.957983193277311,1.4400919554159268
