Raggio_Corr_arcsec,Perse_MagLT10_Mean,Perse_MagLT10_Std,FP_Mean,FP_Std
12.0,7.9035087719298245,4.810385873287407,8.578947368421053,5.859307690441338
12.021007002334112,7.842105263157895,4.756489467989508,8.526315789473685,5.782930912207471
12.042014004668223,7.807017543859649,4.736712148964548,8.473684210526315,5.752513602103194
12.063021007002334,7.7894736842105265,4.735964831044085,8.43859649122807,5.724731032859464
12.084028009336446,7.754385964912281,4.725001445295931,8.403508771929825,5.710438730565024
12.105035011670559,7.728070175438597,4.71705581629291,8.385964912280702,5.693191951380181
12.12604201400467,7.692982456140351,4.651216013388433,8.342105263157896,5.658139529588157
12.14704901633878,7.666666666666667,4.635232477121192,8.324561403508772,5.607788465545021
12.168056018672893,7.62280701754386,4.613843301997734,8.271929824561404,5.580802130171615
12.189063021007003,7.578947368421052,4.50904497773808,8.228070175438596,5.498061999419557
12.210070023341114,7.535087719298246,4.431109766665135,8.210526315789474,5.48118581774106
12.231077025675225,7.508771929824562,4.40343887551992,8.149122807017545,5.392054674843105
12.252084028009337,7.473684210526316,4.375390762129669,8.096491228070175,5.32285587876127
12.27309103034345,7.456140350877193,4.35515494291453,7.991228070175438,5.1614216966297315
12.29409803267756,7.4298245614035086,4.302119629038066,7.956140350877193,5.132268659602372
12.31510503501167,7.394736842105263,4.272758304332126,7.9035087719298245,5.10412509169568
12.336112037345783,7.342105263157895,4.271137215277295,7.87719298245614,5.0699326111947505
12.357119039679894,7.324561403508772,4.2395291323180535,7.859649122807017,5.076393928319756
12.378126042014005,7.307017543859649,4.215941327911711,7.798245614035087,4.956264553637009
12.399133044348115,7.254385964912281,4.190238036006964,7.771929824561403,4.959547035979491
12.42014004668223,7.201754385964913,4.129865178890722,7.754385964912281,4.949856286251133
12.44114704901634,7.175438596491228,4.08301061532126,7.719298245614035,4.910620020040748
12.462154051350451,7.157894736842105,4.083726685032003,7.692982456140351,4.915295127728819
12.483161053684562,7.140350877192983,4.077919130915755,7.649122807017544,4.893573401313322
12.504168056018674,7.131578947368421,4.057726348703211,7.631578947368421,4.8797166258944245
12.525175058352785,7.087719298245614,4.023094304245881,7.62280701754386,4.883539036821686
12.546182060686895,7.06140350877193,3.9698095047303386,7.578947368421052,4.782817815931087
12.567189063021008,7.043859649122807,3.965620570177815,7.543859649122807,4.746448997467979
12.588196065355119,7.043859649122807,3.965620570177815,7.543859649122807,4.746448997467979
12.609203067689231,7.0,3.8955665308772778,7.526315789473684,4.711334832112552
12.630210070023342,6.973684210526316,3.8649584694343675,7.482456140350878,4.660834305520304
12.651217072357454,6.956140350877193,3.8557097120777137,7.43859649122807,4.6074597935805555
12.672224074691565,6.947368421052632,3.8499079625890125,7.412280701754386,4.589865654703203
12.693231077025676,6.93859649122807,3.8395108600182675,7.4035087719298245,4.5954197224368585
12.714238079359786,6.912280701754386,3.817231024333784,7.350877192982456,4.569123022577172
12.735245081693899,6.868421052631579,3.749884578094434,7.333333333333333,4.545417331054464
12.756252084028011,6.859649122807017,3.753074045254889,7.307017543859649,4.538581571802223
12.777259086362122,6.815789473684211,3.740639286468042,7.2105263157894735,4.437625578575019
12.798266088696233,6.815789473684211,3.740639286468042,7.201754385964913,4.442971631929455
12.819273091030345,6.771929824561403,3.699300758297244,7.157894736842105,4.372118494422418
12.840280093364456,6.728070175438597,3.6903978954381538,7.0964912280701755,4.275530742155416
12.861287095698566,6.7105263157894735,3.669991357632461,7.06140350877193,4.2597361909076055
12.882294098032677,6.692982456140351,3.6517892585917244,7.052631578947368,4.252640264017534
12.90330110036679,6.684210526315789,3.6426224153680593,7.043859649122807,4.2164888338005575
12.9243081027009,6.649122807017544,3.615227192250178,7.008771929824562,4.187482629521631
12.945315105035013,6.62280701754386,3.6016330381793673,7.0,4.186444289546164
12.966322107369123,6.614035087719298,3.60435597072225,6.973684210526316,4.121957732607142
12.987329109703236,6.614035087719298,3.60435597072225,6.947368421052632,4.135516059065935
13.008336112037346,6.5964912280701755,3.587794362874485,6.9298245614035086,4.131010874642462
13.029343114371457,6.578947368421052,3.561230658669481,6.894736842105263,3.9832289226262363
13.05035011670557,6.552631578947368,3.5394818365522758,6.850877192982456,3.920777885896174
13.07135711903968,6.517543859649122,3.512465161568756,6.815789473684211,3.840152111099302
13.092364121373793,6.491228070175438,3.48240090105997,6.780701754385965,3.757469220916822
13.113371123707903,6.482456140350878,3.4722773156601794,6.780701754385965,3.757469220916822
13.134378126042016,6.447368421052632,3.456730290731752,6.745614035087719,3.769246291424461
13.155385128376127,6.43859649122807,3.4565855978227136,6.728070175438597,3.7140914397932616
13.176392130710237,6.4035087719298245,3.394317486224804,6.719298245614035,3.7098937704794914
13.197399133044348,6.4035087719298245,3.394317486224804,6.701754385964913,3.703790908996954
13.21840613537846,6.4035087719298245,3.394317486224804,6.692982456140351,3.7042583200212427
13.239413137712571,6.37719298245614,3.3387421491029174,6.684210526315789,3.6952216406086564
13.260420140046682,6.359649122807017,3.3301577671453013,6.666666666666667,3.6722445611586196
13.281427142380794,6.324561403508772,3.24846958307978,6.62280701754386,3.645209186780554
13.302434144714907,6.315789473684211,3.199001460087754,6.605263157894737,3.5997524794357827
13.323441147049017,6.298245614035087,3.2034242220928664,6.5964912280701755,3.5951216904607417
13.344448149383128,6.2631578947368425,3.1233490560528843,6.5701754385964914,3.5441310474504184
13.365455151717239,6.2631578947368425,3.1233490560528843,6.5701754385964914,3.5441310474504184
13.386462154051351,6.245614035087719,3.1050649158645363,6.5701754385964914,3.5441310474504184
13.407469156385462,6.2368421052631575,3.090172968471061,6.5701754385964914,3.5441310474504184
13.428476158719574,6.228070175438597,3.086572753637351,6.552631578947368,3.4920765080321674
13.449483161053685,6.2105263157894735,3.0792847318547523,6.543859649122807,3.477093843188118
13.470490163387797,6.192982456140351,3.0804339890826617,6.517543859649122,3.4290617000592407
13.491497165721908,6.166666666666667,3.0662757187874883,6.464912280701754,3.3851580713083287
13.512504168056019,6.157894736842105,3.0710274507002953,6.447368421052632,3.3875212312745884
13.533511170390131,6.149122807017544,3.075746824557913,6.43859649122807,3.3744007595873198
13.554518172724242,6.149122807017544,3.075746824557913,6.43859649122807,3.3744007595873198
13.575525175058353,6.12280701754386,3.04106499949916,6.4298245614035086,3.3742297321034287
13.596532177392463,6.087719298245614,3.0249297614254456,6.394736842105263,3.3655072375253687
13.617539179726577,6.052631578947368,2.999538283952633,6.350877192982456,3.2926884875655196
13.638546182060688,6.026315789473684,3.004267509510107,6.342105263157895,3.2949428218780956
13.659553184394799,6.0,3.0,6.342105263157895,3.2949428218780956
13.68056018672891,5.982456140350878,2.9852927686816577,6.315789473684211,3.2398716388740505
13.701567189063022,5.956140350877193,2.959938213192239,6.280701754385965,3.2213889668839792
13.722574191397133,5.93859649122807,2.9388059626833956,6.2631578947368425,3.159648635748133
