"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Dec 10 2012","2456271.999976852","376833601","204.56","2.54e-7","4.00e-8","-1.74","-","97.83","1e-8","0","bin530.log"
"Dec 13 2012","2456274.999976852","377092801","106.93","1.93e-7","4.00e-8","-1.74","-","99.54","1e-8","0","bin531.log"
"Dec 16 2012","2456277.999976852","377352001","178.46","2.18e-7","3.90e-8","-1.74","-","101.21","1e-8","0","bin532.log"
"Dec 19 2012","2456280.999976852","377611201","124.8","2.25e-7","4.80e-8","-1.74","-","102.84","1e-8","0","bin533.log"
"Dec 22 2012","2456283.999976852","377870401","193.88","1.99e-7","3.60e-8","-1.74","-","104.42","1e-8","0","bin534.log"
"Dec 25 2012","2456286.999976852","378129601","131.72","2.29e-7","4.30e-8","-1.74","-","105.98","1e-8","0","bin535.log"
"Dec 28 2012","2456289.999976852","378388801","250.44","2.93e-7","4.60e-8","-1.74","-","107.50","1e-8","0","bin536.log"
"Dec 31 2012","2456292.999976852","378648001","200.49","2.55e-7","4.40e-8","-1.74","-","108.99","1e-8","0","bin537.log"
"Jan 03 2013","2456295.999976852","378907201","194.76","3.15e-7","5.20e-8","-1.74","-","110.47","1e-8","0","bin538.log"
"Jan 06 2013","2456298.999976852","379166401","170.28","2.65e-7","4.60e-8","-1.74","-","111.92","1e-8","0","bin539.log"
"Jan 09 2013","2456301.999976852","379425601","130.85","1.83e-7","4.10e-8","-1.74","-","113.37","1e-8","0","bin540.log"
"Jan 12 2013","2456304.999976852","379684801","211.34","2.56e-7","4.20e-8","-1.74","-","114.80","1e-8","0","bin541.log"
"Jan 15 2013","2456307.999976852","379944001","104.64","1.66e-7","3.70e-8","-1.74","-","116.23","1e-8","0","bin542.log"
"Jan 18 2013","2456310.999976852","380203201","141.89","1.91e-7","3.80e-8","-1.74","-","117.65","1e-8","0","bin543.log"
"Jan 21 2013","2456313.999976852","380462401","83.38","1.40e-7","3.60e-8","-1.74","-","119.07","1e-8","0","bin544.log"
"Jan 24 2013","2456316.999976852","380721601","68.99","9.89e-8","3.14e-8","-1.74","-","120.48","1e-8","0","bin545.log"
"Jan 27 2013","2456319.999976852","380980801","204.96","2.61e-7","4.90e-8","-1.74","-","121.89","1e-8","0","bin546.log"
"Jan 30 2013","2456322.999976852","381240001","105.23","1.66e-7","3.90e-8","-1.74","-","123.30","1e-8","0","bin547.log"
"Feb 02 2013","2456325.999976852","381499201","218.32","3.00e-7","4.80e-8","-1.74","-","124.71","1e-8","0","bin548.log"
"Feb 05 2013","2456328.999976852","381758401","130.13","1.68e-7","3.80e-8","-1.74","-","126.10","1e-8","0","bin549.log"
"Feb 08 2013","2456331.999976852","382017601","135.12","2.14e-7","4.10e-8","-1.74","-","127.47","1e-8","0","bin550.log"
"Feb 11 2013","2456334.999976852","382276801","155.97","2.05e-7","4.20e-8","-1.74","-","128.83","1e-8","0","bin551.log"
"Feb 14 2013","2456337.999976852","382536001","132.12","1.55e-7","3.50e-8","-1.74","-","130.16","1e-8","0","bin552.log"
"Feb 17 2013","2456340.999976852","382795201","149.41","1.87e-7","3.70e-8","-1.74","-","131.45","1e-8","0","bin553.log"
"Feb 20 2013","2456343.999976852","383054401","86.38","1.41e-7","3.50e-8","-1.74","-","132.69","1e-8","0","bin554.log"
"Feb 23 2013","2456346.999976852","383313601","144.61","2.65e-7","5.00e-8","-1.74","-","133.88","1e-8","0","bin555.log"
"Feb 26 2013","2456349.999976852","383572801","34.52","1.02e-7","3.35e-8","-1.74","-","134.99","1e-8","0","bin556.log"
"Mar 01 2013","2456352.999976852","383832001","128.74","2.14e-7","4.10e-8","-1.74","-","136.03","1e-8","0","bin557.log"
"Mar 04 2013","2456355.999976852","384091201","458.85","4.97e-7","5.60e-8","-1.74","-","136.96","1e-8","0","bin558.log"
"Mar 07 2013","2456358.999976852","384350401","453.64","5.82e-7","6.70e-8","-1.74","-","137.79","1e-8","0","bin559.log"
"Mar 10 2013","2456361.999976852","384609601","368.44","4.44e-7","5.60e-8","-1.74","-","138.49","1e-8","0","bin560.log"
"Mar 13 2013","2456364.999976852","384868801","167.69","2.85e-7","5.70e-8","-1.74","-","139.04","1e-8","0","bin561.log"
"Mar 16 2013","2456367.999976852","385128001","128.53","2.25e-7","4.50e-8","-1.74","-","139.45","1e-8","0","bin562.log"
"Mar 19 2013","2456370.999976852","385387201","298.11","3.78e-7","5.50e-8","-1.74","-","139.68","1e-8","0","bin563.log"
"Mar 22 2013","2456373.999976852","385646401","204.49","2.99e-7","5.20e-8","-1.74","-","139.73","1e-8","0","bin564.log"
"Mar 25 2013","2456376.999976852","385905601","255.91","3.60e-7","5.60e-8","-1.74","-","139.59","1e-8","0","bin565.log"
"Mar 28 2013","2456379.999976852","386164801","202.7","3.25e-7","5.30e-8","-1.74","-","139.27","1e-8","0","bin566.log"
"Mar 31 2013","2456382.999976852","386424001","421.6","5.04e-7","5.90e-8","-1.74","-","138.74","1e-8","0","bin567.log"
"Apr 03 2013","2456385.999976852","386683201","288.56","3.64e-7","5.30e-8","-1.74","-","138.02","1e-8","0","bin568.log"
"Apr 06 2013","2456388.999976852","386942401","366.18","3.79e-7","4.90e-8","-1.74","-","137.10","1e-8","0","bin569.log"
"Apr 09 2013","2456391.999976852","387201601","502.03","5.07e-7","5.80e-8","-1.74","-","136.00","1e-8","0","bin570.log"
"Apr 12 2013","2456394.999976852","387460801","523.72","5.02e-7","5.50e-8","-1.74","-","134.71","1e-8","0","bin571.log"
"Apr 15 2013","2456397.999976852","387720001","722.72","5.79e-7","5.40e-8","-1.74","-","133.26","1e-8","0","bin572.log"
"Apr 18 2013","2456400.999976852","387979201","295.84","3.41e-7","5.10e-8","-1.74","-","131.65","1e-8","0","bin573.log"
"Apr 21 2013","2456403.999976852","388238401","407.78","4.41e-7","5.30e-8","-1.74","-","129.88","1e-8","0","bin574.log"
"Apr 24 2013","2456406.999976852","388497601","131.38","1.77e-7","3.50e-8","-1.74","-","127.98","1e-8","0","bin575.log"
"Apr 27 2013","2456409.999976852","388756801","271.58","3.74e-7","5.70e-8","-1.74","-","125.95","1e-8","0","bin576.log"
"Apr 30 2013","2456412.999976852","389016001","424.12","4.54e-7","5.50e-8","-1.74","-","123.80","1e-8","0","bin577.log"
"May 03 2013","2456415.999976852","389275201","142.45","2.71e-7","5.00e-8","-1.74","-","121.54","1e-8","0","bin578.log"
"May 06 2013","2456418.999976852","389534401","275.17","3.42e-7","5.20e-8","-1.74","-","119.18","1e-8","0","bin579.log"
"May 09 2013","2456421.999976852","389793601","215.24","3.35e-7","5.50e-8","-1.74","-","116.74","1e-8","0","bin580.log"
"May 12 2013","2456424.999976852","390052801","172.89","2.20e-7","4.60e-8","-1.74","-","114.21","1e-8","0","bin581.log"
"May 15 2013","2456427.999976852","390312001","147.52","2.20e-7","3.90e-8","-1.74","-","111.60","1e-8","0","bin582.log"
"May 18 2013","2456430.999976852","390571201","401.8","2.97e-7","3.90e-8","-1.74","-","108.93","1e-8","0","bin583.log"
"May 21 2013","2456433.999976852","390830401","113.81","1.99e-7","4.40e-8","-1.74","-","106.20","1e-8","0","bin584.log"
"May 24 2013","2456436.999976852","391089601","243.15","3.37e-7","5.00e-8","-1.74","-","103.41","1e-8","0","bin585.log"
"May 27 2013","2456439.999976852","391348801","199.61","2.50e-7","4.10e-8","-1.74","-","100.57","1e-8","0","bin586.log"
"May 30 2013","2456442.999976852","391608001","288.9","3.19e-7","4.50e-8","-1.74","-","97.69","1e-8","0","bin587.log"
"Jun 02 2013","2456445.999976852","391867201","218.11","2.66e-7","4.20e-8","-1.74","-","94.78","1e-8","0","bin588.log"
"Jun 05 2013","2456448.999976852","392126401","263.76","3.37e-7","4.90e-8","-1.74","-","91.83","1e-8","0","bin589.log"
"Jun 08 2013","2456451.999976852","392385601","254.79","3.28e-7","5.50e-8","-1.74","-","88.86","1e-8","0","bin590.log"
"Jun 11 2013","2456454.999976852","392644801","339.22","3.74e-7","5.40e-8","-1.74","-","85.87","1e-8","0","bin591.log"
"Jun 14 2013","2456457.999976852","392904001","251.82","3.01e-7","4.70e-8","-1.74","-","82.86","1e-8","0","bin592.log"
"Jun 17 2013","2456460.999976852","393163201","355.96","3.92e-7","5.00e-8","-1.74","-","79.85","1e-8","0","bin593.log"
"Jun 20 2013","2456463.999976852","393422401","280.01","2.91e-7","4.20e-8","-1.74","-","76.83","1e-8","0","bin594.log"
"Jun 23 2013","2456466.999976852","393681601","276.64","3.64e-7","5.10e-8","-1.74","-","73.81","1e-8","0","bin595.log"
"Jun 26 2013","2456469.999976852","393940801","331.98","3.54e-7","4.80e-8","-1.74","-","70.81","1e-8","0","bin596.log"
"Jun 29 2013","2456472.999976852","394200001","202.08","2.61e-7","4.50e-8","-1.74","-","67.81","1e-8","0","bin597.log"
"Jul 02 2013","2456475.999976852","394459201","285.31","3.58e-7","5.60e-8","-1.74","-","64.84","1e-8","0","bin598.log"
"Jul 05 2013","2456478.999976852","394718401","129.26","1.91e-7","4.10e-8","-1.74","-","61.90","1e-8","0","bin599.log"
"Jul 08 2013","2456481.999976852","394977601","249.46","3.87e-7","5.60e-8","-1.74","-","58.99","1e-8","0","bin600.log"
"Jul 11 2013","2456484.999976852","395236801","161.4","2.88e-7","5.20e-8","-1.74","-","56.12","1e-8","0","bin601.log"
"Jul 14 2013","2456487.999976852","395496001","110.48","1.67e-7","4.00e-8","-1.74","-","53.31","1e-8","0","bin602.log"
"Jul 17 2013","2456490.999976852","395755201","288.17","4.11e-7","6.10e-8","-1.74","-","50.56","1e-8","0","bin603.log"
"Jul 20 2013","2456493.999976852","396014401","135.78","2.08e-7","3.90e-8","-1.74","-","47.88","1e-8","0","bin604.log"
"Jul 23 2013","2456496.999976852","396273601","97.41","2.06e-7","4.60e-8","-1.74","-","45.29","1e-8","0","bin605.log"
"Jul 26 2013","2456499.999976852","396532801","158.05","2.12e-7","4.00e-8","-1.74","-","42.79","1e-8","0","bin606.log"
"Jul 29 2013","2456502.999976852","396792001","256.41","2.95e-7","4.60e-8","-1.74","-","40.42","1e-8","0","bin607.log"
"Aug 01 2013","2456505.999976852","397051201","123.83","1.84e-7","4.00e-8","-1.74","-","38.18","1e-8","0","bin608.log"
"Aug 04 2013","2456508.999976852","397310401","201.35","2.67e-7","5.40e-8","-1.74","-","36.10","1e-8","0","bin609.log"
"Aug 07 2013","2456511.999976852","397569601","311.55","3.57e-7","4.70e-8","-1.74","-","34.21","1e-8","0","bin610.log"
"Aug 10 2013","2456514.999976852","397828801","392.05","3.75e-7","4.80e-8","-1.74","-","32.54","1e-8","0","bin611.log"
"Aug 13 2013","2456517.999976852","398088001","290.34","2.67e-7","4.20e-8","-1.74","-","31.11","1e-8","0","bin612.log"
"Aug 16 2013","2456520.999976852","398347201","278.8","4.42e-7","6.10e-8","-1.74","-","29.96","1e-8","0","bin613.log"
"Aug 19 2013","2456523.999976852","398606401","158.58","2.84e-7","5.40e-8","-1.74","-","29.11","1e-8","0","bin614.log"
"Aug 22 2013","2456526.999976852","398865601","152.29","3.35e-7","5.90e-8","-1.74","-","28.59","1e-8","0","bin615.log"
"Aug 25 2013","2456529.999976852","399124801","231.15","3.14e-7","5.10e-8","-1.74","-","28.41","1e-8","0","bin616.log"
"Aug 28 2013","2456532.999976852","399384001","106.95","1.86e-7","4.20e-8","-1.74","-","28.57","1e-8","0","bin617.log"
"Aug 31 2013","2456535.999976852","399643201","242.35","2.94e-7","4.80e-8","-1.74","-","29.06","1e-8","0","bin618.log"
"Sep 03 2013","2456538.999976852","399902401","127.47","2.18e-7","4.50e-8","-1.74","-","29.86","1e-8","0","bin619.log"
"Sep 06 2013","2456541.999976852","400161601","255.6","3.00e-7","4.70e-8","-1.74","-","30.93","1e-8","0","bin620.log"
"Sep 09 2013","2456544.999976852","400420801","207.19","2.25e-7","4.00e-8","-1.74","-","32.26","1e-8","0","bin621.log"
"Sep 12 2013","2456547.999976852","400680001","242.47","2.23e-7","3.90e-8","-1.74","-","33.79","1e-8","0","bin622.log"
"Sep 15 2013","2456550.999976852","400939201","136.15","1.93e-7","3.70e-8","-1.74","-","35.50","1e-8","0","bin623.log"
"Sep 18 2013","2456553.999976852","401198401","157.04","2.38e-7","4.50e-8","-1.74","-","37.36","1e-8","0","bin624.log"
"Sep 21 2013","2456556.999976852","401457601","157.1","2.62e-7","5.10e-8","-1.74","-","39.35","1e-8","0","bin625.log"
"Sep 24 2013","2456559.999976852","401716801","143.04","1.98e-7","4.20e-8","-1.74","-","41.44","1e-8","0","bin626.log"
"Sep 27 2013","2456562.999976852","401976001","45.11","1.17e-7","3.39e-8","-1.74","-","43.61","1e-8","0","bin627.log"
"Sep 30 2013","2456565.999976852","402235201","177.25","2.35e-7","4.40e-8","-1.74","-","45.84","1e-8","0","bin628.log"
"Oct 03 2013","2456568.999976852","402494401","177.67","2.28e-7","4.10e-8","-1.74","-","48.12","1e-8","0","bin629.log"
"Oct 06 2013","2456571.999976852","402753601","125.47","2.00e-7","3.90e-8","-1.74","-","50.45","1e-8","0","bin630.log"
"Oct 09 2013","2456574.999976852","403012801","137.28","1.73e-7","3.70e-8","-1.74","-","52.80","1e-8","0","bin631.log"
"Oct 12 2013","2456577.999976852","403272001","121.65","2.13e-7","4.50e-8","-1.74","-","55.17","1e-8","0","bin632.log"
"Oct 15 2013","2456580.999976852","403531201","128.18","1.98e-7","4.20e-8","-1.74","-","57.55","1e-8","0","bin633.log"
"Oct 18 2013","2456583.999976852","403790401","43.84","8.33e-8","2.66e-8","-1.74","-","59.94","1e-8","0","bin634.log"
"Oct 21 2013","2456586.999976852","404049601","28.76","7.21e-8","2.79e-8","-1.74","-","62.33","1e-8","0","bin635.log"
"Oct 24 2013","2456589.999976852","404308801","30.19","8.47e-8","2.96e-8","-1.74","-","64.70","1e-8","0","bin636.log"
"Oct 27 2013","2456592.999976852","404568001","62.75","1.65e-7","4.90e-8","-1.74","-","67.07","1e-8","0","bin637.log"
"Oct 30 2013","2456595.999976852","404827201","194.71","2.66e-7","4.80e-8","-1.74","-","69.41","1e-8","0","bin638.log"
"Nov 02 2013","2456598.999976852","405086401","194.93","1.85e-7","3.40e-8","-1.74","-","71.73","1e-8","0","bin639.log"
"Nov 05 2013","2456601.999976852","405345601","253.43","2.38e-7","3.90e-8","-1.74","-","74.03","1e-8","0","bin640.log"
"Nov 08 2013","2456604.999976852","405604801","217.49","1.84e-7","3.20e-8","-1.74","-","76.29","1e-8","0","bin641.log"
"Nov 11 2013","2456607.999976852","405864001","161.31","2.20e-7","4.10e-8","-1.74","-","78.52","1e-8","0","bin642.log"
"Nov 14 2013","2456610.999976852","406123201","108.31","1.86e-7","3.90e-8","-1.74","-","80.70","1e-8","0","bin643.log"
"Nov 17 2013","2456613.999976852","406382401","132.27","1.69e-7","3.80e-8","-1.74","-","82.85","1e-8","0","bin644.log"
"Nov 20 2013","2456616.999976852","406641601","116.04","2.19e-7","4.60e-8","-1.74","-","84.95","1e-8","0","bin645.log"
"Nov 23 2013","2456619.999976852","406900801","123.04","1.90e-7","3.80e-8","-1.74","-","87.00","1e-8","0","bin646.log"
"Nov 26 2013","2456622.999976852","407160001","146.86","1.59e-7","3.40e-8","-1.74","-","89.01","1e-8","0","bin647.log"
"Nov 29 2013","2456625.999976852","407419201","48.86","1.04e-7","3.19e-8","-1.74","-","90.96","1e-8","0","bin648.log"
"Dec 02 2013","2456628.999976852","407678401","58.31","1.02e-7","2.96e-8","-1.74","-","92.86","1e-8","0","bin649.log"
"Dec 05 2013","2456631.999976852","407937601","111.21","1.81e-7","4.30e-8","-1.74","-","94.71","1e-8","0","bin650.log"
"Dec 08 2013","2456634.999976852","408196801","32.21","1.58e-7","7.44e-8","-1.74","-","96.51","1e-8","0","bin651.log"
"Dec 11 2013","2456637.999976852","408456001","65.01","2.08e-7","5.50e-8","-1.74","-","98.26","1e-8","0","bin652.log"
"Dec 14 2013","2456640.999976852","408715201","34.13","1.43e-7","5.01e-8","-1.74","-","99.96","1e-8","0","bin653.log"
"Dec 17 2013","2456643.999976852","408974401","59.02","2.90e-7","8.80e-8","-1.74","-","101.62","1e-8","0","bin654.log"
"Dec 20 2013","2456646.999976852","409233601","79.35","1.82e-7","4.50e-8","-1.74","-","103.24","1e-8","0","bin655.log"
"Dec 23 2013","2456649.999976852","409492801","29.78","8.65e-8","3.06e-8","-1.74","-","104.82","1e-8","0","bin656.log"
"Dec 26 2013","2456652.999976852","409752001","128.54","1.71e-7","3.80e-8","-1.74","-","106.36","1e-8","0","bin657.log"
"Dec 29 2013","2456655.999976852","410011201","108.87","1.80e-7","4.10e-8","-1.74","-","107.88","1e-8","0","bin658.log"
"Jan 01 2014","2456658.999976852","410270401","74.59","1.62e-7","3.70e-8","-1.74","-","109.37","1e-8","0","bin659.log"
"Jan 04 2014","2456661.999976852","410529601","119.18","1.92e-7","4.20e-8","-1.74","-","110.84","1e-8","0","bin660.log"
"Jan 07 2014","2456664.999976852","410788801","70.27","2.06e-7","5.50e-8","-1.74","-","112.29","1e-8","0","bin661.log"
"Jan 10 2014","2456667.999976852","411048001","100.05","2.75e-7","6.40e-8","-1.74","-","113.73","1e-8","0","bin662.log"
"Jan 13 2014","2456670.999976852","411307201","22.71","1.35e-7","4.91e-8","-1.74","-","115.16","1e-8","0","bin663.log"
"Jan 16 2014","2456673.999976852","411566401","16.8","7.83e-8","4.37e-8","-1.74","-","116.58","1e-8","0","bin664.log"
"Jan 19 2014","2456676.999976852","411825601","69.46","2.08e-7","5.00e-8","-1.74","-","118.00","1e-8","0","bin665.log"
"Jan 22 2014","2456679.999976852","412084801","67.27","1.97e-7","4.90e-8","-1.74","-","119.42","1e-8","0","bin666.log"
"Jan 25 2014","2456682.999976852","412344001","292.3","2.07e-7","3.10e-8","-1.74","-","120.84","1e-8","0","bin667.log"
"Jan 28 2014","2456685.999976852","412603201","174.45","1.95e-7","3.10e-8","-1.74","-","122.25","1e-8","0","bin668.log"
"Jan 31 2014","2456688.999976852","412862401","195.97","1.71e-7","3.00e-8","-1.74","-","123.66","1e-8","0","bin669.log"
"Feb 03 2014","2456691.999976852","413121601","151.48","1.96e-7","3.30e-8","-1.74","-","125.06","1e-8","0","bin670.log"
"Feb 06 2014","2456694.999976852","413380801","81.49","1.85e-7","4.40e-8","-1.74","-","126.45","1e-8","0","bin671.log"
"Feb 09 2014","2456697.999976852","413640001","104.21","2.21e-7","4.60e-8","-1.74","-","127.82","1e-8","0","bin672.log"
"Feb 12 2014","2456700.999976852","413899201","180.92","2.78e-7","5.10e-8","-1.74","-","129.17","1e-8","0","bin673.log"
"Feb 15 2014","2456703.999976852","414158401","218.73","2.85e-7","4.80e-8","-1.74","-","130.49","1e-8","0","bin674.log"
"Feb 18 2014","2456706.999976852","414417601","108.56","1.57e-7","3.60e-8","-1.74","-","131.77","1e-8","0","bin675.log"
"Feb 21 2014","2456709.999976852","414676801","33.89","9.03e-8","3.31e-8","-1.74","-","133.00","1e-8","0","bin676.log"
"Feb 24 2014","2456712.999976852","414936001","200.15","2.57e-7","4.50e-8","-1.74","-","134.17","1e-8","0","bin677.log"
"Mar 02 2014","2456718.999976852","415454401","87.7","2.33e-7","5.90e-8","-1.74","-","136.27","1e-8","0","bin679.log"
"Mar 05 2014","2456721.999976852","415713601","66.11","1.70e-7","5.10e-8","-1.74","-","137.18","1e-8","0","bin680.log"
"Mar 08 2014","2456724.999976852","415972801","126.74","2.96e-7","6.40e-8","-1.74","-","137.98","1e-8","0","bin681.log"
"Mar 11 2014","2456727.999976852","416232001","190.51","2.89e-7","5.10e-8","-1.74","-","138.64","1e-8","0","bin682.log"
"Mar 14 2014","2456730.999976852","416491201","43.52","1.69e-7","4.80e-8","-1.74","-","139.16","1e-8","0","bin683.log"
"Mar 17 2014","2456733.999976852","416750401","91.45","1.58e-7","4.60e-8","-1.74","-","139.52","1e-8","0","bin684.log"
"Mar 20 2014","2456736.999976852","417009601","83.85","1.79e-7","4.40e-8","-1.74","-","139.71","1e-8","0","bin685.log"
"Mar 23 2014","2456739.999976852","417268801","148.55","2.43e-7","5.10e-8","-1.74","-","139.71","1e-8","0","bin686.log"
"Mar 26 2014","2456742.999976852","417528001","168.42","2.72e-7","5.00e-8","-1.74","-","139.53","1e-8","0","bin687.log"
"Mar 29 2014","2456745.999976852","417787201","80","1.96e-7","5.40e-8","-1.74","-","139.15","1e-8","0","bin688.log"
"Apr 01 2014","2456748.999976852","418046401","256.16","2.13e-7","3.40e-8","-1.74","-","138.57","1e-8","0","bin689.log"
"Apr 04 2014","2456751.999976852","418305601","283.08","2.98e-7","4.30e-8","-1.74","-","137.80","1e-8","0","bin690.log"
"Apr 07 2014","2456754.999976852","418564801","419.85","5.44e-7","6.90e-8","-1.74","-","136.84","1e-8","0","bin691.log"
"Apr 10 2014","2456757.999976852","418824001","224.18","3.40e-7","5.50e-8","-1.74","-","135.69","1e-8","0","bin692.log"
"Apr 13 2014","2456760.999976852","419083201","183.37","3.09e-7","5.30e-8","-1.74","-","134.36","1e-8","0","bin693.log"
"Apr 16 2014","2456763.999976852","419342401","301.28","3.84e-7","5.60e-8","-1.74","-","132.87","1e-8","0","bin694.log"
"Apr 19 2014","2456766.999976852","419601601","206.82","3.12e-7","5.30e-8","-1.74","-","131.21","1e-8","0","bin695.log"
"Apr 22 2014","2456769.999976852","419860801","161.71","3.18e-7","5.80e-8","-1.74","-","129.41","1e-8","0","bin696.log"
"Apr 25 2014","2456772.999976852","420120001","328.97","3.89e-7","5.30e-8","-1.74","-","127.48","1e-8","0","bin697.log"
"Apr 28 2014","2456775.999976852","420379201","493.13","5.31e-7","6.20e-8","-1.74","-","125.42","1e-8","0","bin698.log"
"May 01 2014","2456778.999976852","420638401","200.92","2.83e-7","4.70e-8","-1.74","-","123.24","1e-8","0","bin699.log"
"May 04 2014","2456781.999976852","420897601","339.28","3.38e-7","4.70e-8","-1.74","-","120.95","1e-8","0","bin700.log"
"May 07 2014","2456784.999976852","421156801","201.85","2.39e-7","4.20e-8","-1.74","-","118.57","1e-8","0","bin701.log"
"May 10 2014","2456787.999976852","421416001","123.45","1.89e-7","3.90e-8","-1.74","-","116.11","1e-8","0","bin702.log"
"May 13 2014","2456790.999976852","421675201","184.1","2.04e-7","4.00e-8","-1.74","-","113.56","1e-8","0","bin703.log"
"May 16 2014","2456793.999976852","421934401","127.93","2.17e-7","4.20e-8","-1.74","-","110.93","1e-8","0","bin704.log"
"May 19 2014","2456796.999976852","422193601","115.2","2.02e-7","4.20e-8","-1.74","-","108.24","1e-8","0","bin705.log"
"May 22 2014","2456799.999976852","422452801","179.24","2.79e-7","4.70e-8","-1.74","-","105.50","1e-8","0","bin706.log"
"May 25 2014","2456802.999976852","422712001","117.78","2.58e-7","5.30e-8","-1.74","-","102.70","1e-8","0","bin707.log"
"May 28 2014","2456805.999976852","422971201","156.64","2.66e-7","4.70e-8","-1.74","-","99.85","1e-8","0","bin708.log"
"May 31 2014","2456808.999976852","423230401","36.53","1.21e-7","4.03e-8","-1.74","-","96.96","1e-8","0","bin709.log"
"Jun 03 2014","2456811.999976852","423489601","151.54","2.97e-7","5.90e-8","-1.74","-","94.04","1e-8","0","bin710.log"
"Jun 06 2014","2456814.999976852","423748801","18.48","1.26e-7","5.00e-8","-1.74","-","91.08","1e-8","0","bin711.log"
"Jun 09 2014","2456817.999976852","424008001","56.63","1.82e-7","5.50e-8","-1.74","-","88.11","1e-8","0","bin712.log"
"Jun 12 2014","2456820.999976852","424267201","59.83","1.59e-7","5.10e-8","-1.74","-","85.11","1e-8","0","bin713.log"
"Jun 15 2014","2456823.999976852","424526401","28.29","8.01e-8","4.67e-8","-1.74","-","82.10","1e-8","0","bin714.log"
"Jun 18 2014","2456826.999976852","424785601","31.5","1.28e-7","5.38e-8","-1.74","-","79.09","1e-8","0","bin715.log"
"Jun 21 2014","2456829.999976852","425044801","62.28","1.01e-7","2.84e-8","-1.74","-","76.07","1e-8","0","bin716.log"
"Jun 24 2014","2456832.999976852","425304001","65.45","1.73e-7","5.40e-8","-1.74","-","73.05","1e-8","0","bin717.log"
"Jun 27 2014","2456835.999976852","425563201","127.28","1.44e-7","3.50e-8","-1.74","-","70.05","1e-8","0","bin718.log"
"Jun 30 2014","2456838.999976852","425822401","122.01","1.84e-7","3.90e-8","-1.74","-","67.06","1e-8","0","bin719.log"
"Jul 03 2014","2456841.999976852","426081601","72.48","1.09e-7","3.33e-8","-1.74","-","64.10","1e-8","0","bin720.log"
"Jul 06 2014","2456844.999976852","426340801","25.07","8.36e-8","2.92e-8","-1.74","-","61.16","1e-8","0","bin721.log"
"Jul 09 2014","2456847.999976852","426600001","102.23","2.11e-7","4.70e-8","-1.74","-","58.26","1e-8","0","bin722.log"
"Jul 12 2014","2456850.999976852","426859201","95.46","1.58e-7","4.10e-8","-1.74","-","55.41","1e-8","0","bin723.log"
"Jul 15 2014","2456853.999976852","427118401","124.01","3.02e-7","5.70e-8","-1.74","-","52.61","1e-8","0","bin724.log"
"Jul 18 2014","2456856.999976852","427377601","79.81","1.83e-7","4.50e-8","-1.74","-","49.88","1e-8","0","bin725.log"
"Jul 21 2014","2456859.999976852","427636801","89.96","1.99e-7","4.30e-8","-1.74","-","47.22","1e-8","0","bin726.log"
"Jul 24 2014","2456862.999976852","427896001","69.65","1.62e-7","4.50e-8","-1.74","-","44.65","1e-8","0","bin727.log"
"Jul 27 2014","2456865.999976852","428155201","73.54","1.80e-7","4.50e-8","-1.74","-","42.18","1e-8","0","bin728.log"
"Jul 30 2014","2456868.999976852","428414401","128.27","2.11e-7","4.20e-8","-1.74","-","39.84","1e-8","0","bin729.log"
"Aug 02 2014","2456871.999976852","428673601","67.96","1.13e-7","3.42e-8","-1.74","-","37.64","1e-8","0","bin730.log"
"Aug 05 2014","2456874.999976852","428932801","50.96","8.68e-8","3.14e-8","-1.74","-","35.61","1e-8","0","bin731.log"
"Aug 08 2014","2456877.999976852","429192001","0.72","< 6.48e-8","-","-","-","33.77","1e-8","0","bin732.log"
"Aug 11 2014","2456880.999976852","429451201","2.65","< 1.27e-7","-","-","-","32.16","1e-8","0","bin733.log"
"Aug 14 2014","2456883.999976852","429710401","4.87","4.11e-8","3.19e-8","-1.74","-","30.79","1e-8","0","bin734.log"
"Aug 17 2014","2456886.999976852","429969601","2.84","< 7.40e-8","-","-","-","29.72","1e-8","0","bin735.log"
"Aug 20 2014","2456889.999976852","430228801","2.11","< 6.20e-8","-","-","-","28.95","1e-8","0","bin736.log"
"Aug 23 2014","2456892.999976852","430488001","3.65","< 7.03e-8","-","-","-","28.52","1e-8","0","bin737.log"
"Aug 26 2014","2456895.999976852","430747201","10.15","4.62e-8","2.64e-8","-1.74","-","28.42","1e-8","0","bin738.log"
"Aug 29 2014","2456898.999976852","431006401","16.25","9.07e-8","4.02e-8","-1.74","-","28.67","1e-8","0","bin739.log"
"Sep 01 2014","2456901.999976852","431265601","34.89","8.93e-8","3.35e-8","-1.74","-","29.24","1e-8","0","bin740.log"
"Sep 04 2014","2456904.999976852","431524801","71.39","1.22e-7","3.93e-8","-1.74","-","30.11","1e-8","0","bin741.log"
"Sep 07 2014","2456907.999976852","431784001","117.98","1.84e-7","4.50e-8","-1.74","-","31.25","1e-8","0","bin742.log"
"Sep 10 2014","2456910.999976852","432043201","136.18","2.14e-7","4.40e-8","-1.74","-","32.62","1e-8","0","bin743.log"
"Sep 13 2014","2456913.999976852","432302401","141.17","2.28e-7","4.50e-8","-1.74","-","34.21","1e-8","0","bin744.log"
